8,1
10,2
6,3
4,4
9,5
1,6
7,7
5,8
2,9
3,10
7,1
6,2
4,3
12,4
15,5
10,6
16,7
9,8
5,9
2,10
11,11
13,12
3,13
1,14
8,15
14,16
2,1
1,2
10,3
11,4
3,5
8,6
5,7
9,8
14,9
15,10
7,11
4,12
6,13
13,14
12,15
