ymd,race,order,no,odds
20130518,05,8,17,58.9
20130518,05,9,2,29.9
20130518,05,10,16,318.9
20130518,05,11,5,210.9
20130518,05,12,8,4.1
20130518,05,13,4,177.2
20130518,05,14,3,635.8
20130518,05,15,13,13.5
20130518,05,16,12,475.8
20130518,05,17,15,6.7
20130518,05,18,9,327.5
20130518,06,1,10,4.8
20130518,06,2,3,4.4
20130518,06,3,2,6
20130518,06,4,7,9.2
20130518,06,5,6,104.8
20130518,06,6,15,74.4
20130518,06,7,12,194.2
20130518,06,8,4,31.6
20130518,06,9,8,63.9
20130518,06,10,1,8.8
20130518,06,11,13,4.2
20130518,06,12,14,12.2
20130518,06,13,11,29.6
20130518,06,14,9,530.1
20130518,06,15,5,368.3
20130518,07,1,16,43.4
20130518,07,2,14,9.4
20130518,07,3,2,19.1
20130518,07,4,1,20
20130518,07,5,6,1.6
20130518,07,6,12,13
20130518,07,7,17,24.4
20130518,07,8,5,9.5
20130518,07,9,4,22.5
20130518,07,10,13,26
20130518,07,11,18,368.5
20130518,07,12,3,94.5
20130518,07,13,10,183.9
20130518,07,14,7,415.4
20130518,07,15,9,121.2
20130518,07,16,15,23.9
20130518,07,17,11,798.9
20130518,07,18,8,767.2
20130518,08,1,9,9
20130518,08,2,1,2.4
20130518,08,3,6,8.4
20130518,08,4,3,28.8
20130518,08,5,13,8.4
20130518,08,6,11,14.7
20130518,08,7,10,7.6
20130518,08,8,5,33.2
20130518,08,9,8,92.9
20130518,08,10,7,5.3
20130518,08,11,4,101.9
20130518,08,12,14,99.3
20130518,08,13,15,188.4
20130518,08,14,2,302.2
20130518,08,15,12,238.7
20130518,09,1,7,2.7
20130518,09,2,18,61.9
20130518,09,3,15,73.3
20130518,09,4,8,24.8
20130518,09,5,9,82.7
20130518,09,6,17,4.2
20130518,09,7,12,16.3
20130518,09,8,11,31.6
20130518,09,9,4,14.3
20130518,09,10,2,6.4
20130518,09,11,16,7.8
20130518,09,12,13,70.1
20130518,09,13,1,99.3
20130518,09,14,5,67.6
20130518,09,15,3,19
20130518,09,16,14,330.5
20130518,09,17,10,91.2
20130518,09,18,6,76
20130518,10,1,8,9.9
20130518,10,2,10,82.2
20130518,10,3,4,10.2
20130518,10,4,18,3.2
20130518,10,5,9,27.2
20130518,10,6,12,65.4
20130518,10,7,2,18.3
20130518,10,8,6,4.3
20130518,10,9,11,58.2
20130518,10,10,5,6.2
20130518,10,11,16,26
20130518,10,12,14,20.7
20130518,10,13,13,21.3
20130518,10,14,15,16.1
20130518,10,15,3,313.5
20130518,10,16,17,142.7
20130518,10,17,1,170.8
20130518,10,18,7,197.2
20130518,11,1,2,192.8
20130518,11,2,10,24.2
20130518,11,3,4,2.3
20130518,11,4,11,7.4
20130518,11,5,6,7.2
20130518,11,6,17,8.7
20130518,11,7,8,11
20130518,11,8,1,118.1
20130518,11,9,3,88.6
20130518,11,10,12,13.6
20130518,11,11,5,25.6
20130518,11,12,13,43.8
20130518,11,13,15,30.3
20130518,11,14,14,274.1
20130518,11,15,9,358.1
20130518,11,16,16,43.5
20130518,11,17,7,13.5
20130518,11,18,18,150.3
20130518,12,1,9,4.1
20130518,12,2,1,16
20130518,12,3,14,10.5
20130518,12,4,16,31.2
20130518,12,5,6,3.7
20130518,12,6,12,23.1
20130518,12,7,8,60.3
20130518,12,8,2,97.8
20130518,12,9,11,14.4
20130518,12,10,5,12.9
20130518,12,11,15,31.4
20130518,12,12,4,258.6
20130518,12,13,10,95.9
20130518,12,14,3,19
20130518,12,15,13,201.2
20130518,01,1,5,1.6
20130518,01,2,4,42.2
20130518,01,3,7,6.2
20130518,01,4,11,27.9
20130518,01,5,2,25.7
20130518,01,6,8,5.2
20130518,01,7,1,13.6
20130518,01,8,15,253.9
20130518,01,9,14,61.4
20130518,01,10,13,71.7
20130518,01,11,9,23.4
20130518,01,12,12,176.5
20130518,01,13,3,622.6
20130518,01,14,6,300.8
20130518,01,15,10,137.9
20130518,02,1,9,5.2
20130518,02,2,2,23.1
20130518,02,3,8,14.8
20130518,02,4,1,54.5
20130518,02,5,5,188.6
20130518,02,6,16,2.5
20130518,02,7,10,58.3
20130518,02,8,11,6.8
20130518,02,9,15,99.3
20130518,02,10,3,36.2
20130518,02,11,4,3.3
20130518,02,12,13,291.1
20130518,02,13,6,407.3
20130518,02,14,14,426.3
20130518,02,15,7,156.1
20130518,02,16,12,891.7
20130518,03,1,2,1.9
20130518,03,2,7,24.5
20130518,03,3,11,4.9
20130518,03,4,1,11.6
20130518,03,5,3,6.3
20130518,03,6,13,17
20130518,03,7,6,441.3
20130518,03,8,8,73
20130518,03,9,18,62.6
20130518,03,10,16,56.8
20130518,03,11,10,77
20130518,03,12,14,10.5
20130518,03,13,12,299.3
20130518,03,14,5,209.9
20130518,03,15,9,599.5
20130518,03,16,4,130.2
20130518,03,17,17,563
20130518,03,18,15,844.5
20130518,04,1,15,16.8
20130518,04,2,7,17.3
20130518,04,3,3,4.4
20130518,04,4,8,191.9
20130518,04,5,1,2
20130518,04,6,4,240.3
20130518,04,7,11,11.9
20130518,04,8,14,8.6
20130518,04,9,9,692.3
20130518,04,10,10,107.1
20130518,04,11,12,37.6
20130518,04,12,5,503.7
20130518,04,13,16,9
20130518,04,14,13,204.6
20130518,04,15,6,37.9
20130518,04,16,2,294.4
20130518,05,1,3,2.7
20130518,05,2,1,19.6
20130518,05,3,18,12.3
20130518,05,4,12,2.5
20130518,05,5,13,9.7
20130518,05,6,8,107.8
20130518,05,7,2,75.1
20130518,05,8,10,9.5
20130518,05,9,4,45.5
20130518,05,10,6,542.9
20130518,05,11,14,481.7
20130518,05,12,5,44.2
20130518,05,13,7,68
20130518,05,14,17,83.9
20130518,05,15,9,28.5
20130518,05,16,11,623.9
20130518,05,17,16,510.5
20130518,05,18,15,451.8
20130518,06,1,2,9.1
20130518,06,2,10,6.7
20130518,06,3,3,84
20130518,06,4,8,31.1
20130518,06,5,16,8.8
20130518,06,6,4,13.3
20130518,06,7,12,4.3
20130518,06,8,5,13.7
20130518,06,9,11,4.7
20130518,06,10,9,23.6
20130518,06,11,7,19.8
20130518,06,12,6,12.6
20130518,06,13,1,90.1
20130518,06,14,15,47.9
20130518,06,15,13,27.3
20130518,06,16,14,246
20130518,07,1,14,46.1
20130518,07,2,4,13.4
20130518,07,3,12,9.2
20130518,07,4,7,2.4
20130518,07,5,1,117.4
20130518,07,6,10,3.8
20130518,07,7,9,353.5
20130518,07,8,5,12.4
20130518,07,9,6,67.2
20130518,07,10,13,194.1
20130518,07,11,3,6.3
20130518,07,12,16,40.6
20130518,07,13,8,375.6
20130518,07,14,2,442.2
20130518,07,15,11,29.5
20130518,07,16,15,25.2
20130518,08,1,4,2.1
20130518,08,2,16,9.5
20130518,08,3,10,5.7
20130518,08,4,1,141.3
20130518,08,5,2,17.8
20130518,08,6,8,276.2
20130518,08,7,11,7.9
20130518,08,8,14,10
20130518,08,9,13,35.1
20130518,08,10,3,95.6
20130518,08,11,5,200.6
20130518,08,12,9,326.5
20130518,08,13,12,15.4
20130518,08,14,7,13.5
20130518,08,15,15,280.6
20130518,08,16,6,194.2
20130518,09,1,7,8.2
20130518,09,2,4,16
20130518,09,3,6,3.5
20130518,09,4,9,7.9
20130518,09,5,1,5.3
20130518,09,6,5,17.6
20130518,09,7,2,13.8
20130518,09,8,3,2.9
20130518,10,1,1,6.9
20130518,10,2,2,6
20130518,10,3,3,2.2
20130518,10,4,6,7.6
20130518,10,5,5,6.7
20130518,10,6,10,34.5
20130518,10,7,7,15.7
20130518,10,8,4,20.3
20130518,10,9,9,20.1
20130518,10,10,8,62.1
20130518,11,1,1,1.4
20130518,11,2,7,45.7
20130518,11,3,6,14.1
20130518,11,4,2,128
20130518,11,5,5,7.9
20130518,11,6,3,47.6
20130518,11,7,9,7.9
20130518,11,8,13,484.9
20130518,11,9,10,12.6
20130518,11,10,12,105.6
20130518,11,11,14,487.4
20130518,11,12,8,121.3
20130518,11,13,4,222.7
20130518,11,14,15,159.2
20130518,11,15,16,28.4
20130518,11,16,11,36.1
20130518,12,1,2,7
20130518,12,2,16,78.9
20130518,12,3,1,4.3
20130518,12,4,3,5.9
20130518,12,5,9,237.8
20130518,12,6,12,13.6
20130518,12,7,4,21
20130518,12,8,6,52.3
20130518,12,9,15,7.9
20130518,12,10,7,9.5
20130518,12,10,13,148.1
20130518,12,12,14,32.3
20130518,12,13,10,15.7
20130518,12,14,8,4.7
20130518,12,15,5,109
20130518,12,16,11,160.9
20130519,01,1,9,9.5
20130519,01,2,8,4.4
20130519,01,3,13,32.4
20130519,01,4,10,1.5
20130519,01,5,7,157.4
20130519,01,6,11,15.6
20130519,01,7,14,50.1
20130519,01,8,2,241.3
20130519,01,9,15,55.5
20130519,01,10,3,142
20130519,01,11,1,30.1
20130519,01,12,4,23.6
20130519,01,13,6,39.9
20130519,01,14,5,299.4
20130519,02,1,14,2.6
20130519,02,2,7,6.4
20130519,02,3,4,5.3
20130519,02,4,15,71.4
20130519,02,5,6,9.7
20130519,02,6,12,6.7
20130519,02,7,9,11.5
20130519,02,8,2,26.9
20130519,02,9,11,40.4
20130519,02,10,13,55.2
20130519,02,11,3,260.7
20130519,02,12,1,13.4
20130519,02,13,5,195.5
20130519,02,14,8,145.6
20130519,02,15,10,240.1
20130519,03,1,15,17.3
20130519,03,2,4,3
20130519,03,3,1,7.2
20130519,03,4,12,7.9
20130519,03,5,2,4.5
20130519,03,6,5,7.3
20130519,03,7,11,25
20130519,03,8,8,144.7
20130519,03,9,7,13
20130519,03,10,6,78.1
20130519,03,11,13,52.7
20130519,03,12,10,18
20130519,03,13,9,288.5
20130519,03,14,3,71.1
20130519,03,15,14,107.1
20130519,04,1,16,6
20130519,04,2,12,1.5
20130519,04,3,9,127.5
20130519,04,4,3,170.8
20130519,04,5,8,12.2
20130519,04,6,4,10.6
20130519,04,7,2,67.7
20130519,04,8,7,146.4
20130519,04,9,5,21.1
20130519,04,10,11,210.6
20130519,04,11,6,44
20130519,04,12,13,30
20130519,04,13,10,173.4
20130519,04,14,15,27.4
20130519,04,15,14,29.4
20130519,04,16,1,292.8
20130519,05,1,4,3.1
20130519,05,2,15,25.7
20130519,05,3,1,5.6
20130519,05,4,10,16.4
20130519,05,5,12,13
20130519,05,6,11,8.6
20130519,05,7,6,187.7
20130519,05,8,5,7.6
20130519,05,9,7,12
20130519,05,10,14,21.9
20130519,05,11,13,17.5
20130519,05,12,2,13.2
20130519,05,13,8,28.8
20130519,05,14,3,43.7
20130519,05,15,9,440.3
20130519,05,16,16,265.7
20130519,06,1,13,8
20130519,06,2,11,9.7
20130519,06,3,7,2.8
20130519,06,4,9,5.4
20130519,06,5,8,11.6
20130519,06,6,15,58.8
20130519,06,7,2,10.1
20130519,06,8,1,7.3
20130519,06,9,4,34.5
20130519,06,10,5,26.4
20130519,06,11,10,22.8
20130519,06,12,14,94
20130519,06,13,3,70.5
20130519,06,14,6,271.3
20130519,06,15,12,121.8
20130519,07,1,4,17.1
20130519,07,2,13,4.7
20130519,07,3,8,8.1
20130519,07,4,14,111.4
20130519,07,5,9,12
20130519,07,6,2,8.2
20130519,07,7,6,6.2
20130519,07,8,10,67.1
20130519,07,9,11,94.4
20130519,07,10,1,44.7
20130519,07,11,3,76.3
20130519,07,12,12,5.7
20130519,07,13,5,4.6
20130519,07,14,16,288.4
20130519,07,15,15,51
20130519,07,16,7,93.3
20130519,08,1,4,14.4
20130519,08,2,3,15.2
20130519,08,3,8,11.9
20130519,08,4,1,12.5
20130519,08,5,9,4.6
20130519,08,6,6,3.7
20130519,08,7,15,14.4
20130519,08,8,2,11.7
20130519,08,9,10,44.7
20130519,08,10,7,17.6
20130519,08,11,5,9.2
20130519,08,12,11,22.3
20130519,08,13,13,13.6
20130519,08,14,14,90.7
20130519,08,15,12,314.4
20130519,09,1,15,9.9
20130519,09,2,14,1.8
20130519,09,3,3,35.9
20130519,09,4,13,21.9
20130519,09,5,7,11.2
20130519,09,6,4,62.8
20130519,09,7,6,78.9
20130519,09,8,5,83.6
20130519,09,9,2,11.8
20130519,09,10,9,53.7
20130519,09,11,11,20
20130519,09,12,10,61.2
20130519,09,13,1,5.8
20130519,09,14,8,222.2
20130519,09,15,12,23.5
20130519,10,1,15,8.8
20130519,10,2,6,9.3
20130519,10,3,13,3.7
20130519,10,4,4,6
20130519,10,5,10,34.9
20130519,10,6,9,7.4
20130519,10,7,1,24.2
20130519,10,8,2,51.3
20130519,10,9,3,7.5
20130519,10,10,8,10.8
20130519,10,11,5,13.8
20130519,10,12,11,18.7
20130519,10,13,7,127.1
20130519,10,14,14,120.9
20130519,10,15,12,106
20130519,11,2,15,4.2
20130519,11,3,7,10.6
20130519,11,4,12,19.4
20130519,11,5,11,5.6
20130519,11,6,6,21.6
20130519,11,7,9,17.2
20130519,11,7,16,7.3
20130519,11,9,14,25.7
20130519,11,10,8,9.1
20130519,11,11,5,39.3
20130519,11,12,3,11.3
20130519,11,13,4,64
20130519,11,14,10,37.7
20130519,11,15,1,110.1
20130519,11,16,2,166.4
20130519,12,1,1,2.8
20130519,12,2,14,3.2
20130519,12,3,10,6.6
20130519,12,4,8,10.3
20130519,12,5,2,25
20130519,12,6,13,90.9
20130519,12,7,4,26.4
20130519,12,8,5,38.9
20130519,12,9,11,175.5
20130519,12,10,12,28.1
20130519,12,11,15,16.6
20130519,12,12,9,95.5
20130519,12,13,3,49.8
20130519,12,14,7,180.3
20130519,12,15,6,11.7
20130519,01,1,12,2.8
20130519,01,2,8,2.9
20130519,01,3,11,22.7
20130519,01,4,7,23
20130519,01,5,4,14.4
20130519,01,6,15,11.6
20130519,01,7,1,7.5
20130519,01,8,6,10.8
20130519,01,9,2,307.2
20130519,01,10,14,302.1
20130519,01,11,13,49.5
20130519,01,12,9,220.7
20130519,01,13,16,346.6
20130519,01,14,3,36.1
20130519,01,15,10,61
20130519,01,16,5,314.4
20130519,02,1,14,5.8
20130519,02,2,5,1.6
20130519,02,3,4,33.2
20130519,02,4,10,13.2
20130519,02,5,15,15.1
20130519,02,6,8,47.5
20130519,02,7,16,316.4
20130519,02,8,1,64.9
20130519,02,9,2,24.9
20130519,02,10,7,21.3
20130519,02,11,11,13.6
20130519,02,12,9,337.5
20130519,02,13,6,49.9
20130519,02,14,12,338
20130519,02,15,13,245.9
20130519,02,16,3,30.1
20130519,03,1,14,3.4
20130519,03,2,6,6.9
20130519,03,3,4,21.8
20130519,03,4,7,2.4
20130519,03,5,16,21.1
20130519,03,6,9,74
20130519,03,7,2,188.9
20130519,03,8,12,218.7
20130519,03,9,8,109.3
20130519,03,10,5,17
20130519,03,11,11,185.8
20130519,03,12,3,9.1
20130519,03,12,10,24.5
20130519,03,14,13,220.3
20130519,03,15,15,451
20130519,03,16,1,18.8
20130519,04,1,10,3.7
20130519,04,2,11,10.4
20130519,04,3,15,12.7
20130519,04,4,13,9
20130519,04,5,6,30.2
20130519,04,5,8,6
20130519,04,7,5,16.4
20130519,04,8,16,83.3
20130519,04,9,3,19.5
20130519,04,10,7,78.8
20130519,04,11,17,3.1
20130519,04,12,2,556.5
20130519,04,13,18,214.3
20130519,04,14,9,58.6
20130519,04,15,14,104.3
20130519,04,16,12,279
20130519,04,17,4,321.5
20130519,04,18,1,450.1
20130519,05,1,14,62.8
20130519,05,2,8,178.7
20130519,05,3,17,8
20130519,05,4,4,59.4
20130519,05,5,2,3.2
20130519,05,6,11,18.4
20130519,05,7,1,1.9
20130519,05,8,18,72
20130519,05,9,3,16.8
20130519,05,10,13,43.8
20130519,05,11,10,14.4
20130519,05,12,5,78.6
20130519,05,13,12,153.9
20130519,05,14,15,199.2
20130519,05,15,6,212.4
20130519,05,16,16,256.9
20130519,05,17,9,381.1
20130519,06,1,10,3.7
20130519,06,2,3,3.9
20130519,06,3,11,12.3
20130519,06,4,7,13.9
20130519,06,5,6,5.8
20130519,06,6,14,12.2
20130519,06,7,1,61.1
20130519,06,8,2,22.6
20130519,06,9,16,15.2
20130519,06,10,8,30.5
20130519,06,11,15,66.7
20130519,06,12,9,32.4
20130519,06,13,12,348.3
20130519,06,14,5,8.7
20130519,06,15,13,345.5
20130519,06,16,4,265.6
20130519,07,1,16,5.1
20130519,07,2,15,4.1
20130519,07,3,1,12.1
20130519,07,4,5,25.1
20130519,07,5,6,2.8
20130519,07,6,14,15.6
20130519,07,7,2,100.4
20130519,07,8,4,162.9
20130519,07,9,3,13.6
20130519,07,10,12,66.9
20130519,07,11,11,8.7
20130519,07,12,13,207.1
20130519,07,13,7,53.3
20130519,07,14,9,109.3
20130519,07,15,8,138.3
20130519,07,16,10,107.6
20130519,08,1,3,2.6
20130519,08,2,2,5.3
20130519,08,3,5,50.7
20130519,08,4,9,178.4
20130519,08,5,7,20.5
20130519,08,6,13,31.7
20130519,08,7,4,21.1
20130519,08,8,15,6.5
20130519,08,9,12,4.4
20130519,08,10,8,29.2
20130519,08,11,16,174.9
20130519,08,12,6,112.2
20130519,08,13,1,29.5
20130519,08,14,14,24.6
20130519,08,15,10,53.1
20130519,08,16,11,103
20130519,09,1,13,7.6
20130519,09,2,11,4
20130519,09,3,12,6.2
20130519,09,4,1,3.5
20130519,09,5,6,103
20130519,09,6,7,92.9
20130519,09,7,10,13.2
20130519,09,7,14,6.5
20130519,09,9,9,13.2
20130519,09,10,3,18
20130519,09,11,4,130.8
20130519,09,12,5,172.5
20130519,09,13,2,173.8
20130519,09,14,8,82.1
20130519,09,15,15,93.1
20130519,10,1,6,4.6
20130519,10,2,3,6.7
20130519,10,3,11,26.8
20130519,10,4,5,67.3
20130519,10,5,10,111.9
20130519,10,6,13,4
20130519,10,7,12,48.8
20130519,10,8,4,62.3
20130519,10,9,2,3.7
20130519,10,9,7,58.5
20130519,10,11,1,13.1
20130519,10,12,16,118.7
20130519,10,13,14,33.1
20130519,10,14,8,13
20130519,10,15,18,296.8
20130519,10,16,17,22.7
20130519,10,17,15,94.5
20130519,10,18,9,226.6
20130519,11,1,3,28.5
20130519,11,2,13,9.6
20130519,11,3,5,3.3
20130519,11,4,4,6.5
20130519,11,5,12,140.2
20130519,11,6,7,61
20130519,11,7,17,37.9
20130519,11,8,10,55
20130519,11,9,9,13.4
20130519,11,10,8,228.3
20130519,11,11,14,37.1
20130519,11,12,16,8.1
20130519,11,13,15,46.3
20130519,11,14,6,12.9
20130519,11,15,18,16.3
20130519,11,16,2,91.7
20130519,11,17,1,5.4
20130519,11,18,11,98.3
20130519,12,1,9,8.2
20130519,12,2,11,2.7
20130519,12,3,8,6.2
20130519,12,4,6,33.9
20130519,12,5,12,5.2
20130519,12,6,5,11.3
20130519,12,7,13,72.4
20130519,12,8,10,7.7
20130519,12,9,7,58.5
20130519,12,10,1,18.7
20130519,12,11,3,17
20130519,12,12,2,128.8
20130519,12,13,4,158.2
20130519,01,1,11,29.3
20130519,01,2,6,143.9
20130519,01,3,5,38.7
20130519,01,4,10,14.5
20130519,01,5,2,1.6
20130519,01,6,14,13.5
20130519,01,7,15,16.4
20130519,01,8,9,5.5
20130519,01,9,3,12.3
20130519,01,10,13,29
20130519,01,11,4,63.3
20130519,01,12,12,108
20130519,01,13,7,48.1
20130519,01,14,8,440.5
20130519,01,15,1,169.8
20130519,02,1,15,18.7
20130519,02,2,9,8.6
20130519,02,3,16,4.4
20130519,02,4,2,3.7
20130519,02,5,6,5
20130519,02,6,4,29.9
20130519,02,7,13,15.3
20130519,02,8,12,6.7
20130519,02,9,8,251
20130519,02,10,10,18.2
20130519,02,11,11,30.2
20130519,02,12,14,196.5
20130519,02,13,3,41.5
20130519,02,14,7,139.5
20130519,02,15,1,209
20130519,02,16,5,235.4
20130519,03,1,13,9.7
20130519,03,2,10,11.4
20130519,03,3,16,25.9
20130519,03,4,8,66
20130519,03,5,7,13.3
20130519,03,6,1,6.5
20130519,03,7,2,4.7
20130519,03,8,15,2.5
20130519,03,9,5,147.8
20130519,03,10,14,40.7
20130519,03,11,6,599.5
20130519,03,12,3,145.8
20130519,03,13,11,17.9
20130519,03,14,9,78.8
20130519,03,15,12,355.2
20130519,03,16,4,19.6
20130519,04,1,14,1.6
20130519,04,2,13,5.3
20130519,04,3,5,20.4
20130519,04,4,2,12.6
20130519,04,5,6,7.3
20130519,04,6,1,89.8
20130519,04,7,7,155.4
20130519,04,8,9,162
20130519,04,9,10,141.2
20130519,04,10,3,13.7
20130519,04,11,4,34.9
20130519,04,12,12,270.2
20130519,05,1,3,1.9
20130519,05,2,6,5.7
20130519,05,3,9,6.9
20130519,05,4,7,18.8
20130519,05,5,4,37.9
20130519,05,6,16,28
20130519,05,7,11,5.5
20130519,05,8,1,55.8
20130519,05,9,15,146.9
20130519,05,10,10,493.2
20130519,05,11,14,264.5
20130519,05,12,2,138.6
20130519,05,13,8,294.3
20130519,05,14,13,192.8
20130519,05,15,5,15.1
20130519,05,16,12,199.5
20130519,06,1,9,2.7
20130519,06,2,1,3
20130519,06,3,7,21.2
20130519,06,4,2,6.9
20130519,06,5,4,6.9
20130519,06,6,3,13.9
20130519,06,7,6,90.8
20130519,06,8,8,91.2
20130519,06,9,5,9.1
20130519,07,1,15,3.8
20130519,07,2,8,4.1
20130519,07,3,5,22.9
20130519,07,4,7,75.3
20130519,07,5,2,34.7
20130519,07,6,4,10.2
20130519,07,7,9,24.7
20130519,07,8,12,15.5
20130519,07,9,3,327.1
20130519,07,10,13,36.8
20130519,07,11,14,66.2
20130519,07,12,1,180
20130519,07,13,10,102.4
20130519,07,14,16,83.3
20130519,07,15,6,3.5
20130519,08,1,14,26.6
20130519,08,2,18,3.2
20130519,08,3,2,18.9
20130519,08,4,17,7.7
20130519,08,5,13,8.6
20130519,08,6,3,10.2
20130519,08,7,10,10.5
20130519,08,8,5,10.1
20130519,08,9,8,29.3
20130519,08,10,16,4.5
20130519,08,11,1,114.8
20130519,08,12,9,180.5
20130519,08,13,7,134.9
20130519,08,14,15,79.2
20130519,08,15,12,137.6
20130519,08,16,6,293.7
20130519,08,17,4,146.7
20130519,08,18,11,375.1
20130519,09,1,11,4.3
20130519,09,2,10,3.7
20130519,09,3,8,14.3
20130519,09,4,4,23.2
20130519,09,5,12,33.4
20130519,09,6,1,19
20130519,09,7,6,7.4
20130519,09,8,3,17.8
20130519,09,9,7,67.2
20130519,09,10,9,92.9
20130519,09,11,5,258.9
20130519,10,1,2,2.6
20130519,10,2,13,4
20130519,10,3,6,8.2
20130519,10,4,3,29.1
20130519,10,5,14,130.6
20130519,10,6,7,78.7
20130519,10,7,10,114.8
20130519,10,8,5,12.4
20130519,10,9,1,160.9
20130519,10,10,11,3.9
20130519,10,11,15,66.4
20130519,10,12,16,52.8
20130519,10,13,4,223.8
20130519,10,14,8,20.9
20130519,10,15,12,217.3
20130519,11,1,16,1.9
20130519,11,2,11,5.2
20130519,11,3,1,24.9
20130519,11,4,9,63
20130519,11,5,6,25.2
20130519,11,6,14,31.7
20130519,11,7,4,18.1
20130519,11,8,8,10.2
20130519,11,9,5,56.2
20130519,11,10,10,8.7
20130519,11,11,7,146.4
20130519,11,12,15,254.7
20130519,11,13,12,211
20130519,11,14,13,62
20130519,11,15,3,14.9
20130519,11,16,2,32.1
20130519,12,1,1,10.1
20130519,12,2,5,21.3
20130519,12,3,3,2
20130519,12,4,4,45.3
20130519,12,5,8,15.8
20130519,12,6,7,174
20130519,12,7,12,7.7
20130519,12,8,13,10.4
20130519,12,9,9,5.1
20130519,12,10,2,231.6
20130519,12,11,6,61.5
20130519,12,12,10,72.2
20130519,12,13,11,19.2
20130525,01,1,5,7.8
20130525,01,2,11,10.7
20130525,01,3,8,3.7
20130525,01,4,7,29.7
20130525,01,5,1,5.5
20130525,01,6,2,84.5
20130525,01,7,12,10
20130525,01,8,4,35
20130525,01,9,13,3.3
20130525,01,10,3,43.8
20130525,01,11,9,23.4
20130525,01,12,10,64
20130525,01,13,16,142.4
20130525,01,14,6,243.3
20130525,01,15,14,319.4
20130525,01,16,15,134.9
20130525,02,1,5,12.3
20130525,02,2,1,8.8
20130525,02,3,11,2.2
20130525,02,4,2,15.3
20130525,02,5,18,29.5
20130525,02,6,8,16.2
20130525,02,7,13,13
20130525,02,8,16,3.8
20130525,02,9,9,21.1
20130525,02,10,6,39.6
20130525,02,11,12,100.9
20130525,02,12,15,73.6
20130525,02,13,10,219.8
20130525,02,14,7,630.2
20130525,02,15,17,245.9
20130525,02,16,4,259.6
20130525,02,17,3,459.6
20130525,02,18,14,626.5
20130525,03,1,12,15.2
20130525,03,2,7,11.3
20130525,03,3,1,16.4
20130525,03,4,2,15.6
20130525,03,5,6,55.9
20130525,03,6,8,87.5
20130525,03,7,4,109.9
20130525,03,8,15,9.2
20130525,03,9,13,9.3
20130525,03,10,3,34.6
20130525,03,11,18,1.6
20130525,03,12,9,185.6
20130525,03,13,5,132.7
20130525,03,14,17,267.9
20130525,03,15,14,26.7
20130525,03,16,11,474.9
20130525,03,17,16,290.5
20130525,03,18,10,369.7
20130525,04,1,1,1.7
20130525,04,2,8,5.2
20130525,04,3,7,5.9
20130525,04,4,6,8.3
20130525,04,5,10,14.5
20130525,04,6,11,44.4
20130525,04,7,4,29.9
20130525,04,8,9,132.6
20130525,04,9,2,24.7
20130525,04,10,5,117.1
20130525,04,11,3,76.9
20130525,05,1,11,51.3
20130525,05,2,15,1.5
20130525,05,3,3,13.3
20130525,05,4,2,17.3
20130525,05,5,8,39.7
20130525,05,6,4,164.4
20130525,05,7,5,10.2
20130525,05,8,12,11.7
20130525,05,9,13,132.8
20130525,05,10,14,194.7
20130525,05,11,10,8.7
20130525,05,12,1,31.1
20130525,05,13,7,34.7
20130525,05,14,9,197.6
20130525,05,15,6,79.9
20130525,05,16,16,75.3
20130525,06,1,15,6.8
20130525,06,2,13,6.4
20130525,06,3,6,4.5
20130525,06,4,2,9.8
20130525,06,5,14,29.4
20130525,06,6,7,3.3
20130525,06,7,9,25.2
20130525,06,8,4,27.5
20130525,06,9,1,73.8
20130525,06,10,10,54.7
20130525,06,11,5,15.3
20130525,06,12,8,12.7
20130525,06,13,12,32.3
20130525,06,14,3,101.6
20130525,06,15,11,151
20130525,07,1,6,17.9
20130525,07,2,4,1.6
20130525,07,3,2,136.5
20130525,07,4,7,21.9
20130525,07,5,11,14.8
20130525,07,6,5,11.1
20130525,07,7,1,11.2
20130525,07,8,15,102.9
20130525,07,9,13,86.4
20130525,07,10,12,152.4
20130525,07,11,9,205.3
20130525,07,12,14,68
20130525,07,13,16,5.9
20130525,07,14,3,40.1
20130525,07,15,8,126.6
20130525,08,1,6,3.8
20130525,08,2,5,21.1
20130525,08,3,12,14.5
20130525,08,4,4,41.8
20130525,08,5,17,35.2
20130525,08,6,2,17.9
20130525,08,7,13,4.8
20130525,08,8,11,13
20130525,08,9,7,78
20130525,08,10,9,14.4
20130525,08,11,15,354.6
20130525,08,12,10,15
20130525,08,13,14,15.3
20130525,08,14,16,88.7
20130525,08,15,3,9.6
20130525,08,16,18,6.7
20130525,08,17,8,186.4
20130525,08,18,1,310.7
20130525,09,1,12,22.7
20130525,09,2,8,5.1
20130525,09,3,14,11.1
20130525,09,4,3,7.3
20130525,09,5,1,19
20130525,09,6,10,31.1
20130525,09,7,2,10
20130525,09,8,17,70.8
20130525,09,9,4,4.6
20130525,09,10,16,19
20130525,09,11,9,45.5
20130525,09,12,13,69.5
20130525,09,13,11,21.5
20130525,09,14,5,6.4
20130525,09,15,15,119.3
20130525,09,16,18,81.7
20130525,09,17,6,151.1
20130525,09,18,7,17
20130525,10,1,9,19.7
20130525,10,2,1,10.1
20130525,10,3,8,5.8
20130525,10,4,14,13.9
20130525,10,5,10,105.6
20130525,10,6,7,3.1
20130525,10,7,3,6.5
20130525,10,8,5,17.6
20130525,10,9,13,21.3
