ymd,race,order,no,odds
20130105,01,1,12,1.9
20130105,01,2,4,44.1
20130105,01,3,13,11.8
20130105,01,4,1,5.3
20130105,01,5,10,6.1
20130105,01,6,9,19
20130105,01,7,6,55.2
20130105,01,8,3,207.1
20130105,01,9,7,57.4
20130105,01,10,5,8.5
20130105,01,11,11,44.6
20130105,01,12,8,101.7
20130105,01,13,15,230.1
20130105,01,14,16,387.7
20130105,01,15,2,48.6
20130105,01,16,14,186.4
20130105,02,1,1,35.1
20130105,02,2,15,5.6
20130105,02,3,9,2.9
20130105,02,4,7,20.3
20130105,02,5,11,15.4
20130105,02,6,12,3.5
20130105,02,7,4,12
20130105,02,8,8,35
20130105,02,9,14,364.2
20130105,02,10,16,36.8
20130105,02,11,3,7.7
20130105,02,12,5,111.6
20130105,02,13,13,127.6
20130105,02,14,10,121.4
20130105,02,15,6,407.5
20130105,02,16,2,151.2
20130105,03,1,7,3.3
20130105,03,2,4,4.1
20130105,03,3,12,20
20130105,03,4,9,40.2
20130105,03,5,1,9.2
20130105,03,6,8,28.2
20130105,03,7,15,18.9
20130105,03,8,13,38.8
20130105,03,9,3,99.4
20130105,03,10,5,47.4
20130105,03,11,16,19.9
20130105,03,12,10,4.5
20130105,03,13,2,21.7
20130105,03,14,11,42.3
20130105,03,15,14,35.7
20130105,03,16,6,125.5
20130105,04,1,2,2.3
20130105,04,2,8,6.6
20130105,04,3,5,91.8
20130105,04,4,4,12.1
20130105,04,5,15,32.3
20130105,04,6,13,21.7
20130105,04,7,14,5.2
20130105,04,8,11,13.6
20130105,04,9,7,107.9
20130105,04,10,12,106.2
20130105,04,11,3,10.7
20130105,04,12,9,89
20130105,04,13,1,36
20130105,04,14,10,267.8
20130105,04,15,6,14.8
20130105,05,1,16,7.8
20130105,05,2,6,8.7
20130105,05,3,9,6.8
20130105,05,4,15,17.6
20130105,05,5,3,7.9
20130105,05,6,10,5.6
20130105,05,7,5,16.1
20130105,05,8,7,17.4
20130105,05,9,4,78.6
20130105,05,10,2,5.4
20130105,05,11,8,8.7
20130105,05,12,13,24.9
20130105,05,13,12,155.6
20130105,05,14,14,195.7
20130105,05,15,1,40.6
20130105,06,1,10,4.6
20130105,06,2,7,7.6
20130105,06,3,1,9.2
20130105,06,4,16,48.7
20130105,06,5,9,10.6
20130105,06,6,2,1.9
20130105,06,7,3,22.4
20130105,06,8,6,270.7
20130105,06,9,12,17
20130105,06,10,4,63
20130105,06,11,5,167.9
20130105,06,12,14,75.6
20130105,06,13,11,371.1
20130105,06,14,13,357.3
20130105,06,15,15,77.1
20130105,06,16,8,271.9
20130105,07,1,12,14.2
20130105,07,2,11,5.7
20130105,07,3,1,11.4
20130105,07,4,8,15.1
20130105,07,5,7,7.1
20130105,07,6,9,6.8
20130105,07,7,5,43.6
20130105,07,8,14,63.6
20130105,07,9,15,2.4
20130105,07,10,13,29.6
20130105,07,11,4,23.4
20130105,07,12,6,132.3
20130105,07,13,3,140.1
20130105,07,14,10,303.3
20130105,07,15,2,78.7
20130105,08,1,8,7.9
20130105,08,2,7,103.7
20130105,08,3,15,33.1
20130105,08,4,5,2.3
20130105,08,4,16,16.8
20130105,08,6,10,17.2
20130105,08,7,2,4.2
20130105,08,8,4,28.7
20130105,08,9,1,144.3
20130105,08,10,12,6.3
20130105,08,11,13,130.4
20130105,08,12,9,28.3
20130105,08,13,3,97.6
20130105,08,14,14,225.2
20130105,08,15,11,109.9
20130105,08,16,6,42.1
20130105,09,1,16,5.1
20130105,09,2,6,34.2
20130105,09,3,15,2.9
20130105,09,4,10,8.3
20130105,09,5,3,15.6
20130105,09,6,9,5.5
20130105,09,7,7,11.1
20130105,09,8,8,9.1
20130105,09,9,5,163.3
20130105,09,10,2,65.2
20130105,09,11,1,158
20130105,09,12,12,210
20130105,09,13,11,32
20130105,09,14,4,78.2
20130105,09,15,14,24.7
20130105,09,16,13,198
20130105,10,1,4,3.3
20130105,10,2,2,27.4
20130105,10,3,8,4.4
20130105,10,4,1,14.5
20130105,10,5,5,26.1
20130105,10,6,9,35.6
20130105,10,7,7,4.1
20130105,10,8,12,55.5
20130105,10,9,14,47
20130105,10,10,11,12.8
20130105,10,11,6,48.5
20130105,10,12,13,112.2
20130105,10,13,10,78.8
20130105,10,14,15,6.6
20130105,10,15,3,146.7
20130105,11,1,6,4.4
20130105,11,2,11,6.6
20130105,11,3,9,3.4
20130105,11,4,4,22.6
20130105,11,5,10,4.7
20130105,11,6,3,42.5
20130105,11,7,7,58.9
20130105,11,8,8,9.8
20130105,11,9,2,34.5
20130105,11,10,15,16.6
20130105,11,11,1,27.7
20130105,11,12,5,66.3
20130105,11,13,14,86.1
20130105,11,14,13,133.6
20130105,11,15,16,74.8
20130105,11,16,12,99.5
20130105,12,1,14,3.1
20130105,12,2,7,47.9
20130105,12,3,2,4.1
20130105,12,4,10,13.1
20130105,12,5,15,32.9
20130105,12,6,8,7
20130105,12,7,5,6
20130105,12,8,9,78
20130105,12,9,11,15.5
20130105,12,10,1,33.6
20130105,12,11,13,157.6
20130105,12,12,6,52.3
20130105,12,13,4,67.8
20130105,12,14,3,10.5
20130105,12,15,12,244.6
20130105,01,1,12,6.8
20130105,01,2,14,42.5
20130105,01,3,8,2.9
20130105,01,4,1,12.6
20130105,01,5,13,11.9
20130105,01,6,10,6.6
20130105,01,7,11,16.1
20130105,01,8,9,42
20130105,01,9,3,44.5
20130105,01,10,7,4.8
20130105,01,11,6,179.8
20130105,01,12,5,12.2
20130105,01,13,2,120.3
20130105,01,14,15,224.4
20130105,01,15,4,228.4
20130105,01,16,16,359.8
20130105,02,1,2,6
20130105,02,2,4,41.6
20130105,02,3,14,48.3
20130105,02,4,13,11.1
20130105,02,5,9,24.5
20130105,02,6,15,36.2
20130105,02,7,6,4.2
20130105,02,8,10,72.6
20130105,02,9,1,93.7
20130105,02,10,11,4.2
20130105,02,11,12,4.6
20130105,02,12,8,68.7
20130105,02,13,3,292.9
20130105,02,14,16,18.4
20130105,03,1,3,5.3
20130105,03,2,11,1.8
20130105,03,3,8,38
20130105,03,4,9,14.5
20130105,03,5,1,49.8
20130105,03,6,10,25.6
20130105,03,7,2,5.5
20130105,03,8,6,115.9
20130105,03,9,7,20.2
20130105,03,10,4,15.8
20130105,03,11,5,31
20130105,04,1,8,3.8
20130105,04,2,16,9.1
20130105,04,3,10,12.8
20130105,04,4,5,18
20130105,04,5,4,2.7
20130105,04,6,9,19
20130105,04,7,14,17.8
20130105,04,8,1,7.1
20130105,04,9,6,22
20130105,04,10,13,211
20130105,04,11,3,46.1
20130105,04,12,12,95.7
20130105,04,13,7,241.3
20130105,04,14,2,72.1
20130105,04,15,11,64.5
20130105,04,16,15,65.5
20130105,05,1,5,25.4
20130105,05,2,9,2.3
20130105,05,3,4,17.5
20130105,05,4,1,7.5
20130105,05,5,3,9.4
20130105,05,6,11,48.6
20130105,05,7,14,23.3
20130105,05,8,13,4
20130105,05,9,6,34.5
20130105,05,10,15,19.2
20130105,05,11,12,54.1
20130105,05,12,7,189.1
20130105,05,13,16,29.4
20130105,05,14,10,92.2
20130105,05,15,2,134.3
20130105,05,16,8,394
20130105,06,1,13,13.3
20130105,06,2,8,8.9
20130105,06,3,7,17
20130105,06,4,1,5.4
20130105,06,5,14,24.5
20130105,06,6,4,72.2
20130105,06,7,12,5.7
20130105,06,8,11,56.8
20130105,06,9,5,120.3
20130105,06,10,2,9
20130105,06,11,3,3.3
20130105,06,12,10,211.4
20130105,06,13,15,31.5
20130105,06,14,9,10.7
20130105,06,15,6,40.1
20130105,07,1,13,32
20130105,07,2,4,11.7
20130105,07,3,12,58.9
20130105,07,4,7,13.2
20130105,07,5,10,3.7
20130105,07,6,15,9.1
20130105,07,7,2,22.7
20130105,07,8,5,2.6
20130105,07,9,9,42.9
20130105,07,10,6,22.6
20130105,07,11,1,30.2
20130105,07,12,11,236.6
20130105,07,13,8,26.2
20130105,07,14,16,14.3
20130105,07,15,3,179
20130105,07,16,14,82.8
20130105,08,1,5,2.4
20130105,08,2,1,4.6
20130105,08,3,6,12.9
20130105,08,4,12,115.4
20130105,08,5,15,4
20130105,08,6,4,13.8
20130105,08,7,11,80.4
20130105,08,8,3,41.7
20130105,08,9,16,87.3
20130105,08,10,7,99.9
20130105,08,11,8,10.9
20130105,08,12,9,97.6
20130105,08,13,13,27.3
20130105,08,14,2,63.7
20130105,08,15,14,309.1
20130105,08,16,10,255.6
20130105,09,1,1,4.5
20130105,09,2,12,8.2
20130105,09,3,2,27.1
20130105,09,4,6,4.5
20130105,09,5,4,17.4
20130105,09,6,5,40.5
20130105,09,7,3,15.2
20130105,09,8,10,121.4
20130105,09,9,9,20.9
20130105,09,10,7,2.5
20130105,09,11,8,54.5
20130105,09,12,11,30.2
20130105,10,1,10,8.4
20130105,10,2,2,2.9
20130105,10,3,3,30.4
20130105,10,4,8,22.8
20130105,10,5,14,43.8
20130105,10,6,15,37.3
20130105,10,7,7,15.4
20130105,10,8,13,12.3
20130105,10,9,5,3.5
20130105,10,10,9,9
20130105,10,11,16,173.8
20130105,10,12,1,124.5
20130105,10,13,12,106.2
20130105,10,14,6,63.6
20130105,10,15,4,62
20130105,10,16,11,15.1
20130105,11,1,1,3.6
20130105,11,2,3,13.3
20130105,11,3,8,13.3
20130105,11,4,11,3.6
20130105,11,5,12,26.6
20130105,11,6,2,8.7
20130105,11,7,16,9.3
20130105,11,8,9,67.2
20130105,11,9,4,33.5
20130105,11,10,13,44
20130105,11,11,7,28.6
20130105,11,12,14,37.9
20130105,11,13,5,9.8
20130105,11,14,10,241.3
20130105,11,15,6,18.3
20130105,11,16,15,179.6
20130105,12,1,9,2.9
20130105,12,2,3,5.6
20130105,12,3,4,20.3
20130105,12,4,2,8.4
20130105,12,5,1,5.7
20130105,12,6,5,215.7
20130105,12,7,6,29
20130105,12,8,8,14.8
20130105,12,9,12,35.3
20130105,12,10,7,43.5
20130105,12,11,16,167.1
20130105,12,12,13,25.1
20130105,12,13,11,111.9
20130105,12,14,14,24.1
20130105,12,15,10,7.8
20130105,12,16,15,333.1
20130106,01,1,2,5.9
20130106,01,2,9,21.3
20130106,01,3,6,5.2
20130106,01,4,14,18.7
20130106,01,5,12,14.3
20130106,01,6,13,1.5
20130106,01,7,15,226.9
20130106,01,8,7,156.3
20130106,01,9,5,136
20130106,01,10,16,372.1
20130106,01,11,11,300.2
20130106,01,12,1,175
20130106,01,13,10,418.4
20130106,01,14,8,87.3
20130106,01,15,3,92.5
20130106,02,1,3,4.4
20130106,02,2,12,2
20130106,02,3,2,136.2
20130106,02,4,7,14.9
20130106,02,5,1,11.2
20130106,02,5,5,13
20130106,02,7,9,100.4
20130106,02,8,14,240.7
20130106,02,9,8,41.2
20130106,02,10,11,9.8
20130106,02,11,16,28.2
20130106,02,12,10,14.9
20130106,02,13,6,219.2
20130106,02,14,13,164.3
20130106,02,15,4,25.9
20130106,02,16,15,547.1
20130106,03,1,12,2.4
20130106,03,2,14,73
20130106,03,3,5,4
20130106,03,4,6,13.4
20130106,03,5,9,8.1
20130106,03,6,2,69.1
20130106,03,7,8,17.2
20130106,03,8,4,9.9
20130106,03,9,15,16.6
20130106,03,10,16,14.2
20130106,03,11,13,76.5
20130106,03,12,3,48.3
20130106,03,13,11,82.4
20130106,03,14,10,82.9
20130106,03,15,7,247.4
20130106,03,16,1,130.5
20130106,04,1,8,1.8
20130106,04,2,10,3.6
20130106,04,3,2,32.4
20130106,04,4,5,12.9
20130106,04,5,6,17.8
20130106,04,6,7,29.3
20130106,04,7,9,13.6
20130106,04,8,4,11.1
20130106,04,9,12,217.5
20130106,04,10,11,79.6
20130106,05,1,14,8.6
20130106,05,2,11,2.2
20130106,05,3,4,6.5
20130106,05,4,13,12.7
20130106,05,5,5,12.1
20130106,05,6,7,47.7
20130106,05,7,10,6.4
20130106,05,8,15,28.1
20130106,05,9,8,99.3
20130106,05,10,9,45.1
20130106,05,11,1,231.8
20130106,05,12,6,25.7
20130106,05,13,12,45.9
20130106,05,14,2,37.6
20130106,05,15,3,47.5
20130106,05,16,16,117
20130106,06,1,1,8.3
20130106,06,2,10,3.6
20130106,06,3,3,4.5
20130106,06,4,4,14.8
20130106,06,5,6,4
20130106,06,6,7,8.2
20130106,06,7,5,11.4
20130106,06,8,9,20.8
20130106,06,9,2,119.6
20130106,06,10,11,48.4
20130106,06,11,8,36.3
20130106,07,1,8,2.4
20130106,07,2,2,4.6
20130106,07,3,16,10.7
20130106,07,4,13,19.8
20130106,07,5,10,30.6
20130106,07,6,4,344.8
20130106,07,7,1,308.2
20130106,07,8,3,23
20130106,07,9,11,120.7
20130106,07,10,6,217.4
20130106,07,11,15,106
20130106,07,12,5,3.5
20130106,07,13,7,101.3
20130106,07,14,14,280.3
20130106,07,15,9,372.1
20130106,07,16,12,13.3
20130106,08,1,8,1.5
20130106,08,2,10,15.7
20130106,08,3,2,7.5
20130106,08,4,15,27.1
20130106,08,5,7,123.2
20130106,08,6,13,15.6
20130106,08,7,9,14.4
20130106,08,8,16,12
20130106,08,9,1,13.8
20130106,08,10,6,56.5
20130106,08,11,12,224.9
20130106,08,12,5,68.7
20130106,08,13,14,285.7
20130106,08,14,4,142.5
20130106,08,15,11,454.8
20130106,08,16,3,69.1
20130106,09,1,1,2.7
20130106,09,2,10,17.9
20130106,09,3,5,4.1
20130106,09,4,11,8.3
20130106,09,5,6,16.1
20130106,09,6,3,41.1
20130106,09,7,7,67.9
20130106,09,8,9,4.3
20130106,09,9,8,21
20130106,09,10,2,40.9
20130106,09,11,12,40.4
20130106,09,12,4,26.1
20130106,10,1,6,2.7
20130106,10,2,2,3
20130106,10,3,4,11.5
20130106,10,4,7,14.8
20130106,10,5,5,18
20130106,10,6,12,78.8
20130106,10,7,14,7.9
20130106,10,8,13,74
20130106,10,9,1,345.9
20130106,10,10,10,168
20130106,10,11,3,42.1
20130106,10,12,8,90.2
20130106,10,13,11,8.3
20130106,10,14,9,51.9
20130106,11,1,15,53.4
20130106,11,2,14,20.7
20130106,11,3,10,4.4
20130106,11,4,9,4.5
20130106,11,5,6,14
20130106,11,6,7,48.7
20130106,11,7,16,6.2
20130106,11,8,13,111.1
20130106,11,9,1,36.8
20130106,11,10,4,93
20130106,11,11,2,11.5
20130106,11,12,11,13.9
20130106,11,13,5,15.8
20130106,11,14,12,66.9
20130106,11,15,8,40.7
20130106,11,16,3,5.6
20130106,12,1,5,2.8
20130106,12,2,16,8.9
20130106,12,3,15,7.1
20130106,12,4,14,12.8
20130106,12,5,12,36.6
20130106,12,6,10,19.4
20130106,12,7,9,3.5
20130106,12,8,8,40.3
20130106,12,9,11,24
20130106,12,10,13,227.7
20130106,12,11,2,53.9
20130106,12,12,1,78.8
20130106,12,13,7,147
20130106,12,14,4,229.3
20130106,12,15,6,24.3
20130106,12,16,3,18.8
20130106,01,1,11,12.4
20130106,01,2,15,2
20130106,01,3,8,5.1
20130106,01,4,16,11.9
20130106,01,5,1,35.1
20130106,01,6,7,226.6
20130106,01,7,2,51.8
20130106,01,8,13,26.1
20130106,01,9,6,83.4
20130106,01,10,12,8.5
20130106,01,11,5,27.5
20130106,01,12,9,29.4
20130106,01,13,14,214.3
20130106,01,14,3,54
20130106,01,15,10,159.8
20130106,01,16,4,12.8
20130106,02,1,2,9.1
20130106,02,2,4,22.8
20130106,02,3,1,4.5
20130106,02,3,14,5
20130106,02,5,9,2.4
20130106,02,6,3,24.2
20130106,02,7,11,19
20130106,02,8,7,25.2
20130106,02,9,15,77.4
20130106,02,10,12,86.1
20130106,02,11,13,134.6
20130106,02,12,5,138.6
20130106,02,13,16,55.6
20130106,02,14,6,19.2
20130106,02,15,10,100.9
20130106,02,16,8,103.8
20130106,03,1,13,5.6
20130106,03,2,1,5.2
20130106,03,3,4,21.8
20130106,03,4,10,15.3
20130106,03,5,8,22.5
20130106,03,6,6,31
20130106,03,7,2,240.5
20130106,03,8,14,7.1
20130106,03,9,15,118.3
20130106,03,10,5,86.2
20130106,03,11,11,6.3
20130106,03,12,7,26.4
20130106,03,13,3,3.3
20130106,03,14,9,140
20130106,03,15,12,41.5
20130106,04,1,3,1.8
20130106,04,2,12,5.5
20130106,04,3,6,7
20130106,04,4,11,14.1
20130106,04,5,4,50.6
20130106,04,6,9,11.1
20130106,04,7,8,62.1
20130106,04,8,5,14.2
20130106,04,9,1,146.7
20130106,04,10,10,25
20130106,04,11,2,190.6
20130106,04,12,7,26.5
20130106,05,1,9,2.2
20130106,05,2,1,6.2
20130106,05,3,5,4.4
20130106,05,4,6,6.3
20130106,05,5,4,54.9
20130106,05,6,7,12.3
20130106,05,7,3,22.2
20130106,05,8,8,13.8
20130106,05,9,2,38
20130106,06,1,8,5.3
20130106,06,2,10,2.9
20130106,06,3,7,3.7
20130106,06,4,6,14.3
20130106,06,5,12,30.6
20130106,06,6,15,8.1
20130106,06,7,9,28.1
20130106,06,8,14,66.5
20130106,06,9,3,84.3
20130106,06,10,13,144.8
20130106,06,11,16,39.3
20130106,06,12,4,213.9
20130106,06,13,1,38.9
20130106,06,14,2,24.4
20130106,06,15,5,282.3
20130106,06,16,11,18
20130106,07,1,2,1.9
20130106,07,2,15,10.5
20130106,07,3,3,15.9
20130106,07,4,13,4.6
20130106,07,5,4,13.5
20130106,07,6,11,10.6
20130106,07,7,5,31.6
20130106,07,8,6,121.1
20130106,07,9,14,32.8
20130106,07,10,8,239.2
20130106,07,11,12,76.7
20130106,07,12,1,76.1
20130106,07,13,16,153.7
20130106,07,14,9,33.6
20130106,07,15,7,40.1
20130106,07,16,10,102
20130106,08,1,1,5.6
20130106,08,2,4,12.1
20130106,08,3,11,6.2
20130106,08,4,10,4.7
20130106,08,5,13,19
20130106,08,6,5,5.9
20130106,08,7,3,12.4
20130106,08,8,9,102.2
20130106,08,9,8,69.5
20130106,08,10,7,4.2
20130106,08,11,6,114.1
20130106,08,12,2,32.2
20130106,08,13,12,59.3
20130106,08,14,14,333.5
20130106,09,1,2,11.4
20130106,09,2,6,5.1
20130106,09,3,8,3.5
20130106,09,4,1,16.1
20130106,09,5,16,2.6
20130106,09,6,9,43.8
20130106,09,7,12,40.9
20130106,09,8,3,270
20130106,09,9,13,16.1
20130106,09,10,10,50.9
20130106,09,11,7,43.5
20130106,09,12,5,204.9
20130106,09,13,14,60.7
20130106,09,14,15,343.4
20130106,09,15,11,57.8
20130106,09,16,4,23.7
20130106,10,1,13,2.9
20130106,10,2,8,5.3
20130106,10,3,3,14.7
20130106,10,4,9,44.1
20130106,10,5,2,19.2
20130106,10,6,5,8.9
20130106,10,7,7,57
20130106,10,8,12,31.5
20130106,10,9,4,7.4
20130106,10,10,6,10.7
20130106,10,11,11,30.1
20130106,10,12,1,101.5
20130106,10,13,10,194.3
20130106,10,14,15,7.6
20130106,10,15,14,159.7
20130106,11,1,2,3.5
20130106,11,2,12,18
20130106,11,3,5,5
20130106,11,4,14,4.5
20130106,11,5,9,9.4
20130106,11,6,16,120.5
20130106,11,7,4,17
20130106,11,8,11,23.9
20130106,11,9,8,14.2
20130106,11,10,15,93.6
20130106,11,11,7,102.9
20130106,11,12,6,16.7
20130106,11,12,10,9.4
20130106,11,14,13,334.5
20130106,11,15,1,174.5
20130106,11,16,3,107.7
20130106,12,1,16,5.8
20130106,12,2,14,191.5
20130106,12,3,7,9.3
20130106,12,4,5,18.3
20130106,12,5,3,5.4
20130106,12,6,4,28.1
20130106,12,7,8,3.4
20130106,12,8,15,27
20130106,12,9,2,190
20130106,12,10,1,18.6
20130106,12,11,13,8.5
20130106,12,12,6,11
20130106,12,13,10,15.4
20130106,12,14,11,100.7
20130106,12,15,9,138.2
20130106,12,16,12,77.6
20130112,01,1,12,4.5
20130112,01,2,4,8.1
20130112,01,3,6,21.9
20130112,01,4,16,7.5
20130112,01,5,11,4.8
20130112,01,6,15,4.5
20130112,01,7,3,53.8
20130112,01,8,14,132.7
20130112,01,9,10,244.6
20130112,01,10,1,20.2
20130112,01,11,5,8.8
20130112,01,12,2,90
20130112,01,13,9,151.1
20130112,01,14,7,12.2
20130112,01,15,8,112.3
20130112,01,16,13,291.8
20130112,02,1,5,1.3
20130112,02,2,8,96.1
20130112,02,3,12,23.4
20130112,02,4,15,10.8
20130112,02,5,6,150.1
20130112,02,6,2,56.4
20130112,02,7,3,240.1
20130112,02,8,13,15.7
20130112,02,9,14,294.7
20130112,02,10,7,151.2
20130112,02,11,11,34.9
20130112,02,12,10,7.1
20130112,02,13,9,91.5
20130112,02,14,1,150.7
20130112,02,15,4,120
20130112,02,16,16,214.5
20130112,03,1,6,2.4
20130112,03,2,7,4.6
20130112,03,3,13,5.7
20130112,03,4,2,48.7
20130112,03,5,11,226.7
20130112,03,6,14,49.6
20130112,03,7,4,186
20130112,03,8,12,15.7
20130112,03,9,5,24.8
20130112,03,10,9,9.3
20130112,03,11,10,220.6
20130112,03,12,3,27.3
20130112,03,13,1,9.8
20130112,03,14,8,354.5
20130112,03,15,15,161
20130112,03,16,16,40.8
20130112,04,1,1,2.3
20130112,04,2,5,20.3
20130112,04,3,2,37.4
20130112,04,4,4,41.2
20130112,04,5,7,10
20130112,04,6,16,7.3
20130112,04,7,6,3.2
20130112,04,8,8,130.2
20130112,04,9,3,24.2
20130112,04,10,11,242.4
20130112,04,11,10,60.5
20130112,04,12,15,66
20130112,04,13,14,165.3
20130112,04,14,13,16.5
20130112,04,15,12,168.6
20130112,04,16,9,157.8
20130112,05,1,12,36.3
20130112,05,2,14,4.6
20130112,05,3,11,17.7
20130112,05,4,10,23.5
20130112,05,5,4,9.5
20130112,05,6,9,15.6
20130112,05,7,6,16.8
20130112,05,8,16,19.1
20130112,05,9,13,21.1
20130112,05,10,2,9.3
20130112,05,11,5,8.3
20130112,05,12,8,3
20130112,05,13,15,197.5
20130112,05,14,3,383.3
20130112,05,15,7,380
20130112,05,16,1,80.1
20130112,06,1,2,4.5
20130112,06,2,5,26.5
20130112,06,3,9,4.4
20130112,06,4,4,12.6
20130112,06,5,7,40.5
20130112,06,6,14,6.9
20130112,06,7,6,29.7
20130112,06,8,8,12.4
20130112,06,9,13,7.8
20130112,06,10,11,119.1
20130112,06,11,12,92
20130112,06,12,15,199.9
20130112,06,13,10,8
20130112,06,14,16,43.4
20130112,06,15,1,29
20130112,07,1,11,1.7
20130112,07,2,10,8.7
20130112,07,3,3,6.4
20130112,07,4,12,4.5
20130112,07,5,2,162.4
20130112,07,6,7,95.8
20130112,07,7,1,23.9
20130112,07,8,8,220.6
20130112,07,9,5,22
20130112,07,10,4,49.6
20130112,07,11,14,132.5
20130112,07,12,6,498.7
20130112,07,13,9,362.5
20130112,07,14,13,194.2
20130112,07,15,15,76.4
20130112,08,1,8,4.4
20130112,08,2,9,32.1
20130112,08,3,6,13
20130112,08,4,5,90.3
20130112,08,5,3,21
20130112,08,6,4,96.7
20130112,08,7,14,25.4
20130112,08,8,1,38.1
20130112,08,9,2,178.4
20130112,08,10,13,26.9
20130112,08,11,7,1.8
20130112,08,12,10,7.9
20130112,08,13,11,139
20130112,09,1,7,2.3
20130112,09,2,2,5.9
20130112,09,3,6,44.6
20130112,09,4,12,10
20130112,09,5,15,13.6
20130112,09,6,14,43.6
20130112,09,7,1,70.4
20130112,09,8,10,8.6
20130112,09,9,3,33
20130112,09,10,16,8.3
20130112,09,11,8,125.5
20130112,09,12,11,323.7
20130112,09,13,4,143.2
20130112,09,14,5,367.6
20130112,09,15,9,34.9
20130112,09,16,13,10.6
20130112,10,1,4,1.6
20130112,10,2,1,14.6
20130112,10,3,15,34
20130112,10,4,12,7.8
20130112,10,5,14,21.5
20130112,10,6,16,6.4
20130112,10,7,7,187.7
20130112,10,8,6,58.1
20130112,10,9,9,41.1
20130112,10,10,13,552
20130112,10,11,2,28.1
20130112,10,12,8,420.8
20130112,10,13,10,46
20130112,10,14,5,42.6
20130112,10,15,11,14.5
20130112,10,16,3,460.8
20130112,11,1,8,83.3
20130112,11,2,11,21.5
20130112,11,3,14,3.2
20130112,11,4,7,2.8
20130112,11,5,16,22.1
20130112,11,6,5,58.4
20130112,11,7,10,174.1
20130112,11,8,3,4.9
20130112,11,8,15,6.2
20130112,11,10,4,87.2
20130112,11,11,12,132
20130112,11,12,13,112.3
20130112,11,13,9,180.6
20130112,11,14,2,44.5
20130112,11,15,1,137.8
20130112,11,16,6,38.8
20130112,12,1,15,20.2
20130112,12,2,5,37
20130112,12,3,12,7.9
20130112,12,4,13,2.8
20130112,12,5,9,8.7
20130112,12,6,1,31.8
20130112,12,7,10,3.1
20130112,12,8,8,23.1
20130112,12,9,4,81.8
20130112,12,10,11,111.4
20130112,12,11,6,8.4
20130112,12,12,7,247.8
20130112,12,13,16,124.2
20130112,12,14,14,242.9
20130112,12,15,2,83.5
20130112,12,16,3,128.9
20130112,01,1,14,35.9
20130112,01,2,6,1.9
20130112,01,3,7,3.9
20130112,01,4,5,13.1
20130112,01,5,9,12.2
20130112,01,6,8,42.2
20130112,01,7,11,33.2
20130112,01,8,1,11.5
20130112,01,9,2,243.7
20130112,01,10,3,330.5
20130112,01,11,15,46.8
20130112,01,12,4,104.6
20130112,01,13,13,160.4
20130112,01,14,16,10.6
20130112,01,15,12,299.4
20130112,01,16,10,418.2
20130112,02,1,8,2.9
20130112,02,2,3,4.9
20130112,02,3,9,3.9
20130112,02,4,1,92.4
20130112,02,5,13,138
20130112,02,6,12,5.8
20130112,02,7,6,7.1
20130112,02,8,11,95.2
20130112,02,9,15,36.1
20130112,02,10,7,79.7
20130112,02,11,4,310.8
20130112,02,12,10,157.1
20130112,02,13,2,90.9
20130112,02,14,16,609.8
20130112,02,15,5,178.3
20130112,02,16,14,27.4
20130112,03,1,12,30.1
20130112,03,2,11,6.9
20130112,03,3,5,5.7
20130112,03,4,2,5.6
20130112,03,5,13,20.5
20130112,03,6,1,92.8
20130112,03,7,3,295.5
20130112,03,8,8,287.5
20130112,03,9,14,3.3
20130112,03,10,9,30.6
20130112,03,11,6,120
20130112,03,12,7,348.5
20130112,03,13,10,109.6
20130112,03,14,15,14.1
20130112,03,15,16,40.7
20130112,03,16,4,4.8
20130112,04,1,12,13.4
20130112,04,2,4,42
20130112,04,3,2,3
20130112,04,4,5,112.7
20130112,04,5,3,62.1
20130112,04,6,6,4.8
20130112,04,7,13,3.4
20130112,04,8,8,9.5
20130112,04,9,11,22
20130112,04,10,9,30.2
20130112,04,11,1,14.2
20130112,04,12,15,161.4
20130112,04,13,7,344.5
20130112,04,14,14,35
20130112,04,15,10,435.5
20130112,05,1,8,4.3
20130112,05,2,5,4
20130112,05,3,7,12.3
20130112,05,4,16,3.8
20130112,05,5,2,9.4
20130112,05,6,14,14.9
20130112,05,7,9,9.1
20130112,05,8,4,93.2
20130112,05,9,15,52.1
20130112,05,10,1,315.2
20130112,05,11,11,32
20130112,05,12,6,285.7
20130112,05,13,12,32.2
20130112,05,14,3,56.9
20130112,05,15,10,239.2
20130112,05,16,13,42.8
20130112,06,1,10,10.4
20130112,06,2,15,8.7
20130112,06,3,9,2.4
20130112,06,4,4,7.8
20130112,06,5,2,61.5
20130112,06,6,14,30.5
20130112,06,7,11,11.2
20130112,06,8,12,22.3
20130112,06,9,3,26
20130112,06,10,6,115.9
20130112,06,11,5,82
20130112,06,12,7,4.9
20130112,06,13,1,28.3
20130112,06,14,13,198.5
20130112,06,15,16,124.6
20130112,06,16,8,113.1
20130112,07,1,7,3.9
20130112,07,2,1,9.4
20130112,07,3,14,5.4
20130112,07,4,6,7.7
20130112,07,5,12,36.1
20130112,07,6,8,5.3
20130112,07,7,13,30.7
20130112,07,8,10,8.7
20130112,07,9,11,13.5
20130112,07,10,15,36.5
20130112,07,11,9,90.7
20130112,07,12,4,36.6
20130112,07,13,3,23.7
20130112,07,14,5,232.9
