3,8.2
5,1.5
1,35.9
4,13.6
7,30.1
12,282.6
6,19.5
13,4.9
15,17.7
2,56.9
10,143.0
9,213.7
16,614.6
11,560.1
8,60.7
14,599.1
3,8.2
5,1.5
1,35.9
4,13.6
7,30.1
12,282.6
6,19.5
13,4.9
15,17.7
2,56.9
10,143.0
9,213.7
16,614.6
11,560.1
8,60.7
14,599.1
