着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050111
1,5,8,トウカイオスカー,牝3,54,横山典弘,1:33.8,,**,5-6,33.8,4.4,2,452(-2),,,,[東] 後藤由之,内村正則,1866.4,200705050111
2,1,1,レイルバード,セ8,57,北村宏司,1:33.8,アタマ,**,8-7,33.7,43.2,8,508(-8),,,,[東] 坂本勝美,伊藤信之,740.4,200705050111
3,7,11,ムラマサノヨートー,牡3,56,小林淳一,1:33.8,クビ,**,10-11,33.3,13.9,4,480(-8),,,,[東] 内藤一雄,新井孝治,465.2,200705050111
4,5,7,ショウナンタキオン,牡4,57,田中勝春,1:34.0,1.1/4,**,4-4,34.4,1.7,1,490(0),,,,[東] 上原博之,国本哲秀,270.0,200705050111
5,6,10,ダンスフォーウィン,牡4,57,吉田豊,1:34.2,1.1/4,**,12-11,33.7,8.2,3,488(+4),,,,[東] 古賀史生,杉山美惠,183.0,200705050111
6,8,14,ワイルドファイアー,牡8,57,藤田伸二,1:34.4,1.1/4,**,3-3,35.1,33.2,7,496(+10),,,,[東] 柄崎孝,松岡謙,,200705050111
7,4,6,ルタンティール,牡6,57,後藤浩輝,1:34.6,1.1/2,**,10-10,34.2,56.3,10,466(0),,,,[西] 領家政蔵,西森鶴,,200705050111
8,2,2,ガブリン,牡5,57,勝浦正樹,1:34.8,1.1/2,**,1-1,36.1,27.2,6,476(+2),,,,[西] 森秀行,榮義則,,200705050111
9,3,4,カフェベネチアン,牡7,57,蛯名正義,1:34.9,3/4,**,5-5,35.1,14.1,5,504(+2),,,,[東] 松山康久,西川恭子,,200705050111
10,6,9,ウインレックス,セ6,57,柴田善臣,1:35.0,クビ,**,7-8,34.8,107.5,12,460(+2),,,,[東] 宗像義忠,ウイン,,200705050111
11,7,12,ヤマタケゴールデン,牡4,57,池田鉄平,1:35.2,1.1/4,**,13-13,34.5,179.1,14,504(+8),,,,[東] 畠山重則,山中和子,,200705050111
12,8,13,エフテーストライク,牝3,54,武士沢友,1:35.2,ハナ,**,13-13,34.5,64.5,11,422(0),,,,[東] 西塚安夫,深野茂雄,,200705050111
13,3,3,ムーンシャイン,牡6,57,吉田隼人,1:35.3,1/2,**,2-2,36.5,50.9,9,496(+4),,,,[東] 鈴木伸尋,池谷誠一,,200705050111
中,4,5,チョウカイフライト,牡8,57,江田照男,,,**,8-8,,169.6,13,468(-10),,,,[東] 中野隆良,平田牧場,,200705050111
