着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805020609
1,3,3,オペラブラーボ,牡4,57,岩田康誠,1:49.4,,**,7-7-7,33.8,3.8,2,436(+6),,,,[東] 久保田貴,草間庸文,1513.6,200805020609
2,7,10,マイネルシュピール,牡5,57,蛯名正義,1:49.7,1.3/4,**,1-1-1,34.9,7.1,4,538(+8),,,,[東] 田中清隆,サラブレッドクラブ・ラフィアン,599.6,200805020609
3,4,5,セプターレイン,牡6,57,田中勝春,1:49.8,1/2,**,7-7-7,34.3,14.4,6,452(-4),,,,[東] 古賀慎明,社台レースホース,374.8,200805020609
4,4,4,デストラメンテ,牡4,57,小林淳一,1:49.8,アタマ,**,3-3-3,34.6,16.5,7,462(0),,,,[東] 清水美波,岡田牧雄,220.0,200805020609
5,6,9,ゲットマイウェイ,牡6,57,吉田隼人,1:49.9,3/4,**,2-2-2,34.9,18.6,8,492(+8),,,,[東] 国枝栄,飯田政子,148.0,200805020609
6,5,6,セヴンワンダーズ,牡5,57,福永祐一,1:49.9,ハナ,**,5-6-3,34.7,23.0,9,514(-2),,,,[東] 和田正道,前田幸治,,200805020609
7,6,8,ベルモントルパン,牡4,57,武豊,1:50.3,2.1/2,**,11-11-10,34.5,7.7,5,466(-12),,,,[東] 和田正道,ベルモントファーム,,200805020609
8,8,13,プラテアード,牡4,57,安藤勝己,1:50.3,クビ,**,5-5-5,35.0,3.5,1,522(-2),,,,[東] 藤沢和雄,キャロットファーム,,200805020609
9,8,12,カネサマンゲツ,牡6,57,幸英明,1:50.3,ハナ,**,4-4-5,35.0,154.4,12,486(0),,,,[東] 久保田貴,笠原幸六,,200805020609
10,1,1,シルクダッシュ,牡7,57,松岡正海,1:50.4,クビ,**,7-9-9,34.7,6.7,3,506(+6),,,,[東] 斎藤誠,シルク,,200805020609
11,7,11,エアリーズ,牡4,57,藤岡佑介,1:50.7,2,**,10-9-10,34.9,129.4,11,468(-18),,,,[西] 作田誠二,名古屋友豊,,200805020609
12,2,2,アイリッシュホーク,牡7,57,後藤浩輝,1:50.8,クビ,**,13-11-10,34.9,25.9,10,500(-2),,,,[東] 松山康久,セゾンレースホース,,200805020609
13,5,7,ナイキアプロード,牡4,57,伊藤工真,1:51.0,1.1/4,**,12-11-13,34.9,197.3,13,480(-2),,,,[東] 古賀史生,小野誠治,,200805020609
