着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705030810
1,2,3,ミュージックホーク,牡6,57,佐藤哲三,2:03.0,,**,2-3-1,35.6,25.2,7,470(0),,,,[西] 中竹和也,加藤久枝,1862.9,200705030810
2,5,8,カフェベネチアン,牡7,57,横山典弘,2:03.3,1.3/4,**,11-9-9,35.1,12.1,5,502(+4),,,,[東] 松山康久,西川恭子,739.4,200705030810
3,4,6,トロフィーディール,牡4,57,武豊,2:03.3,ハナ,**,5-3-3,35.7,2.0,1,460(+2),,,,[西] 森秀行,青山洋一,464.7,200705030810
4,2,2,アクレイム,牡5,57,吉田隼人,2:03.4,1/2,**,9-9-9,35.2,5.8,2,474(-2),,,,[東] 秋山雅一,臼田浩義,270.0,200705030810
5,5,9,ドリームパートナー,セ7,57,蛯名正義,2:03.7,2,**,11-13-13,35.3,6.3,3,464(-4),,,,[東] 大久保洋,臼田浩義,183.0,200705030810
6,7,12,マルタカハーモニー,牡5,57,御神本訓,2:03.7,クビ,**,15-13-13,35.3,19.5,6,476(+2),,,,[東] 清水美波,高橋義和,,200705030810
7,4,7,ゴージャスディナー,牡6,57,藤田伸二,2:03.7,ハナ,**,1-1-2,36.3,60.0,12,472(-12),,,,[東] 清水利章,臼田浩義,,200705030810
8,6,11,モリノミヤコ,牡5,57,北村宏司,2:04.2,3,**,6-6-6,36.3,11.2,4,472(-2),,,,[東] 高橋義博,関駿也,,200705030810
9,1,1,チョウカイフライト,牡8,57,福永祐一,2:04.2,ハナ,**,6-6-6,36.3,51.1,11,478(+2),,,,[東] 中野隆良,平田牧場,,200705030810
10,8,14,ワンダードリーム,セ6,57,吉田豊,2:04.3,3/4,**,9-9-9,36.2,77.8,13,434(0),,,,[東] 加賀武見,山本信行,,200705030810
11,6,10,オートゼウス,牡8,57,小林淳一,2:04.4,クビ,**,3-2-3,36.8,34.4,9,472(0),,,,[東] 土田稔,大戸時子,,200705030810
12,7,13,ウォーライクトニー,牡7,57,田中勝春,2:04.4,クビ,**,11-15-13,36.0,29.5,8,488(+2),,,,[東] 小笠倫弘,社台レースホース,,200705030810
13,3,5,トウカイハッスル,牡6,57,左海誠二,2:04.4,ハナ,**,6-3-3,36.8,91.3,14,462(0),,,,[東] 成島英春,内村正則,,200705030810
14,8,15,ファイトクラブ,牡7,57,坂井英光,2:05.7,8,**,11-12-9,37.5,41.9,10,516(+2),,,,[東] 大久保洋,臼田浩義,,200705030810
15,3,4,ソウゴン,牡8,57,石神深一,2:05.7,クビ,**,4-6-6,37.9,131.9,15,506(-6),,,,[東] 石毛善彦,国光正憲,,200705030810
