着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803010605
1,1,2,スウェプトスルー,牝3,54,赤木高太,1:10.0,,**,4-2,35.6,8.5,4,442(+2),,,,[東] 阿部新生,芹澤精一,500.0,200803010605
2,2,4,メラトニン,牡3,56,安藤光彰,1:10.3,1.3/4,**,1-1,36.3,2.0,1,462(0),,,,[西] 荒川義之,加藤厚子,200.0,200803010605
3,3,5,リトルビスケット,牝3,54,熊沢重文,1:10.4,1/2,**,6-2,35.8,6.2,2,444(+14),,,,[西] 角居勝彦,ヒダカ・ブリーダーズ・ユニオン,130.0,200803010605
4,5,9,ファンドリテンカ,牡3,55,北村友一,1:10.7,1.3/4,**,13-9,35.4,10.6,5,444(+4),,,,[西] 西園正都,水戸富雄,75.0,200803010605
5,5,10,セイウンリップル,牝3,54,大野拓弥,1:10.7,クビ,**,8-6,36.0,31.9,8,432(-4),,,,[東] 杉浦宏昭,西山茂行,50.0,200803010605
6,6,11,マイネマシェリ,牝3,54,津村明秀,1:10.8,1/2,**,11-13,35.6,50.6,10,432(+10),,,,[東] 畠山重則,サラブレッドクラブ・ラフィアン,,200803010605
7,6,12,クリノポップコーン,牝3,51,丸田恭介,1:11.0,1.1/4,**,10-9,36.2,35.8,9,400(0),,,,[東] 石毛善彦,栗本博晴,,200803010605
8,4,8,ブギウギ,牝3,54,橋本美純,1:11.2,1.1/4,**,2-2,37.1,19.7,6,430(-6),,,,[西] 坂口正大,山内邦一,,200803010605
9,8,15,ダイショウベリー,牝3,51,三浦皇成,1:11.3,3/4,**,6-9,36.7,21.4,7,446(0),,,,[東] 佐々木亜,馬場祥晃,,200803010605
10,2,3,ピンクデビュー,牝3,54,高橋智大,1:11.5,1,**,11-8,36.4,107.3,13,444(0),,,,[東] 高橋義博,高橋信博,,200803010605
11,7,14,フレッシュホーラー,牝3,54,松田大作,1:12.0,3,**,8-9,37.3,152.2,15,424(0),,,,[西] 飯田明弘,松坂記吉,,200803010605
12,4,7,ダークリン,牡3,56,鷹野宏史,1:12.5,3,**,16-16,35.9,99.5,12,454(0),,,,[東] 天間昭一,北所直人,,200803010605
13,8,16,ジェリーロラム,牝3,54,中舘英二,1:12.7,1.1/2,**,2-5,38.5,6.5,3,454(0),,,,[東] 武藤善則,ポリッシュホースメイト,,200803010605
14,1,1,ケイエスブーケ,牝3,54,難波剛健,1:12.7,クビ,**,14-14,37.3,128.9,14,468(0),,,,[西] 高橋成忠,キヨシサービス,,200803010605
15,3,6,ダンスウェーブ,牝3,51,田中健,1:12.9,1.1/2,**,15-15,37.0,80.3,11,404(-14),,,,[西] 岩元市三,林進,,200803010605
16,7,13,メイクサエル,牝3,54,南田雅昭,1:13.1,1,**,4-6,38.7,215.4,16,426(-8),,,,[東] 南田美知,玉置辰次,,200803010605
