着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030212
1,1,1,マジックビクトリア,牝3,53,木幡初広,1:48.6,,**,5-4-2-2,36.7,5.1,2,442(+2),,,,[東] 稲葉隆一,鈴木芳夫,1095.5,200703030212
2,3,4,エールスタンス,牝4,55,津村明秀,1:48.7,1/2,**,12-11-10-5,36.3,78.5,10,434(-6),,,,[東] 武市康男,吉田照哉,433.0,200703030212
3,6,9,シルキーフレンド,牝6,55,二本柳壮,1:48.9,1.1/4,**,14-14-13-11,36.3,91.9,11,442(-6),,,,[東] 大和田稔,シルク,266.5,200703030212
4,2,2,コスモリリー,牝3,53,後藤浩輝,1:49.0,3/4,**,1-1-1-1,37.3,8.5,4,410(+12),,,,[東] 畠山吉宏,ビッグレッドファーム,160.0,200703030212
5,5,7,スペシャルフロート,牝3,53,石橋脩,1:49.2,1.1/2,**,7-8-7-5,37.0,8.1,3,452(+2),,,,[東] 伊藤圭三,吉田照哉,105.0,200703030212
6,4,6,キクカラヴリイ,牝3,53,佐藤哲三,1:49.2,ハナ,**,7-7-6-5,37.1,1.9,1,442(-12),,,,[西] 清水出美,飯島和吉,,200703030212
7,7,12,ハバネロキャット,牝4,55,宮崎北斗,1:49.6,2.1/2,**,9-9-7-9,37.3,77.4,9,428(-8),,,,[東] 嶋田潤,ヒダカ・ブリーダーズ・ユニオン,,200703030212
8,8,13,スズカスウィング,牝5,55,上村洋行,1:49.8,1.1/4,**,11-11-14-13,37.0,94.5,12,458(-4),,,,[西] 橋田満,永井啓弍,,200703030212
9,3,3,クイックバレリーナ,牝4,55,川島信二,1:50.1,1.3/4,**,9-9-10-9,37.7,143.4,13,440(-18),,,,[西] 荒川義之,高昭牧場,,200703030212
10,8,14,アイアムザヒロイン,牝6,55,大野拓弥,1:50.3,1.1/2,**,5-6-2-3,38.4,24.9,7,468(-12),,,,[東] 杉浦宏昭,堀紘一,,200703030212
11,6,10,ユキノマーヴェラス,牝3,53,菊沢隆徳,1:50.9,3.1/2,**,2-3-2-3,39.1,13.1,6,448(-4),,,,[東] 増沢末夫,井上基之,,200703030212
12,4,5,ホッテストチケット,牝3,53,中舘英二,1:51.1,1.1/4,**,3-2-2-8,39.3,9.8,5,442(-10),,,,[東] 高市圭二,金子真人ホールディングス,,200703030212
13,7,11,セレスルーシー,牝4,55,竹之下智,1:51.4,1.3/4,**,3-4-7-11,39.2,210.0,14,462(+4),,,,[西] 武邦彦,岡浩二,,200703030212
14,5,8,トウカイマーチ,牝4,55,芹沢純一,1:52.4,6,**,12-11-10-13,39.9,53.0,8,442(+26),,,,[西] 田所秀孝,内村正則,,200703030212
