着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701010112
1,1,1,ティムガッド,牡3,54,安藤勝己,1:10.0,,**,1-1,35.2,6.6,3,474(+6),,,,[東] 上原博之,伊達秀和,740.0,200701010112
2,3,6,マイニングゴールド,牡3,54,藤田伸二,1:10.2,1.1/4,**,2-3,35.3,8.8,6,460(+6),,,,[東] 伊藤圭三,泉俊二,300.0,200701010112
3,5,9,メイショウバレーヌ,牝3,52,四位洋文,1:10.2,クビ,**,4-4,35.1,4.5,2,458(+2),,,,[西] 安達昭夫,松本好雄,190.0,200701010112
4,1,2,レッドディクシー,牝4,55,川島信二,1:10.3,クビ,**,4-4,35.2,65.5,10,456(+2),,,,[西] 田島良保,山本敏晴,110.0,200701010112
5,3,5,チューイングサイン,牝3,52,横山典弘,1:10.3,ハナ,**,8-7,34.9,10.9,7,448(0),,,,[東] 中川公成,加藤信之,74.0,200701010112
6,2,4,アンソロジー,牝3,52,池添謙一,1:10.3,ハナ,**,2-2,35.4,7.4,4,442(+12),,,,[西] 中尾秀正,サンデーレーシング,,200701010112
7,4,8,タガノグラマラス,牝3,52,岩田康誠,1:10.5,1.1/4,**,6-4,35.2,3.4,1,464(-2),,,,[西] 松田博資,八木良司,,200701010112
8,4,7,ウイングマシェリ,牝4,52,的場勇人,1:10.5,クビ,**,6-7,35.2,200.2,15,436(-2),,,,[東] 南田美知,野島春男,,200701010112
9,6,12,ナリタトパーズ,牝3,52,河北通,1:10.6,1/2,**,8-7,35.2,26.2,8,434(+6),,,,[西] 小野幸治,オースミ,,200701010112
10,8,15,タイキマーズ,セ6,57,津村明秀,1:10.7,1/2,**,12-13,34.9,7.6,5,440(+14),,,,[西] 作田誠二,大樹ファーム,,200701010112
11,2,3,ニシノオウヒ,牝5,52,黛弘人,1:11.0,2,**,12-10,35.2,120.7,13,476(-2),,,,[東] 小桧山悟,西山茂行,,200701010112
12,7,14,スウィープシルバー,牡3,54,小林徹弥,1:11.0,アタマ,**,15-13,35.1,46.1,9,440(-2),,,,[西] 松永昌博,山本茂,,200701010112
13,7,13,ディキシーブルーム,牝5,55,柴山雄一,1:11.1,クビ,**,10-10,35.5,186.0,14,456(+14),,,,[西] 西園正都,ユートピア牧場,,200701010112
14,6,11,テントゥワン,牡4,57,勝浦正樹,1:11.1,ハナ,**,12-10,35.4,83.4,11,428(+2),,,,[東] 二本柳俊,宮坂五十四,,200701010112
15,5,10,アグネスプロトン,牡8,56,北村友一,1:11.5,2.1/2,**,15-16,35.6,115.1,12,484(-16),,,,[西] 長浜博之,渡辺孝男,,200701010112
16,8,16,エプソムチャーム,牝4,52,佐藤聖也,1:12.5,6,**,10-13,36.9,234.8,16,436(+6),,,,[東] 笹倉武久,ジャパン・ホースマン・クラブ,,200701010112
