着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701020103
1,6,8,マルターズストーム,牡3,56,藤田伸二,1:45.4,,**,2-2-2-2,37.8,2.6,1,438(0),,,,[西] 藤原英昭,藤田与志男,500.0,200701020103
2,8,12,トゥルーノース,牡3,55,北村友一,1:45.4,クビ,**,4-4-4-4,37.7,3.9,2,492(+6),,,,[東] 堀宣行,広尾レース,200.0,200701020103
3,7,11,ランドマッハ,牡3,56,北村浩平,1:45.5,1/2,**,11-11-7-7,37.4,49.6,10,494(+6),,,,[西] 安達昭夫,木村善一,130.0,200701020103
4,2,2,ケルビック,牝3,54,古川吉洋,1:45.7,1.1/4,**,7-9-10-12,37.4,26.3,7,468(-8),,,,[西] 松永幹夫,ノースヒルズマネジメント,75.0,200701020103
5,6,9,アグネスゼッセイ,牡3,56,武幸四郎,1:45.7,クビ,**,11-11-12-10,37.3,40.6,9,506(+4),,,,[西] 西浦勝一,渡辺孝男,50.0,200701020103
6,1,1,タガノアサヒ,牡3,56,池添謙一,1:45.9,1.1/4,**,5-5-4-4,38.1,13.8,5,484(0),,,,[西] 小原伊佐,八木良司,,200701020103
7,4,5,プラネタリーリング,牡3,56,安藤勝己,1:45.9,クビ,**,1-1-1-1,38.4,5.0,3,478(+7),,,,[東] 鈴木伸尋,池谷誠一,,200701020103
8,5,7,メジロラスタバン,牡3,56,菊沢隆徳,1:46.0,クビ,**,7-6-4-4,38.2,36.9,8,462(+10),,,,[東] 高木登,メジロ牧場,,200701020103
9,5,6,アポロエンジェル,牝3,54,津村明秀,1:46.2,1.1/4,**,11-11-12-10,37.8,73.9,12,424(+2),,,,[東] 佐藤吉勝,アポロサラブレッドクラブ,,200701020103
10,4,4,ナイスセレクトワン,牡3,53,的場勇人,1:46.3,1/2,**,5-6-7-7,38.3,70.1,11,542(+14),,,,[東] 的場均,鈴木伸昭,,200701020103
11,3,3,ジョーリゴラス,牡3,56,柴山雄一,1:46.4,クビ,**,10-8-7-7,38.4,7.0,4,454(-6),,,,[西] 大橋勇樹,上田けい子,,200701020103
12,7,10,キングガイア,牡3,54,勝浦正樹,1:47.1,4,**,2-3-2-2,39.5,21.0,6,506(+2),,,,[東] 増沢末夫,菅原史博,,200701020103
13,8,13,コアレスカンパニー,牡3,53,丸田恭介,1:47.9,5,**,9-9-10-12,39.7,255.1,13,512(0),,,,[東] 尾形充弘,小林昌志,,200701020103
