着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601020612
1,8,13,アドマイヤスバル,牡3,53,柴原央明,1:45.7,,**,1-1-1-1,38.9,12.3,7,502(+2),,,,[西] 中尾秀正,近藤利一,1510.8,200601020612
2,5,6,マナーハウス,牡3,53,大野拓弥,1:45.9,1.1/2,**,6-6-4-2,38.7,8.1,3,494(0),,,,[東] 武藤善則,吉田勝己,598.8,200601020612
3,6,8,バリーバーン,牝5,52,芹沢純一,1:46.0,3/4,**,5-5-4-4,38.7,14.1,8,436(+6),,,,[西] 田所秀孝,飯田吉哉,374.4,200601020612
4,4,4,マルブツブラボー,牡5,54,松田大作,1:46.2,1,**,8-8-9-6,38.5,15.9,9,426(+2),,,,[西] 加用正,大澤毅,220.0,200601020612
5,2,2,バトルハートオー,牡5,55,川島信二,1:46.4,1.1/4,**,3-3-2-2,39.3,2.9,1,492(+4),,,,[西] 矢作芳人,宮川秋信,148.0,200601020612
6,8,12,タバスコムスメ,牝3,51,竹之下智,1:46.5,3/4,**,11-11-10-8,38.5,37.1,12,440(+6),,,,[西] 武邦彦,八木昌司,,200601020612
7,7,11,シンシンマーキー,牝4,52,高井彰大,1:46.7,1.1/4,**,10-10-10-8,38.8,33.3,11,486(+10),,,,[西] 新川恵,槇本牧場,,200601020612
8,6,9,ニシノユメヲミセテ,牝4,51,塚田祥雄,1:46.7,アタマ,**,11-11-12-12,38.5,26.4,10,476(-2),,,,[西] 浅見秀一,西山茂行,,200601020612
9,1,1,オーロブライト,牡5,57,藤田伸二,1:46.8,3/4,**,2-2-2-5,39.8,5.2,2,522(-8),,,,[東] 阿部新生,芹澤精一,,200601020612
10,7,10,ホーマンブラヴォー,牡4,54,菊沢隆徳,1:47.1,1.3/4,**,8-8-7-8,39.5,11.7,6,486(0),,,,[西] 安田隆行,久保久人,,200601020612
11,4,5,ロングセンチュリー,牡7,54,四位洋文,1:47.4,1.3/4,**,11-11-12-13,39.2,10.6,5,466(0),,,,[西] 増本豊,中井敏雄,,200601020612
12,3,3,バルバロ,牡3,53,柴山雄一,1:47.9,3,**,3-4-4-6,40.7,9.7,4,508(+12),,,,[東] 国枝栄,金子真人ホールディングス,,200601020612
13,5,7,スプリングレアル,牡4,53,小林徹弥,1:48.6,4,**,6-6-7-11,41.1,110.9,13,486(+6),,,,[東] 相沢郁,加藤春夫,,200601020612
