着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805030812
1,7,10,ユキノアサカゼ,牡5,57,後藤浩輝,1:21.9,,**,6-5,34.5,14.1,7,530(+26),,,,[東] 根本康広,馬場幸廣,1050.0,200805030812
2,4,5,ニキティス,牡4,57,藤田伸二,1:21.9,ハナ,**,1-1,35.6,3.5,2,510(+4),,,,[西] 矢作芳人,田中晴夫,420.0,200805030812
3,8,12,ノーザンスター,牝7,55,柴山雄一,1:22.4,3,**,9-10,34.4,41.2,11,470(-6),,,,[東] 石栗龍彦,ターフ・スポート,260.0,200805030812
4,6,9,サクラプログレス,牡7,57,柴田善臣,1:22.4,クビ,**,2-2,35.7,11.9,5,502(-4),,,,[東] 小島太,さくらコマース,160.0,200805030812
5,6,8,コアレスコジーン,セ5,57,蛯名正義,1:22.6,1,**,7-7,34.9,5.1,3,468(-8),,,,[東] 和田正道,小林昌志,105.0,200805030812
6,5,7,アグネストカチ,牡4,57,松岡正海,1:22.8,1.1/4,**,3-4,35.5,3.4,1,458(-14),,,,[西] 藤岡健一,渡辺孝男,,200805030812
7,5,6,マイネルグロッソ,牡6,57,大野拓弥,1:22.9,1/2,**,3-3,35.8,40.7,10,520(+10),,,,[東] 清水英克,サラブレッドクラブ・ラフィアン,,200805030812
8,7,11,テントゥワン,牡5,57,二本柳壮,1:23.0,1/2,**,11-10,35.0,117.6,12,434(0),,,,[東] 二本柳俊,宮坂五十四,,200805030812
9,1,1,ラドランファーマ,牝6,55,四位洋文,1:23.0,アタマ,**,13-13,34.6,24.7,8,490(0),,,,[東] 岩戸孝樹,村中徳広,,200805030812
10,8,13,ミスティラブ,牝6,55,武豊,1:23.0,クビ,**,10-12,34.9,9.9,4,462(0),,,,[西] 増本豊,冨沢敦子,,200805030812
11,4,4,ウインアンジェラス,牝4,55,津村明秀,1:23.5,3,**,3-6,36.0,12.0,6,466(-2),,,,[東] 鈴木伸尋,ウイン,,200805030812
12,3,3,ヤマニンスプラウト,牝7,55,石橋脩,1:23.6,クビ,**,11-8,35.7,149.1,13,462(-2),,,,[東] 清水利章,土井肇,,200805030812
13,2,2,ジュラナスリング,牡8,54,三浦皇成,1:24.4,5,**,7-8,36.6,30.0,9,448(-6),,,,[東] 松山康久,サンデーレーシング,,200805030812
