着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803010201
1,8,15,チェルカ,牝3,54,二本柳壮,1:47.5,,**,2-1-1-1,38.3,5.2,3,534(-4),,,,[東] 後藤由之,キャロットファーム,500.0,200803010201
2,3,4,アポロメルヘン,牝3,54,池田鉄平,1:48.1,3.1/2,**,1-2-2-2,38.7,8.7,4,454(-4),,,,[東] 柴崎勇,アポロサラブレッドクラブ,200.0,200803010201
3,5,9,ビーマイドリーム,牝3,54,木幡初広,1:48.7,3.1/2,**,14-14-10-10,38.1,38.0,7,516(+2),,,,[東] 中島敏文,鈴木芳夫,130.0,200803010201
4,7,12,シャフツレディ,牝3,54,勝浦正樹,1:48.8,1/2,**,6-5-5-5,39.1,5.1,2,496(-4),,,,[東] 栗田博憲,ターフ・スポート,75.0,200803010201
5,5,8,テイエムノキセキ,牝3,54,松田大作,1:49.1,1.3/4,**,12-12-9-7,38.7,156.3,13,456(-8),,,,[西] 岩元市三,竹園正繼,50.0,200803010201
6,6,10,アイスボックス,牝3,54,石橋脩,1:49.1,クビ,**,5-5-7-6,38.9,12.3,5,434(+6),,,,[東] 相沢郁,ユートピア牧場,,200803010201
7,4,6,ムーンアイル,牝3,54,鈴来直人,1:49.9,5,**,8-7-2-3,40.4,121.5,11,424(+2),,,,[東] 鈴木伸尋,吉田好雄,,200803010201
8,2,2,クレージーエッグ,牝3,51,丸田恭介,1:50.1,1.1/4,**,6-8-10-7,39.6,125.5,12,410(-10),,,,[東] 中川公成,加藤信之,,200803010201
9,1,1,クリノソーニャ,牝3,54,中村将之,1:50.1,アタマ,**,2-2-4-3,40.5,1.9,1,446(-4),,,,[西] 谷潔,栗本博晴,,200803010201
10,2,3,チアズブリス,牝3,51,伊藤工真,1:50.4,2,**,8-9-8-7,40.1,75.5,10,432(-8),,,,[東] 古賀史生,北村キヨ子,,200803010201
11,7,13,ツルマルサイト,牝3,53,北村友一,1:51.0,3.1/2,**,8-10-12-12,40.2,64.1,9,440(0),,,,[西] 石坂正,鶴田任男,,200803010201
12,8,14,サマーグロリアス,牝3,54,柴山雄一,1:51.1,1/2,**,14-14-13-12,40.1,56.2,8,424(-12),,,,[東] 畠山重則,セゾンレースホース,,200803010201
13,4,7,ウイングヴィーナス,牝3,51,池崎祐介,1:51.6,3,**,12-10-14-14,40.5,206.5,14,440(-11),,,,[東] 佐藤全弘,槇本牧場,,200803010201
14,3,5,セキサンキュート,牝3,54,赤木高太,1:52.4,5,**,11-13-14-15,41.2,206.5,14,480(-2),,,,[西] 大根田裕,関澤産業,,200803010201
15,6,11,インディゴライト,牝3,54,菊沢隆徳,1:53.5,7,**,2-4-6-11,43.5,25.0,6,466(+4),,,,[東] 手塚貴久,キャロットファーム,,200803010201
