着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705020106
1,3,6,ダノンマッハ,牡3,56,松田大作,1:34.9,,**,1-1,35.5,3.7,2,506(-4),,,,[東] 戸田博文,ダノックス,500.0,200705020106
2,6,12,サトノアマゾネス,牝3,54,北村宏司,1:35.5,3.1/2,**,3-2,35.6,8.0,4,560(0),,,,[東] 藤沢和雄,里見治,200.0,200705020106
3,5,10,アップルサイダー,牡3,56,江田照男,1:35.6,3/4,**,8-7,35.0,5.9,3,484(+20),,,,[東] 菅原泰夫,野崎宗信,130.0,200705020106
4,4,8,ローレルスマッシュ,牡3,56,大庭和弥,1:35.7,クビ,**,2-2,35.7,86.6,12,468(+32),,,,[東] 高橋義博,ローレルレーシング,75.0,200705020106
5,1,2,フサイチオーパス,牡3,56,松岡正海,1:35.7,ハナ,**,11-13,34.6,49.2,8,468(0),,,,[西] 小崎憲,関口房朗,50.0,200705020106
6,7,15,スズノライコウ,牡3,56,後藤浩輝,1:35.7,クビ,**,13-10,34.9,19.0,5,486(0),,,,[東] 高橋裕,小紫芳夫,,200705020106
7,8,17,バトルルビー,牝3,54,鈴来直人,1:35.8,1/2,**,7-4,35.6,53.6,9,480(-12),,,,[西] 矢作芳人,宮川秋信,,200705020106
8,2,4,カネトシソレイユ,牡3,54,吉田豊,1:35.9,1/2,**,13-13,34.7,45.3,7,500(0),,,,[西] 矢作芳人,兼松利男,,200705020106
9,8,18,シルクタフネス,セ3,56,村田一誠,1:36.1,1.1/4,**,11-11,35.2,140.5,14,442(-2),,,,[東] 国枝栄,シルク,,200705020106
10,7,14,エアシャムス,牡3,56,横山典弘,1:36.4,2,**,8-7,35.9,2.1,1,506(0),,,,[東] 伊藤正徳,ラッキーフィールド,,200705020106
11,7,13,ブラックレディ,牝3,54,五十嵐雄,1:36.5,クビ,**,4-4,36.3,200.7,15,472(-8),,,,[東] 浅野洋一,鳴田啓志,,200705020106
12,6,11,リッチスフレ,牡3,56,武士沢友,1:36.5,アタマ,**,4-7,36.0,243.6,16,478(+2),,,,[東] 本間忍,東洋パース,,200705020106
13,8,16,グランデスピリッツ,牡3,56,蛯名正義,1:36.6,3/4,**,13-15,35.0,60.1,10,446(0),,,,[東] 小西一男,増田雄一,,200705020106
14,1,1,ルミエールシチー,牡3,56,吉永護,1:36.9,1.3/4,**,16-15,35.3,65.3,11,530(0),,,,[東] 中野栄治,友駿ホースクラブ,,200705020106
15,5,9,ノボバウワー,牝3,54,小林久晃,1:37.2,1.3/4,**,18-17,35.2,463.4,18,430(-8),,,,[東] 阿部新生,ＬＳ．Ｍ,,200705020106
16,2,3,アブソリューション,牝3,54,田中勝春,1:37.4,1.1/4,**,17-17,35.4,30.9,6,438(0),,,,[東] 古賀慎明,Ｈ．Ｊ．スィニー,,200705020106
17,3,5,タツエンペラー,牡3,56,小林淳一,1:37.5,1/2,**,4-4,37.2,114.6,13,518(0),,,,[東] 加賀武見,鈴木昭作,,200705020106
18,4,7,リズムマシーン,牡3,53,千葉直人,1:38.6,7,**,10-11,37.7,336.3,17,460(+3),,,,[東] 高木登,内藤好江,,200705020106
