着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705030708
1,1,1,サーチエネミー,セ5,57,江田照男,1:25.6,,**,2-2,37.1,29.0,7,446(0),,,,[東] 中川公成,キャロットファーム,1050.0,200705030708
2,2,3,シャイニングムーン,牝5,55,田辺裕信,1:25.7,1/2,**,5-4,36.9,55.9,13,478(+2),,,,[東] 小西一男,飯田政子,420.0,200705030708
3,4,8,スペシャルストック,牡8,57,吉田豊,1:25.7,アタマ,**,1-1,38.0,89.7,16,542(+10),,,,[東] 大久保洋,大原詔宏,260.0,200705030708
4,3,6,ボーナスフィーバー,牡4,57,武豊,1:25.7,クビ,**,12-11,36.2,1.4,1,482(+4),,,,[西] 森秀行,青山洋一,160.0,200705030708
5,8,15,ザップトウショウ,牝6,55,小林淳一,1:25.9,1.1/4,**,7-7,36.8,46.3,11,488(-4),,,,[東] 土田稔,トウショウ産業,105.0,200705030708
6,1,2,ソリッドエビデンス,牡6,57,田中勝春,1:26.0,クビ,**,8-7,36.9,52.7,12,448(+6),,,,[東] 加藤征弘,平井卓志,,200705030708
7,4,7,コパノカチドキ,牡4,54,小島太一,1:26.0,アタマ,**,12-14,36.4,22.9,5,484(+8),,,,[東] 小島太,小林祥晃,,200705030708
8,3,5,オースミダイケン,牡5,54,千葉直人,1:26.1,クビ,**,15-11,36.7,17.6,3,492(-4),,,,[東] 成島英春,オースミ,,200705030708
9,5,10,ランドベスト,牡5,57,松岡正海,1:26.1,クビ,**,8-9,36.8,23.6,6,506(+2),,,,[西] 安達昭夫,木村善一,,200705030708
10,8,16,ヴィフォルテ,牝5,55,木幡初広,1:26.2,クビ,**,5-6,37.2,40.3,9,520(0),,,,[東] 戸田博文,窪田康志,,200705030708
11,7,13,コウジンアルス,牡5,57,横山典弘,1:26.2,クビ,**,2-3,37.6,33.7,8,466(-12),,,,[東] 武市康男,加藤興一,,200705030708
12,7,14,ナチュラルリーダー,セ7,54,宮崎北斗,1:26.5,1.3/4,**,4-4,37.7,19.9,4,468(+6),,,,[東] 藤原辰雄,吉田勝己,,200705030708
13,6,12,ナゲットニューズ,牡7,57,内田博幸,1:26.5,クビ,**,16-16,36.6,71.5,15,474(0),,,,[東] 蛯名信広,竹本いずみ,,200705030708
14,5,9,プリンコックス,牡7,57,勝浦正樹,1:26.5,ハナ,**,8-9,37.3,7.6,2,492(-2),,,,[東] 沢峰次,サンデーレーシング,,200705030708
15,6,11,マリットチャージ,セ7,57,郷原洋司,1:26.6,3/4,**,12-11,37.1,44.4,10,450(-6),,,,[東] 中野隆良,社台レースホース,,200705030708
16,2,4,エアサンタムール,牡6,54,的場勇人,1:26.7,1/2,**,11-14,37.0,68.3,14,528(+8),,,,[東] 高市圭二,ラッキーフィールド,,200705030708
