着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030408
1,3,5,ノーバディノーズ,牡3,55,菊沢隆徳,1:44.6,,**,2-2-2-2,37.6,4.4,1,512(-6),,,,[東] 松山康久,佐藤守宏,730.0,200703030408
2,2,3,バンブーユーロ,牡4,57,田嶋翔,1:44.6,クビ,**,4-3-5-3,37.3,6.0,4,522(+4),,,,[西] 小島貞博,バンブー牧場,290.0,200703030408
3,7,13,ゼットコマンダー,牡4,54,田中克典,1:44.7,1/2,**,4-5-2-3,37.7,6.4,5,464(-4),,,,[西] 池添兼雄,フォーレスト,180.0,200703030408
4,6,11,バックスラッシュ,牡8,57,津村明秀,1:44.8,3/4,**,11-12-10-8,37.2,28.1,9,476(-6),,,,[東] 小笠倫弘,薗部博之,110.0,200703030408
5,5,9,ナチュラルウェーブ,牡4,57,中舘英二,1:45.0,1.1/2,**,1-1-1-1,38.3,5.8,3,462(-2),,,,[東] 藤沢和雄,山本英俊,73.0,200703030408
6,8,15,ダブルヒーロー,牡3,55,石橋脩,1:45.9,5,**,2-3-2-3,38.9,4.5,2,530(+4),,,,[東] 斎藤宏,小川弘,,200703030408
7,4,7,エーピーゴンタ,牡5,57,西田雄一,1:46.0,1/2,**,8-9-12-11,38.1,75.4,11,464(-8),,,,[東] 本郷一彦,斉藤猛,,200703030408
8,8,14,シルククローチェ,牡4,57,吉田豊,1:46.4,2.1/2,**,4-5-5-6,39.1,7.8,6,478(-6),,,,[東] 尾形充弘,シルク,,200703030408
9,4,6,アグネスマサオー,牡7,57,安藤光彰,1:46.4,クビ,**,15-14-12-11,38.5,60.9,10,456(-4),,,,[東] 佐々木亜,渡辺孝男,,200703030408
9,5,8,サイレンスラダメス,牡4,57,丹内祐次,1:46.4,同着,**,4-7-7-7,39.0,95.4,12,456(-12),,,,[東] 岩戸孝樹,辻牧場,,200703030408
11,3,4,タヤスワカシオ,牡6,55,的場勇人,1:46.5,1/2,**,14-14-9-10,39.0,23.3,7,462(+4),,,,[東] 星野忍,横瀬俊三,,200703030408
12,2,2,エヒテンヴィーゼ,牡4,57,田辺裕信,1:46.9,2.1/2,**,8-7-11-13,39.2,135.0,14,456(-10),,,,[東] 石毛善彦,真野晃治,,200703030408
13,6,10,エスユープリサイス,牡5,55,田中博康,1:47.0,クビ,**,8-9-7-8,39.6,27.6,8,490(-4),,,,[東] 高橋祥泰,楳津繁,,200703030408
14,1,1,ジャイアンツオナー,牡4,54,丸田恭介,1:47.1,1/2,**,11-9-15-15,39.1,96.6,13,446(-4),,,,[東] 沢峰次,栗坂崇,,200703030408
15,7,12,ビクトリーユーゴウ,牡4,54,荻野琢真,1:47.4,1.3/4,**,11-12-12-13,39.5,162.4,15,454(-4),,,,[西] 羽月友彦,ターフ・スポート,,200703030408
