着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705020802
1,3,4,ダイレクトパス,牡3,56,内田博幸,1:26.6,,**,8-5,36.8,2.5,1,444(+10),,,,[東] 尾形充弘,渡邊隆,500.0,200705020802
2,7,13,トウショウツアラー,牡3,56,小牧太,1:27.0,2.1/2,**,2-2,37.7,4.4,3,486(+14),,,,[東] 土田稔,トウショウ産業,200.0,200705020802
3,5,8,テンエイルンルン,牝3,54,福永祐一,1:27.4,2.1/2,**,1-1,38.2,80.2,10,460(0),,,,[東] 嶋田潤,熊坂富寿雄,130.0,200705020802
4,7,12,マーシャルソング,牡3,56,横山典弘,1:27.4,クビ,**,3-3,37.8,3.0,2,478(+6),,,,[東] 萩原清,池谷誠一,75.0,200705020802
5,3,5,メジロラスタバン,牡3,56,吉田豊,1:27.9,3,**,12-10,37.6,102.6,11,444(-3),,,,[東] 高木登,メジロ牧場,50.0,200705020802
6,1,1,ザドリームキング,牡3,56,後藤浩輝,1:27.9,ハナ,**,5-5,38.1,10.4,4,476(+6),,,,[東] 根本康広,平本敏夫,,200705020802
7,6,11,サクラヴェローチェ,セ3,56,伊藤直人,1:28.3,2.1/2,**,5-5,38.5,179.0,12,438(-14),,,,[東] 伊藤圭三,さくらコマース,,200705020802
8,4,7,ハイフェイム,牡3,56,田中勝春,1:28.4,1/2,**,8-10,38.1,18.1,5,492(-8),,,,[東] 河野通文,社台レースホース,,200705020802
9,4,6,ガオウ,牡3,56,武士沢友,1:28.7,2,**,12-14,37.9,305.3,14,446(+12),,,,[東] 嶋田功,井上徹郎,,200705020802
10,8,14,ダルマ,牡3,54,中村将之,1:28.8,3/4,**,3-3,39.1,46.7,8,464(-4),,,,[西] 白井寿昭,幅田昌伸,,200705020802
11,2,3,ザライオンヒート,牡3,56,蛯名正義,1:28.8,クビ,**,5-5,39.0,25.2,6,498(+2),,,,[東] 水野貴広,藤田与志男,,200705020802
12,2,2,テンジンリュウセー,セ3,56,江田照男,1:29.4,3.1/2,**,11-13,38.9,60.6,9,464(0),,,,[東] 矢野照正,テンジン,,200705020802
13,5,9,サチノマイターン,牡3,53,千葉直人,1:29.7,1.3/4,**,8-9,39.5,567.1,15,432(+2),,,,[東] 平井雄二,佐藤幸彦,,200705020802
14,6,10,ジャンピングスター,牡3,56,五十嵐雄,1:30.3,3.1/2,**,12-10,39.9,185.0,13,462(0),,,,[東] 浅野洋一,広田健司,,200705020802
15,8,15,シルクアイオロス,牡3,56,北村宏司,1:34.3,大,**,15-15,38.1,42.6,7,512(0),,,,[東] 上原博之,シルク,,200705020802
