着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601010209
1,6,9,デアリングハート,牝4,55,藤田伸二,1:46.7,,**,6-5-4-1,35.9,5.1,3,424(+2),,,,[西] 藤原英昭,社台レースホース,3950.4,200601010209
2,3,4,ヤマニンシュクル,牝5,55,四位洋文,1:47.0,1.3/4,**,12-11-6-3,35.9,4.5,2,498(+4),,,,[西] 浅見秀一,土井肇,1614.4,200601010209
3,3,3,レクレドール,牝5,55,柴山雄一,1:47.0,クビ,**,9-8-6-3,36.0,15.6,7,454(+6),,,,[西] 池江泰郎,サンデーレーシング,987.2,200601010209
4,4,5,コアレスパティオ,牝5,55,菊沢隆徳,1:47.1,クビ,**,11-11-10-5,35.8,142.7,13,482(+4),,,,[東] 成島英春,小林昌志,590.0,200601010209
5,1,1,チアフルスマイル,牝6,55,横山典弘,1:47.3,1.1/2,**,14-14-14-10,35.0,7.8,5,444(0),,,,[西] 池江泰郎,アカデミー,390.0,200601010209
6,7,12,ブルーメンブラット,牝3,52,川島信二,1:47.5,1,**,6-7-10-7,36.2,6.6,4,464(+14),,,,[西] 安藤正敏,キャロットファーム,,200601010209
7,5,7,ロフティーエイム,牝4,55,五十嵐冬,1:48.2,4,**,5-5-6-10,37.1,12.7,6,486(0),,,,[東] 二ノ宮敬,サンデーレーシング,,200601010209
8,7,11,マイネサマンサ,牝6,55,安藤勝己,1:48.8,3.1/2,**,3-3-2-2,38.2,4.0,1,478(+8),,,,[西] 中村均,サラブレッドクラブ・ラフィアン,,200601010209
9,8,13,シュフルール,牝4,55,津村明秀,1:48.9,1/2,**,9-10-10-10,37.5,32.9,10,462(-6),,,,[東] 上原博之,臼田浩義,,200601010209
10,6,10,トーセンジョウオー,牝5,55,北村宏司,1:49.1,1.1/2,**,3-4-2-5,38.4,115.5,12,504(-12),,,,[東] 国枝栄,島川隆哉,,200601010209
11,2,2,タッチザピーク,牝3,52,岩田康誠,1:49.4,1.3/4,**,2-2-4-10,38.5,18.4,8,444(+12),,,,[西] 田中章博,社台レースホース,,200601010209
12,5,8,マドンナブラボー,牝3,52,高井彰大,1:49.6,1,**,13-13-13-14,37.5,92.2,11,456(+2),,,,[西] 新川恵,宮内牧場,,200601010209
13,8,14,ホウザングラマー,牝7,55,加藤士津,1:50.8,7,**,8-8-6-8,39.7,402.8,14,460(-6),,,,[東] 加藤和宏,加藤豊三,,200601010209
14,4,6,アズマサンダース,牝5,55,藤岡佑介,1:52.0,7,**,1-1-1-8,41.6,18.6,9,488(+8),,,,[西] 藤岡健一,東哲次,,200601010209
