着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200701010807
1,5,7,ブリュンヒルト,牝3,52,勝浦正樹,1:46.6,,**,2-2-2-2,36.7,3.3,1,438(+4),,,,[西] 加用正,グリーンファーム,740.0,200701010807
2,8,12,コンゴウマドンナ,牝4,55,津村明秀,1:46.6,クビ,**,3-3-2-2,36.7,18.6,7,444(+2),,,,[東] 相沢郁,金岡久夫,300.0,200701010807
3,2,2,ラインジュエル,牝3,52,岩田康誠,1:47.2,3.1/2,**,8-6-6-4,37.0,3.9,2,464(0),,,,[東] 根本康広,大澤繁昌,190.0,200701010807
4,4,4,ケリーズナカヤマ,牝6,55,藤田伸二,1:47.3,1/2,**,6-6-7-7,37.0,26.8,8,454(-6),,,,[東] 武藤善則,中山牧場,110.0,200701010807
5,1,1,ライトモーション,牝4,52,黛弘人,1:47.5,1.1/2,**,12-12-11-11,36.8,105.2,12,426(+4),,,,[東] 高松邦男,柳橋俊昭,74.0,200701010807
6,7,10,メイショウルイーズ,牝4,52,小島太一,1:47.6,クビ,**,6-6-7-7,37.3,6.9,4,510(-4),,,,[東] 小島太,松本好雄,,200701010807
7,7,11,アドマイヤヒラリー,牝5,55,上村洋行,1:47.8,1.1/4,**,5-5-4-4,37.8,17.7,6,462(-4),,,,[西] 橋田満,近藤利一,,200701010807
8,6,8,イノチノアカリ,牝3,52,横山典弘,1:48.0,1.1/2,**,13-13-11-9,37.3,8.5,5,436(-4),,,,[西] 武邦彦,小林祥晃,,200701010807
9,4,5,ハナイチリン,牝4,55,池添謙一,1:48.1,クビ,**,1-1-1-1,38.3,4.6,3,482(+16),,,,[西] 飯田雄三,セゾンレースホース,,200701010807
10,5,6,ノーメイク,牝4,55,松田大作,1:48.1,クビ,**,3-3-4-4,38.1,52.2,9,460(0),,,,[西] 松永幹夫,藤本幸雄,,200701010807
11,6,9,フジファレノプシス,牝4,55,武幸四郎,1:49.4,8,**,11-9-9-11,38.9,63.4,11,476(0),,,,[東] 中野栄治,藤田達男,,200701010807
12,3,3,グランドアワード,牝3,52,秋山真一,1:49.5,1/2,**,9-9-9-9,39.0,56.9,10,512(+28),,,,[東] 二本柳俊,グランド牧場,,200701010807
13,8,13,クリノビッグタイム,牝3,49,佐藤聖也,1:49.8,1.3/4,**,9-9-11-13,39.0,176.5,13,434(-2),,,,[東] 内藤一雄,栗本博晴,,200701010807
