着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803010110
1,1,1,ホワイトピルグリム,牡3,56,赤木高太,1:48.9,,**,11-12-9-8,36.4,7.5,4,450(-2),,,,[西] 鮫島一歩,ターフ・スポート,1035.7,200803010110
2,8,12,トレノクリスエス,牡3,56,二本柳壮,1:48.9,クビ,**,8-8-5-3,36.7,6.5,3,454(-6),,,,[東] 伊藤正徳,廣崎利洋,410.2,200803010110
3,3,3,オリジナルフェイト,牡3,56,中舘英二,1:49.0,クビ,**,3-4-3-2,37.2,2.6,1,530(0),,,,[西] 中竹和也,前田幸治,255.1,200803010110
4,5,6,マイネルファルケ,牡3,56,津村明秀,1:49.1,3/4,**,1-1-1-1,37.5,13.5,6,504(0),,,,[東] 萱野浩二,サラブレッドクラブ・ラフィアン,150.0,200803010110
5,6,8,ダイワジャンヌ,牝3,54,的場勇人,1:49.3,1.1/2,**,5-6-5-3,37.1,11.1,5,424(-4),,,,[東] 的場均,大城敬三,100.0,200803010110
6,4,4,ネオスピリッツ,牡3,56,青木芳之,1:49.4,3/4,**,9-8-5-7,37.2,3.8,2,456(-6),,,,[東] 藤沢和雄,サンデーレーシング,,200803010110
7,5,5,ベストオーカン,牡3,56,木幡初広,1:49.4,ハナ,**,11-10-11-9,36.8,60.2,10,466(-4),,,,[東] 藤原辰雄,中村泰三,,200803010110
8,6,7,マイネルインゼル,牡3,56,藤岡康太,1:49.6,1,**,3-2-3-3,37.7,14.1,7,460(+4),,,,[西] 宮徹,サラブレッドクラブ・ラフィアン,,200803010110
9,2,2,マイサイドキック,牡3,56,松田大作,1:50.0,2.1/2,**,7-6-8-9,37.7,62.1,11,488(0),,,,[西] 岩元市三,井堂孝純,,200803010110
10,7,9,シゲルアコガレ,牡3,56,中村将之,1:50.1,1/2,**,10-10-12-12,37.2,55.3,9,472(+2),,,,[西] 加藤敬二,森中蕃,,200803010110
11,7,10,シュロ,牡3,56,田中健,1:50.1,クビ,**,5-5-9-11,37.6,172.7,12,446(-2),,,,[西] 小島貞博,池田豊治,,200803010110
12,8,11,ゲイリーライアン,牡3,56,長谷川浩,1:51.1,6,**,2-2-2-3,39.4,51.6,8,474(+6),,,,[西] 安田伊佐,中村浩章,,200803010110
