着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806030203
1,7,14,ファイナルスコアー,牡3,56,大野拓弥,1:11.8,,**,2-2,37.4,1.4,1,494(0),,,,[東] 杉浦宏昭,社台レースホース,500.0,200806030203
2,8,15,ニシノシズル,牝3,54,今野忠成,1:12.8,6,**,4-4,37.9,36.3,5,438(-2),,,,[東] 清水英克,西山茂行,200.0,200806030203
3,7,13,ラピッドボーイ,牡3,55,田中博康,1:13.2,2.1/2,**,2-3,38.9,6.0,2,522(-6),,,,[東] 清水利章,柳井正,130.0,200806030203
4,3,5,ツクバグランディ,牡3,56,勝浦正樹,1:13.4,1,**,8-6,37.8,14.3,4,488(0),,,,[東] 松山康久,荻原昭二,75.0,200806030203
5,6,12,ウインペイシェント,セ3,53,千葉直人,1:13.4,クビ,**,8-9,37.8,84.9,7,492(0),,,,[東] 後藤由之,ウイン,50.0,200806030203
6,4,7,ホットスウェル,牝3,54,佐藤哲三,1:13.7,1.3/4,**,7-7,38.3,6.2,3,474(-4),,,,[東] 相沢郁,吉澤克己,,200806030203
7,4,8,ローレルウェンス,牡3,56,江田照男,1:13.7,クビ,**,1-1,39.4,51.5,6,466(+2),,,,[東] 菊川正達,ローレルレーシング,,200806030203
8,2,3,パラディフルール,牝3,54,北村宏司,1:14.2,3,**,14-15,37.6,226.4,10,462(0),,,,[東] 勢司和浩,中田和宏,,200806030203
9,3,6,アカテブクロ,牡3,56,津村明秀,1:14.4,1.1/2,**,10-9,38.6,98.2,8,484(-2),,,,[東] 武市康男,栗山良子,,200806030203
10,8,16,セントラルジョイ,セ3,56,菊沢隆徳,1:14.6,1,**,5-5,39.5,230.7,11,442(-10),,,,[東] 岩城博俊,玉井英夫,,200806030203
11,6,11,ナギサノハナ,牝3,54,吉田豊,1:15.2,3.1/2,**,10-11,39.4,354.5,15,420(+6),,,,[東] 和田正道,河内孝夫,,200806030203
12,5,9,キタサンフシチョウ,牝3,54,武士沢友,1:15.3,クビ,**,12-12,39.2,327.8,14,448(-2),,,,[東] 中野渡清,大野商事,,200806030203
13,1,2,クレバーマリリン,牝3,54,田中勝春,1:15.3,ハナ,**,14-14,38.8,105.9,9,452(0),,,,[東] 石毛善彦,田邉正明,,200806030203
14,5,10,ビコーアリス,牝3,54,石神深一,1:15.3,ハナ,**,5-7,40.1,392.7,16,442(-2),,,,[東] 堀井雅広,レジェンド,,200806030203
15,1,1,リリックス,牝3,54,高橋智大,1:15.8,3,**,16-16,38.9,311.0,13,430(-4),,,,[東] 斎藤誠,ミルファーム,,200806030203
16,2,4,バシケーン,牡3,56,大庭和弥,1:16.0,1.1/4,**,12-12,40.0,266.0,12,428(-6),,,,[東] 高橋義博,石橋英郎,,200806030203
