着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706030509
1,1,1,プレミアムボックス,牡4,56,武豊,1:08.3,,**,12-12,33.6,1.7,1,508(-10),,,,[東] 上原博之,社台レースホース,1510.1,200706030509
2,8,13,レオハスラー,牡6,57,村田一誠,1:08.4,3/4,**,7-6,34.1,9.2,4,520(-2),,,,[東] 萱野浩二,レオ,598.6,200706030509
3,3,3,クラシカルウィーク,牡6,54,柴山雄一,1:08.4,アタマ,**,9-6,34.0,25.0,7,484(-2),,,,[東] 田村康仁,サンデーレーシング,374.3,200706030509
4,4,4,レインボーロマンス,牝6,52,後藤浩輝,1:08.4,クビ,**,9-10,33.9,36.7,8,462(0),,,,[東] 佐々木亜,賀張中川牧場,220.0,200706030509
5,2,2,ホウライウォニング,牡7,54,池添謙一,1:08.7,1.3/4,**,12-12,33.9,56.4,10,498(-6),,,,[西] 南井克巳,橋元幸平,148.0,200706030509
6,5,6,コアレスストーム,牡4,55,勝浦正樹,1:08.8,3/4,**,2-2,35.1,16.4,5,516(+2),,,,[東] 藤原辰雄,小林昌志,,200706030509
7,7,11,シュウザンジャンプ,牡4,54,北村宏司,1:08.9,1/2,**,7-8,34.6,38.3,9,476(-4),,,,[東] 保田一隆,平光良,,200706030509
8,5,7,トウショウアタック,牡5,53,郷原洋司,1:09.0,クビ,**,9-10,34.5,78.5,11,470(+2),,,,[東] 保田一隆,トウショウ産業,,200706030509
9,8,12,フサイチバルドル,牡6,56,横山典弘,1:09.0,クビ,**,4-5,34.9,20.0,6,494(+6),,,,[東] 古賀史生,関口房朗,,200706030509
10,6,8,ナチュラルメイク,牝5,55,川田将雅,1:09.1,1/2,**,5-4,34.9,5.1,2,448(0),,,,[東] 加藤征弘,臼田浩義,,200706030509
11,4,5,ブライティアミラ,牝4,53,田中勝春,1:09.1,ハナ,**,1-1,35.4,8.6,3,448(+4),,,,[東] 菅原泰夫,小林昌志,,200706030509
12,7,10,エジプシャン,牝5,50,江田照男,1:09.3,1.1/4,**,5-8,35.1,117.2,12,418(-14),,,,[西] 加藤敬二,バンブー牧場,,200706030509
13,6,9,ピアニスト,牝6,51,大野拓弥,1:09.5,1.1/2,**,3-3,35.6,137.4,13,422(+12),,,,[東] 矢野進,小田切有一,,200706030509
