着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705030202
1,2,4,フサイチリニモ,牝3,54,安藤勝己,1:20.4,,**,13-13,36.8,2.2,1,466(-4),,,,[東] 古賀史生,関口房朗,500.0,200705030202
2,6,11,マルターズダコダ,牡3,56,松岡正海,1:21.5,7,**,12-11,38.2,69.1,11,470(0),,,,[東] 斎藤誠,藤田与志男,200.0,200705030202
3,1,2,センティード,牡3,56,鮫島良太,1:21.7,1.1/4,**,10-7,38.8,138.3,12,444(0),,,,[東] 田中清隆,キャロットファーム,130.0,200705030202
4,8,16,ゴールデンシーズ,牝3,54,柄崎将寿,1:21.7,ハナ,**,14-14,37.7,249.5,14,454(+2),,,,[東] 古賀慎明,池田豊治,75.0,200705030202
5,6,12,シルクピクシー,牝3,54,小林淳一,1:21.8,3/4,**,7-6,39.3,233.1,13,394(+2),,,,[東] 大和田稔,シルク,50.0,200705030202
6,3,5,ヨシヴァーティカル,牡3,56,福永祐一,1:21.9,クビ,**,1-1,40.3,43.7,9,426(-4),,,,[東] 嶋田潤,田辺喜彦,,200705030202
7,2,3,エイブルリーフ,牡3,56,江田照男,1:22.0,1/2,**,6-3,40.0,5.2,3,500(-14),,,,[東] 南田美知,中澤隆,,200705030202
8,3,6,ゴールデンクロフネ,牡3,56,武士沢友,1:22.1,1/2,**,8-11,38.7,62.8,10,454(0),,,,[東] 中島敏文,協栄,,200705030202
9,1,1,セレスクラージュ,牡3,56,蛯名正義,1:22.2,1/2,**,2-2,40.3,28.4,7,446(-14),,,,[東] 和田正道,岡浩二,,200705030202
10,4,7,ブルースターボウ,牝3,54,後藤浩輝,1:22.4,1.1/2,**,10-7,39.5,15.5,5,474(-6),,,,[東] 佐々木亜,荻伏レーシング・クラブ,,200705030202
11,7,14,プリズンガール,牝3,54,柴田善臣,1:22.4,クビ,**,3-5,40.2,16.2,6,434(-6),,,,[東] 柴田政人,橋本忠雄,,200705030202
12,7,13,タケデンブレイク,牡3,56,菊沢隆徳,1:22.7,1.3/4,**,8-7,39.8,447.5,16,436(0),,,,[東] 高橋義博,武市弘,,200705030202
13,5,9,エネルマリン,牝3,54,勝浦正樹,1:22.8,クビ,**,3-3,40.8,32.5,8,422(-16),,,,[東] 小桧山悟,鈴木康弘,,200705030202
14,5,10,オレニツイテコイ,牡3,56,藤田伸二,1:22.9,3/4,**,14-14,39.0,13.8,4,462(0),,,,[東] 加藤征弘,北側雅司,,200705030202
15,8,15,イガノガイセン,牡3,56,幸英明,1:23.1,1,**,16-16,38.8,310.2,15,476(+4),,,,[東] 水野貴広,五十嵐政則,,200705030202
16,4,8,シャーペンセンス,牝3,54,武豊,1:23.6,3,**,3-7,40.7,3.7,2,482(+4),,,,[東] 鈴木康弘,サンデーレーシング,,200705030202
