着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705020503
1,2,3,ティティボス,牡3,56,柴山雄一,1:26.0,,**,3-3,37.1,3.8,2,480(-6),,,,[東] 斎藤誠,冨塚善三,500.0,200705020503
2,1,1,ジェイケイセラヴィ,セ3,56,北村宏司,1:26.1,1/2,**,1-1,37.5,16.5,5,466(-10),,,,[東] 坂本勝美,小谷野次郎,200.0,200705020503
3,8,16,セイウンガジデ,牡3,56,大庭和弥,1:27.0,5,**,13-11,37.2,109.7,12,494(0),,,,[東] 中川公成,西山茂行,130.0,200705020503
4,6,11,ピーチドラフト,牝3,54,宗像徹,1:27.3,1.3/4,**,8-7,38.1,8.3,3,482(-12),,,,[東] 矢野進,エムアンドアール,75.0,200705020503
5,5,10,ナスノオスカー,牡3,56,小牧太,1:27.3,アタマ,**,3-3,38.4,24.4,7,464(+9),,,,[東] 矢野照正,那須野牧場,50.0,200705020503
6,8,15,ダッシュタイカン,牡3,56,安藤光彰,1:27.5,1.1/4,**,6-5,38.4,15.0,4,486(+8),,,,[東] 戸田博文,石橋松蔵,,200705020503
7,6,12,トゥルーノース,牡3,56,横山典弘,1:27.5,クビ,**,8-5,38.4,1.9,1,484(-8),,,,[東] 堀宣行,広尾レース,,200705020503
8,4,8,ビッグセンチュリー,牡3,56,小林淳一,1:28.2,4,**,12-13,38.2,499.7,15,434(+2),,,,[東] 内藤一雄,ビッグ,,200705020503
9,7,13,キングハーバー,牡3,56,勝浦正樹,1:28.6,2.1/2,**,15-15,37.1,67.7,11,502(0),,,,[東] 中野栄治,勝一愛馬倶楽部,,200705020503
10,5,9,サークルゲーム,牡3,53,千葉直人,1:28.7,1/2,**,6-7,39.4,44.9,9,444(0),,,,[東] 成島英春,上野武,,200705020503
11,3,5,カキノタネ,セ3,56,武士沢友,1:28.8,1/2,**,14-14,38.6,192.5,13,438(0),,,,[東] 中野渡清,加藤信之,,200705020503
12,7,14,ゾルトンワージ,牡3,56,田中剛,1:29.3,3,**,11-9,39.9,20.0,6,460(-2),,,,[東] 岩戸孝樹,山下新一,,200705020503
13,1,2,ヤマニンフォルテ,牡3,56,五十嵐雄,1:29.7,2.1/2,**,16-16,37.9,541.8,16,438(-6),,,,[東] 星野忍,土井薫,,200705020503
14,2,4,トルネードウェイ,牝3,51,田中博康,1:30.8,7,**,10-10,41.2,53.7,10,454(0),,,,[東] 秋山雅一,コオロ,,200705020503
15,3,6,レッドコサージュ,牝3,51,的場勇人,1:31.1,1.3/4,**,5-11,41.3,309.1,14,420(0),,,,[東] 高橋祥泰,ヒダカ・ブリーダーズ・ユニオン,,200705020503
16,4,7,ショウナンライジン,牡3,56,吉田豊,1:32.4,8,**,2-2,43.7,25.6,8,496(+2),,,,[東] 大久保洋,国本哲秀,,200705020503
