着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050612
1,2,3,ホーマンオブジェ,牡7,57,勝浦正樹,1:37.5,,**,11-7,36.8,10.8,6,508(-4),,,,[西] 安田隆行,久保久人,1050.0,200705050612
2,8,15,アドマイヤミラクル,牡4,57,上村洋行,1:38.2,4,**,8-7,37.5,6.3,2,494(-2),,,,[西] 藤沢則雄,近藤利一,420.0,200705050612
3,3,5,ゴールドオアシス,牝4,55,田中勝春,1:38.6,2.1/2,**,11-15,37.5,6.6,3,472(-12),,,,[東] 嶋田功,福島実,260.0,200705050612
4,1,1,トーセンゴライアス,牡3,56,小野次郎,1:38.7,クビ,**,2-2,38.5,10.6,5,562(+6),,,,[東] 増沢末夫,島川隆哉,160.0,200705050612
5,8,16,アグネスクラウン,牡7,57,松岡正海,1:38.7,ハナ,**,10-7,38.0,99.0,13,468(+2),,,,[西] 藤岡健一,渡辺孝男,105.0,200705050612
6,7,14,フィールドオアシス,牡4,57,柴田善臣,1:38.8,クビ,**,5-3,38.5,2.2,1,458(+8),,,,[東] 池上昌弘,吉田照哉,,200705050612
7,6,11,エドノドリーム,牡6,57,吉田豊,1:39.1,1.3/4,**,14-11,38.1,49.2,10,458(+4),,,,[東] 内藤一雄,遠藤喜松,,200705050612
8,1,2,ヤマビコ,牝3,52,田中博康,1:39.2,1/2,**,16-16,37.9,39.3,9,484(-4),,,,[東] 小桧山悟,江川伸夫,,200705050612
9,5,10,テンジンダイカグラ,牡4,57,石神深一,1:39.4,1,**,11-11,38.4,19.0,7,474(+2),,,,[東] 矢野照正,テンジン,,200705050612
10,5,9,コパノカチドキ,牡4,54,小島太一,1:39.4,クビ,**,5-3,39.1,29.0,8,492(-2),,,,[東] 小島太,小林祥晃,,200705050612
11,3,6,ランタナ,牝5,52,池崎祐介,1:39.5,クビ,**,15-11,38.6,98.9,12,444(+12),,,,[東] 大江原哲,永野千枝子,,200705050612
12,6,12,タケデンノキボー,牡6,57,吉永護,1:39.8,2,**,8-6,39.3,58.8,11,512(+2),,,,[東] 奥平雅士,武市弘,,200705050612
13,4,8,ワールドサンボーイ,セ8,57,田中剛,1:39.9,3/4,**,2-7,39.2,177.8,14,492(-8),,,,[東] 中島敏文,大澤毅,,200705050612
14,4,7,ロイヤルブリーズ,セ5,57,柴山雄一,1:39.9,ハナ,**,7-3,39.5,251.4,15,466(+4),,,,[東] 武藤善則,社台レースホース,,200705050612
15,7,13,タイキスピリッツ,牡5,57,北村宏司,1:40.4,3,**,1-1,40.3,9.0,4,508(0),,,,[東] 藤沢和雄,大樹ファーム,,200705050612
16,2,4,ニシノシンフォニー,牡7,57,大庭和弥,1:42.4,大,**,2-11,41.5,269.7,16,494(-8),,,,[東] 奥平雅士,西山茂行,,200705050612
