着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706010611
1,5,10,アイルラヴァゲイン,牡5,58.5,松岡正海,1:08.1,,**,3-3,34.7,4.9,2,518(0),,,,[東] 手塚貴久,齊藤四方司,1869.2,200706010611
2,2,3,アドマイヤカリブ,牡4,57,後藤浩輝,1:08.5,2.1/2,**,8-5,34.8,3.2,1,500(+2),,,,[東] 小島太,近藤利一,741.2,200706010611
3,7,14,ペニーホイッスル,牝5,55,柴田善臣,1:08.6,1/2,**,15-15,34.3,8.0,4,466(+4),,,,[東] 松山康久,キャロットファーム,465.6,200706010611
4,1,1,エアニックス,牡5,57,勝浦正樹,1:08.7,1/2,**,11-9,34.8,5.2,3,478(0),,,,[西] 伊藤雄二,ラッキーフィールド,270.0,200706010611
5,4,8,スパイン,牡5,55,吉田隼人,1:08.8,1/2,**,3-9,35.4,15.2,7,468(+12),,,,[東] 堀井雅広,西森鶴,183.0,200706010611
6,1,2,ダイワフォーチュン,牡8,55,北村宏司,1:08.9,1/2,**,14-9,34.9,21.8,9,482(0),,,,[東] 増沢末夫,大城敬三,,200706010611
7,8,16,レオニダス,牡7,55,田中剛,1:09.0,1/2,**,15-15,34.7,36.2,10,528(+12),,,,[東] 小島太,サンデーレーシング,,200706010611
8,6,12,アンブロワーズ,牝5,54,小林淳一,1:09.0,クビ,**,11-9,35.1,171.5,16,472(-12),,,,[西] 平田修,サンデーレーシング,,200706010611
9,3,5,クリノワールド,牡6,57,蛯名正義,1:09.1,3/4,**,8-8,35.4,11.4,5,488(-4),,,,[西] 橋口弘次,栗本博晴,,200706010611
10,5,9,ケイエスアイ,牝7,51,難波剛健,1:09.2,クビ,**,10-9,35.4,65.0,11,494(+12),,,,[西] 高橋成忠,キヨシサービス,,200706010611
11,3,6,モアザンベスト,牝5,52,木幡初広,1:09.3,3/4,**,7-5,35.7,83.3,13,492(+6),,,,[東] 二ノ宮敬,飯田政子,,200706010611
12,6,11,チリエージェ,牝6,53,柴山雄一,1:09.3,クビ,**,3-5,36.0,19.4,8,440(-10),,,,[西] 小野幸治,ヒダカ・ブリーダーズ・ユニオン,,200706010611
13,4,7,ニシノアンサー,牡4,53,的場勇人,1:09.4,クビ,**,11-14,35.5,76.8,12,488(+2),,,,[東] 奥平真治,西山茂行,,200706010611
14,2,4,レイズアンドコール,牝6,52,石橋脩,1:09.4,クビ,**,1-2,36.3,127.8,14,432(+2),,,,[東] 手塚貴久,高橋修身,,200706010611
15,7,13,トップパシコ,牡7,56,郷原洋司,1:09.7,1.3/4,**,2-1,36.6,154.3,15,508(+4),,,,[東] 佐藤全弘,酒井芳秀,,200706010611
16,8,15,サンデーサンライズ,牝5,52,吉田豊,1:10.1,2.1/2,**,3-3,36.8,12.2,6,432(-4),,,,[西] 石坂正,松岡隆雄,,200706010611
