着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805030608
1,2,4,マルターズマゼル,牡4,57,吉田豊,1:24.5,,**,13-11,35.5,9.0,4,438(-4),,,,[東] 天間昭一,藤田与志男,740.0,200805030608
2,5,9,アグネスポライト,牡4,54,三浦皇成,1:25.1,3.1/2,**,4-3,37.0,7.6,3,476(-18),,,,[西] 森秀行,渡辺孝男,300.0,200805030608
3,3,5,ピーチドラフト,牝4,55,木幡初広,1:25.2,1/2,**,7-5,36.8,26.8,7,488(+4),,,,[東] 粕谷昌央,エムアンドアール,190.0,200805030608
4,4,7,ヤマニンプロローグ,牝4,55,後藤浩輝,1:25.3,3/4,**,9-8,36.7,44.7,9,502(-2),,,,[東] 佐々木亜,土井肇,110.0,200805030608
5,1,1,シーガルサリー,牝4,55,福永祐一,1:25.4,クビ,**,11-9,36.6,24.2,6,450(-4),,,,[東] 堀宣行,齊藤四方司,74.0,200805030608
6,4,8,スコルピオンキッス,牝4,55,蛯名正義,1:25.5,3/4,**,2-2,37.5,1.7,1,460(-2),,,,[東] 鹿戸雄一,社台レースホース,,200805030608
7,7,13,エムアイティアラ,牝4,55,武士沢友,1:25.8,2,**,13-11,36.8,53.0,10,474(+12),,,,[東] 佐々木亜,礒川正明,,200805030608
8,8,16,ツーオブキング,牡4,57,内田博幸,1:26.0,3/4,**,1-1,38.0,5.5,2,510(+4),,,,[東] 尾形充弘,前川企画,,200805030608
9,6,11,カーリアンダンス,セ4,57,武豊,1:26.2,1,**,5-3,38.1,29.8,8,486(-8),,,,[東] 池上昌弘,伊藤誠吉,,200805030608
10,8,15,デュカス,牡5,57,岩田康誠,1:26.6,2.1/2,**,2-5,38.3,53.3,11,482(-12),,,,[西] 友道康夫,吉田勝己,,200805030608
11,6,12,パッパターチ,牡4,57,鈴来直人,1:27.2,3.1/2,**,11-11,38.1,389.0,15,470(+4),,,,[東] 松山将樹,伊藤信之,,200805030608
12,5,10,ルクラージュ,牝4,52,宮崎北斗,1:27.3,1/2,**,9-11,38.3,304.0,13,520(+14),,,,[東] 境征勝,ヒダカ・ブリーダーズ・ユニオン,,200805030608
13,3,6,アップグレーデッド,牡4,57,加藤士津,1:27.3,ハナ,**,5-5,38.9,19.1,5,476(+8),,,,[東] 加藤和宏,大樹ファーム,,200805030608
14,1,2,オペラアンドワルツ,牝4,55,石橋脩,1:27.3,クビ,**,7-9,38.6,364.3,14,432(-13),,,,[東] 清水英克,高橋修身,,200805030608
15,2,3,マルゼンデピュティ,牡5,54,丸田恭介,1:28.6,8,**,15-15,39.0,290.7,12,476(-8),,,,[東] 岩城博俊,佐々木忠義,,200805030608
除,7,14,バトルスクワート,牡4,57,藤田伸二,,,**,,,---,,470(-2),,,,[西] 本田優,宮川秋信,,200805030608
