着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050802
1,8,10,ウォーターボーイズ,牡2,55,安藤勝己,1:40.7,,**,3-3,39.1,2.0,1,484(-2),,,,[東] 藤沢和雄,山本英俊,500.0,200705050802
2,1,1,アポロマハル,牡2,55,後藤浩輝,1:40.8,1/2,**,1-1,39.4,13.5,4,502(0),,,,[東] 柴崎勇,アポロサラブレッドクラブ,200.0,200705050802
3,7,7,リネンホーク,セ2,55,村田一誠,1:41.4,3.1/2,**,7-6,39.4,14.2,5,468(0),,,,[東] 南田美知,戸山光男,130.0,200705050802
4,4,4,シンボリバスティア,牡2,55,岩田康誠,1:41.5,3/4,**,4-4,39.6,32.0,7,472(+4),,,,[東] 畠山吉宏,和田容子,75.0,200705050802
5,8,9,ダンシングバッカス,牡2,55,藤田伸二,1:41.6,3/4,**,2-2,40.1,7.7,3,490(+2),,,,[東] 鈴木康弘,池谷誠一,50.0,200705050802
6,5,5,キクジロウ,牡2,55,横山典弘,1:41.8,3/4,**,8-6,39.8,43.0,8,498(+10),,,,[東] 高市圭二,陣内孝則,,200705050802
7,3,3,コアグリーン,牡2,55,松岡正海,1:42.0,1,**,8-6,39.9,77.4,9,466(+8),,,,[東] 相沢郁,斎藤光政,,200705050802
8,6,6,トラストミツル,牡2,55,田中勝春,1:42.0,クビ,**,10-9,39.7,25.4,6,514(+10),,,,[東] 河野通文,菅波雅巳,,200705050802
9,2,2,キクノサリーレ,牡2,55,蛯名正義,1:42.5,3,**,4-4,40.6,2.8,2,484(-6),,,,[東] 加賀武見,菊池五郎,,200705050802
10,7,8,ミュージカルボーイ,牡2,55,小野次郎,1:44.1,10,**,6-10,41.3,147.7,10,476(0),,,,[東] 沢峰次,長谷川兼美,,200705050802
