着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803030501
1,2,3,チェアユーアップ,牝2,51,丸田恭介,1:10.6,,**,10-10,35.5,9.2,4,438(+6),,,,[東] 稗田研二,岡田将一,500.0,200803030501
2,8,15,コウユールージュ,牝2,54,赤木高太,1:10.7,1/2,**,4-6,36.1,18.5,7,442(+2),,,,[西] 大根田裕,加治屋康雄,200.0,200803030501
3,6,11,パピオンライン,牝2,54,津村明秀,1:11.1,2.1/2,**,7-7,36.3,12.0,6,432(0),,,,[東] 武市康男,井高義光,130.0,200803030501
4,1,2,ドゥミポワント,牝2,54,西田雄一,1:11.2,1/2,**,4-3,36.6,26.0,8,454(-2),,,,[東] 斎藤誠,ミルファーム,75.0,200803030501
5,6,12,ケージーフジ,牝2,54,石橋脩,1:11.3,3/4,**,4-3,36.7,89.4,12,442(-6),,,,[東] 中野栄治,川井五郎,50.0,200803030501
6,4,8,メイブルーム,牝2,54,中村将之,1:11.4,クビ,**,15-12,35.8,9.7,5,450(-4),,,,[東] 松山将樹,下河辺隆行,,200803030501
7,3,6,コーヒーゼリー,牝2,53,田中博康,1:11.6,1.1/2,**,1-1,37.4,9.0,3,438(-6),,,,[東] 石栗龍彦,小野博郷,,200803030501
8,2,4,マイネカノン,牝2,54,丹内祐次,1:11.6,ハナ,**,7-8,36.8,51.8,10,440(0),,,,[東] 清水美波,サラブレッドクラブ・ラフィアン,,200803030501
9,7,14,メイプルマキシマム,牝2,54,大野拓弥,1:11.8,1.1/4,**,2-3,37.5,57.5,11,440(-6),,,,[東] 星野忍,節英司,,200803030501
10,8,16,ニーナ,牝2,54,田辺裕信,1:12.1,1.3/4,**,7-8,37.3,234.8,15,442(-8),,,,[東] 鈴木勝美,真部晴徳,,200803030501
11,7,13,リズムシチー,牝2,54,北村友一,1:12.4,1.3/4,**,10-11,37.3,6.9,2,440(-8),,,,[西] 清水出美,友駿ホースクラブ,,200803030501
12,5,9,ホッコーフクヒメ,牝2,51,荻野琢真,1:12.4,クビ,**,12-12,37.1,27.9,9,444(-6),,,,[西] 飯田明弘,矢部幸一,,200803030501
13,3,5,ウララカ,牝2,54,中舘英二,1:12.8,2.1/2,**,2-2,38.6,2.0,1,430(0),,,,[西] 松永幹夫,社台レースホース,,200803030501
14,4,7,インターアリオス,牝2,54,木幡初広,1:13.6,5,**,16-16,37.3,187.0,14,444(-6),,,,[東] 嶋田功,石瀬浩三,,200803030501
15,5,10,スズノヴァージニア,牝2,51,黛弘人,1:14.5,5,**,14-15,39.0,311.7,16,472(+4),,,,[東] 菅原泰夫,篠木俊二,,200803030501
16,1,1,ジェーンオースチン,牝2,51,宮崎北斗,1:14.7,1.1/4,**,12-14,39.4,117.7,13,412(+6),,,,[東] 佐藤全弘,テンジン,,200803030501
