着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806050305
1,8,12,アイアムネオ,牝2,54,吉田豊,1:37.5,,**,7-7-6,35.3,1.8,1,486(0),,,,[東] 奥平雅士,堀紘一,700.0,200806050305
2,4,4,パワーストラグル,牡2,55,勝浦正樹,1:38.0,3,**,5-5-5,35.9,27.7,6,458(0),,,,[東] 加藤征弘,グリーンファーム,280.0,200806050305
3,7,9,ワールドコンパス,牡2,54,三浦皇成,1:38.0,ハナ,**,2-3-3,36.0,4.4,2,490(0),,,,[東] 手塚貴久,齊藤四方司,180.0,200806050305
4,2,2,ワンダーベルグ,牡2,55,吉田隼人,1:38.2,1.1/4,**,5-3-3,36.2,11.0,4,442(0),,,,[東] 浅野洋一,井上修一,110.0,200806050305
5,1,1,トーセンライアン,牡2,55,五十嵐冬,1:38.4,1.1/4,**,9-8-7,36.0,12.5,5,466(0),,,,[東] 斎藤宏,島川隆哉,70.0,200806050305
6,5,5,アイティティアラ,牝2,54,木幡初広,1:38.5,3/4,**,1-1-1,36.7,124.0,10,450(0),,,,[東] 矢野照正,一ノ瀬恭,,200806050305
7,5,6,サクラサクラサクラ,牝2,54,江田照男,1:38.6,3/4,**,8-8-9,36.2,93.0,9,448(0),,,,[東] 佐々木亜,野島春男,,200806050305
8,3,3,リボーン,牝2,54,柴山雄一,1:38.9,2,**,12-12-12,35.9,171.5,12,474(0),,,,[東] 高橋義博,高橋信博,,200806050305
9,6,8,ホワイトヒロイン,牝2,54,北村宏司,1:39.0,3/4,**,2-2-2,37.2,36.3,7,434(0),,,,[東] 石栗龍彦,小野博郷,,200806050305
10,6,7,チューベローズ,牝2,54,内田博幸,1:39.2,1.1/4,**,9-10-10,36.7,5.7,3,432(0),,,,[東] 鈴木伸尋,社台レースホース,,200806050305
11,8,11,メジロサブリナ,牝2,54,横山典弘,1:39.9,4,**,2-5-7,37.8,39.2,8,410(0),,,,[東] 粕谷昌央,メジロ牧場,,200806050305
12,7,10,ピラーオブファイア,牡2,55,田中勝春,1:40.7,5,**,9-10-11,38.2,125.2,11,442(0),,,,[東] 中川公成,染谷幸雄,,200806050305
