着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705030307
1,2,2,シンボリハレー,牡4,57,北村宏司,1:22.0,,**,3-4,33.8,4.1,1,440(-2),,,,[東] 古賀慎明,シンボリ牧場,740.0,200705030307
2,5,8,ポンテペルレ,牝5,55,松岡正海,1:22.0,ハナ,**,3-5,33.6,4.4,3,472(-2),,,,[東] 小笠倫弘,グリーンファーム,300.0,200705030307
3,7,13,ショウナンタイトル,牡4,57,吉田豊,1:22.3,1.3/4,**,2-2,34.3,4.3,2,472(-8),,,,[東] 大久保洋,国本哲秀,190.0,200705030307
4,4,7,セイリングシップ,牝4,55,勝浦正樹,1:22.8,3,**,1-1,34.9,10.5,5,456(+4),,,,[東] 松永康利,キャロットファーム,110.0,200705030307
5,3,5,フュノンガルウ,牡4,57,郷原洋司,1:23.0,1,**,3-3,34.9,7.0,4,470(+2),,,,[東] 郷原洋行,伊達秀和,74.0,200705030307
6,6,10,エステヴァン,セ5,57,田中剛,1:23.3,1.3/4,**,10-8,34.5,27.5,9,460(0),,,,[東] 小島太,三嶋牧場,,200705030307
7,3,4,ギブミーアチャンス,牝4,55,吉田隼人,1:23.4,3/4,**,6-6,34.7,87.4,12,434(+1),,,,[東] 石栗龍彦,近藤正道,,200705030307
8,6,11,テントゥワン,牡4,57,二本柳壮,1:23.5,1/2,**,11-12,34.4,38.6,11,416(-6),,,,[東] 二本柳俊,宮坂五十四,,200705030307
9,8,15,タケデンサンバ,牝4,55,大庭和弥,1:23.5,クビ,**,14-14,34.3,21.7,8,456(0),,,,[東] 高橋義博,武市弘,,200705030307
10,5,9,ホリノフラワー,牝7,55,武士沢友,1:23.6,クビ,**,14-15,34.2,142.7,14,474(+6),,,,[東] 菅原泰夫,堀川義雄,,200705030307
11,7,12,メアリーステラ,牝4,52,田中博康,1:23.6,クビ,**,9-11,34.6,10.6,6,486(+2),,,,[東] 栗田博憲,ヤナガワ牧場,,200705030307
12,2,3,クリノハッピーデイ,牝4,55,菊沢隆徳,1:23.7,クビ,**,6-6,35.0,166.7,15,458(0),,,,[東] 高橋義博,栗本博晴,,200705030307
13,8,14,ミヤコタイガー,牡4,56,塚田祥雄,1:23.9,1.1/4,**,11-12,34.8,18.0,7,484(-6),,,,[東] 古賀慎明,吉田喜代司,,200705030307
14,4,6,クリノジャンファン,牡4,54,宮崎北斗,1:24.0,3/4,**,6-8,35.2,34.6,10,440(-2),,,,[東] 中野渡清,栗本博晴,,200705030307
15,1,1,レオブライト,セ4,57,江田照男,1:24.1,1/2,**,11-8,35.2,139.1,13,448(-7),,,,[東] 田子冬樹,田中博之,,200705030307
