着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805020205
1,5,9,フェイムロバリー,牡3,56,川田将雅,1:22.0,,**,9-8,33.9,2.7,1,484(+4),,,,[西] 小崎憲,広尾レース,700.0,200805020205
2,2,4,ソシアルグレイシー,牡3,56,横山典弘,1:22.3,2,**,6-7,34.3,5.3,3,464(0),,,,[東] 国枝栄,東京ホースレーシング,280.0,200805020205
3,6,12,ターニングポイント,牡3,56,吉田豊,1:22.4,1/2,**,2-2,35.1,36.3,9,458(+12),,,,[東] 和田正道,山上和良,180.0,200805020205
4,7,14,ネイチャーグロウ,牡3,56,四位洋文,1:22.5,1/2,**,12-11,34.0,12.1,4,462(+2),,,,[東] 佐藤全弘,井上修一,110.0,200805020205
5,1,1,ジョイフルハーバー,牡3,56,勝浦正樹,1:22.5,アタマ,**,9-8,34.3,4.1,2,520(0),,,,[東] 杉浦宏昭,小林英一,70.0,200805020205
6,3,5,ネヴァリバティ,牡3,54,浜中俊,1:22.7,1.1/4,**,1-1,35.4,37.1,10,486(-2),,,,[東] 伊藤正徳,ティーエイチ,,200805020205
7,8,16,バロンダンス,牡3,56,穂苅寿彦,1:22.7,クビ,**,4-4,35.1,49.5,12,418(+4),,,,[東] 和田正道,スピードファーム,,200805020205
8,5,10,ギンザグリングラス,牡3,56,鮫島良太,1:22.7,ハナ,**,2-3,35.2,52.8,13,444(+4),,,,[東] 天間昭一,有馬博文,,200805020205
9,7,13,エフティアクトレス,牝3,54,田中勝春,1:22.7,アタマ,**,6-5,34.8,13.6,5,434(+2),,,,[東] 粕谷昌央,吉野英子,,200805020205
10,4,8,ミサトバレー,牝3,54,武士沢友,1:22.9,1.1/4,**,14-13,34.1,40.6,11,430(+2),,,,[東] 石栗龍彦,戸部洋,,200805020205
11,3,6,グルーオン,牡3,56,内田博幸,1:23.0,1/2,**,12-13,34.3,15.3,6,468(-4),,,,[東] 鈴木伸尋,池谷誠一,,200805020205
12,1,2,ヨシサプライズ,牝3,54,柴山雄一,1:23.1,3/4,**,9-10,34.8,17.6,7,424(+2),,,,[東] 嶋田潤,田辺喜彦,,200805020205
13,2,3,サマーシルフィード,牝3,54,松岡正海,1:23.3,1.1/4,**,4-5,35.4,28.8,8,496(-4),,,,[東] 松山康久,セゾンレースホース,,200805020205
14,4,7,ミサトミラクル,牝3,53,田中博康,1:23.6,2,**,6-11,35.1,278.5,16,420(-8),,,,[東] 谷原義明,戸部洋,,200805020205
15,6,11,ウイングフット,牝3,54,北村宏司,1:24.1,3,**,15-13,35.4,69.8,14,454(-4),,,,[東] 阿部新生,加藤信之,,200805020205
16,8,15,メイクアヒット,牝3,54,戸崎圭太,1:24.2,クビ,**,15-16,35.1,265.6,15,430(+7),,,,[地] 工藤伸輔,高澤正幸,,200805020205
