着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803030209
1,8,14,ダノンジュピター,牡3,54,三浦皇成,1:44.5,,**,4-4-5-3,37.4,2.1,1,480(0),,,,[西] 佐々木晶,ダノックス,730.0,200803030209
2,3,4,ニシノウェーブ,牡5,57,田辺裕信,1:44.6,3/4,**,5-4-3-2,37.6,3.3,2,462(+4),,,,[東] 小西一男,西山茂行,290.0,200803030209
3,2,3,ピサノシェンロン,牡4,54,丸田恭介,1:45.1,3,**,12-12-9-7,37.4,6.3,3,512(0),,,,[東] 藤沢和雄,市川義美,180.0,200803030209
4,4,7,マイニングゴールド,牡4,57,石橋脩,1:45.3,1.1/4,**,2-2-1-1,38.5,12.4,5,470(+4),,,,[東] 伊藤圭三,泉俊二,110.0,200803030209
5,7,13,エミネムシチー,牡3,55,大野拓弥,1:45.3,アタマ,**,7-7-6-6,37.9,57.7,9,452(-2),,,,[東] 平井雄二,友駿ホースクラブ,73.0,200803030209
6,2,2,ピサノフジ,牡3,55,古川吉洋,1:45.4,クビ,**,9-9-9-9,37.7,32.4,6,536(+4),,,,[西] 武邦彦,市川義美,,200803030209
7,4,6,ハイパーラッシュ,牝3,50,荻野琢真,1:45.5,1/2,**,3-3-3-3,38.5,12.0,4,470(-2),,,,[西] 大久保龍,山本慎一,,200803030209
8,3,5,オンワードファイン,牡3,55,中村将之,1:45.8,2,**,12-12-13-12,37.5,269.8,15,434(-6),,,,[西] 清水出美,オンワード牧場,,200803030209
9,5,9,グレートキャプテン,牡4,57,勝浦正樹,1:45.9,クビ,**,11-11-12-11,38.1,164.5,12,474(-4),,,,[東] 小西一男,島田久,,200803030209
10,5,8,トウショウヒルズ,牡4,54,黛弘人,1:46.3,2.1/2,**,7-7-6-7,38.9,257.8,14,504(0),,,,[東] 戸田博文,トウショウ産業,,200803030209
11,1,1,カンファーライズ,牡3,55,太宰啓介,1:46.5,1.1/2,**,15-14-13-14,38.1,75.7,10,466(+8),,,,[西] 清水出美,奥村清晴,,200803030209
12,7,12,カシマレジェンド,牡3,55,高山太郎,1:47.4,5,**,12-14-15-15,38.9,210.7,13,518(-6),,,,[東] 佐藤全弘,松浦一久,,200803030209
13,8,15,マイネルパルティア,牡3,55,津村明秀,1:47.8,2.1/2,**,5-6-6-9,40.4,41.8,8,482(0),,,,[東] 武市康男,サラブレッドクラブ・ラフィアン,,200803030209
14,6,11,ヒストリー,セ4,57,北村友一,1:48.0,1.1/4,**,1-1-2-3,41.2,33.4,7,472(-6),,,,[西] 梅田智之,中村祐子,,200803030209
15,6,10,パレスエンペラー,牡4,57,西田雄一,1:48.2,1.1/4,**,9-9-9-12,40.5,132.4,11,472(-10),,,,[東] 大江原哲,西村豊,,200803030209
