着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200801010405
1,6,11,ボーダレスワールド,牡3,54,三浦皇成,1:09.8,,**,2-2,35.1,3.0,1,524(-6),,,,[東] 加藤征弘,社台レースホース,500.0,200801010405
2,3,6,カワキタライジン,牡3,56,松岡正海,1:10.3,3,**,4-3,35.5,9.0,5,458(+6),,,,[東] 相沢郁,川島吉男,200.0,200801010405
3,8,16,モエレロングラン,牡3,56,安藤勝己,1:10.5,1.1/4,**,1-1,36.2,16.5,7,506(+8),,,,[東] 河野通文,中村和夫,130.0,200801010405
4,4,8,スリータキオン,牝3,54,武英智,1:10.5,ハナ,**,13-11,34.9,21.2,8,432(-4),,,,[西] 武宏平,永井商事,75.0,200801010405
5,2,4,バイヨン,牡3,56,岩田康誠,1:10.5,クビ,**,5-4,35.4,4.6,2,434(+2),,,,[東] 萩原清,キャロットファーム,50.0,200801010405
6,1,2,ジョーアニマート,牝3,51,荻野琢真,1:10.7,1.1/4,**,9-7,35.5,9.3,6,456(+8),,,,[東] 田村康仁,上田けい子,,200801010405
7,7,14,エムオーヒーロー,牡3,56,横山典弘,1:10.7,クビ,**,10-9,35.4,8.0,3,430(-6),,,,[東] 清水英克,大浅貢,,200801010405
8,5,9,デュークレジェンド,セ3,56,四位洋文,1:10.9,1,**,15-14,34.9,98.7,15,448(+12),,,,[東] 後藤由之,富士開発,,200801010405
9,1,1,トシアツキ,牝3,54,北村浩平,1:10.9,ハナ,**,5-6,35.9,8.3,4,430(+4),,,,[西] 藤沢則雄,上村叶,,200801010405
10,4,7,テーブルフラワー,牝3,54,秋山真一,1:11.3,2.1/2,**,5-7,36.2,33.6,9,426(-4),,,,[東] 萩原清,池谷誠一,,200801010405
11,7,13,シャトルクリスティ,牝3,54,長谷川浩,1:11.3,クビ,**,5-9,36.2,91.2,14,414(+10),,,,[西] 西浦勝一,高昭牧場,,200801010405
12,6,12,リネンエース,牡3,56,藤田伸二,1:11.4,クビ,**,10-11,36.0,37.3,10,442(0),,,,[東] 南田美知,戸山光男,,200801010405
13,5,10,フジアンドリュウ,牡3,56,大野拓弥,1:11.5,3/4,**,15-14,35.5,52.3,11,464(+12),,,,[東] 二本柳俊,小林久義,,200801010405
14,3,5,ハイブリッドスター,牡3,53,丸田恭介,1:11.6,1/2,**,14-14,35.7,53.3,12,442(0),,,,[東] 尾形充弘,杉山忠国,,200801010405
15,2,3,クレバーモーリン,牝3,53,北村友一,1:11.7,3/4,**,10-11,36.3,88.1,13,430(+10),,,,[西] 崎山博樹,田邉正明,,200801010405
16,8,15,ショットバー,牡3,56,小林徹弥,1:11.9,1.1/2,**,2-4,37.3,204.9,16,454(0),,,,[西] 武宏平,芹澤精一,,200801010405
