着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200401010312
1,3,5,メイショウシラヌイ,牡3,54,武豊,1:11.2,,,1-1,36.2,5.4,3,466(+2),,,,[西] 安達昭夫,松本好雄,1088.5,200401010312
2,2,3,ナイキクラウン,牡5,57,横山典弘,1:11.2,クビ,,10-6,35.4,24.8,7,492(-6),,,,[東] 古賀史生,小野誠治,431.0,200401010312
3,6,10,チチンプイプイ,牝4,55,藤田伸二,1:11.4,1.1/2,,4-2,36.0,2.8,1,476(-2),,,,[西] 梅内忍,田所祐,265.5,200401010312
4,6,11,アドマイヤドレス,牝3,52,芹沢純一,1:11.5,1/2,,10-6,35.7,14.8,5,458(-2),,,,[西] 橋田満,近藤利一,160.0,200401010312
5,7,13,ダービーゾーン,牝4,55,松永幹夫,1:11.6,クビ,,2-2,36.4,3.4,2,478(+2),,,,[西] 高橋成忠,ダービー社,105.0,200401010312
6,1,1,タイキイーグル,牡3,54,岡部幸雄,1:11.6,クビ,,4-4,36.1,57.0,11,454(+8),,,,[東] 蛯名信広,大樹ファーム,,200401010312
7,4,7,イケソシアル,牝5,55,小林徹弥,1:11.7,1/2,,6-6,36.1,28.5,8,468(+10),,,,[西] 土門一美,池田豊治,,200401010312
8,5,8,キクカネイチャ,牡3,54,勝浦正樹,1:11.8,3/4,,6-6,36.2,7.0,4,490(+14),,,,[東] 石毛善彦,飯島和吉,,200401010312
9,3,4,ビーマイヒーロー,牡4,57,酒井学,1:11.9,1/2,,2-5,36.6,76.0,13,438(-4),,,,[西] 服部利之,吉田修,,200401010312
10,5,9,カントリースタイル,牝4,55,武英智,1:12.0,1/2,,10-11,36.2,51.3,9,432(-2),,,,[西] 目野哲也,津村圭一,,200401010312
11,2,2,セイントオウシャン,牡4,57,武士沢友,1:12.4,2.1/2,,13-11,36.5,137.3,14,478(-8),,,,[東] 本間忍,内海正章,,200401010312
12,4,6,タマナミ,牝5,55,竹之下智,1:12.6,1,,13-14,36.6,65.7,12,418(+2),,,,[西] 佐藤正雄,西垣泰三,,200401010312
13,8,14,フジヤマビュティー,牡3,54,四位洋文,1:12.9,1.3/4,,6-6,37.3,176.7,15,454(-14),,,,[西] 森秀行,藤本龍也,,200401010312
14,7,12,アメイジングバイオ,牝4,55,千田輝彦,1:12.9,クビ,,6-11,37.2,53.5,10,452(+10),,,,[西] 藤原英昭,バイオ,,200401010312
15,8,15,エーケーロイヤル,牡3,54,和田竜二,1:13.5,3.1/2,,13-14,37.6,23.5,6,492(0),,,,[西] 五十嵐忠,桂土地,,200401010312
