着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703010312
1,8,16,イケタイトル,牝5,55,田嶋翔,1:09.7,,**,7-7,36.0,4.0,2,468(-4),,,,[西] 小島貞博,池田豊治,1092.0,200703010312
2,6,12,セイヴィングス,牝4,55,津村明秀,1:09.8,1/2,**,1-1,36.6,8.5,3,470(0),,,,[東] 武市康男,松平恭司,432.0,200703010312
3,5,9,ベレッツァ,牝4,55,浜中俊,1:09.9,1/2,**,2-2,36.7,15.6,4,434(-6),,,,[西] 中尾正,ターフ・スポート,266.0,200703010312
4,4,8,ワイルドオーキッド,牝4,55,武士沢友,1:09.9,ハナ,**,10-10,36.0,83.6,13,452(-6),,,,[東] 岩戸孝樹,ヒダカ・ブリーダーズ・ユニオン,160.0,200703010312
5,5,10,スプリングタピアン,牝5,55,吉田隼人,1:10.0,3/4,**,7-7,36.4,1.9,1,464(-2),,,,[東] 上原博之,加藤春夫,105.0,200703010312
6,4,7,バブルファンタジー,牝5,55,菊沢隆徳,1:10.2,1,**,10-11,36.2,15.6,5,456(-10),,,,[西] 矢作芳人,社台レースホース,,200703010312
7,8,15,ベルモントソナタ,牝4,55,安藤光彰,1:10.2,クビ,**,13-13,36.0,83.4,12,422(+4),,,,[東] 菊川正達,ベルモントファーム,,200703010312
8,7,14,サフランキセキ,牝4,55,熊沢重文,1:10.2,アタマ,**,15-14,35.7,179.7,16,432(0),,,,[西] 浜田光正,海原聖一,,200703010312
9,3,6,グラスビーナス,牝4,55,田辺裕信,1:10.3,1/2,**,4-4,36.8,70.4,11,464(-8),,,,[東] 鈴木勝美,半沢,,200703010312
10,1,1,ブルーミングデイズ,牝4,55,長谷川浩,1:10.4,1/2,**,15-16,35.9,62.9,10,446(-4),,,,[西] 白井寿昭,小野誠治,,200703010312
11,1,2,テンザンアモーレ,牝5,55,松田大作,1:10.5,3/4,**,12-14,36.4,19.0,7,440(-10),,,,[西] 藤原英昭,平野三郎,,200703010312
12,2,3,キョウエイシェル,牝5,55,石橋脩,1:10.6,1/2,**,7-7,36.9,116.5,15,428(-4),,,,[東] 柴田政人,インターナシヨナルホース,,200703010312
13,2,4,オリエンタルローズ,牝4,55,柴原央明,1:10.7,クビ,**,4-3,37.2,39.0,8,436(-2),,,,[東] 沢峰次,棚網るみ子,,200703010312
14,3,5,ソノフェリーチェ,牝4,55,小野次郎,1:10.8,3/4,**,13-12,36.6,50.2,9,438(-16),,,,[東] 菊川正達,ターフ・スポート,,200703010312
15,6,11,タツグレース,牝4,55,中舘英二,1:11.2,2.1/2,**,3-4,37.9,15.9,6,450(+6),,,,[東] 根本康広,鈴木昭作,,200703010312
16,7,13,ダイワヴィヴィアン,牝5,55,塚田祥雄,1:11.8,3.1/2,**,4-4,38.4,88.3,14,458(0),,,,[東] 増沢末夫,大城敬三,,200703010312
