着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805020802
1,1,1,ケイアイプラウド,牡3,56,岩田康誠,1:25.9,,**,3-3,37.5,3.5,2,474(0),,,,[西] 白井寿昭,亀田守弘,500.0,200805020802
2,3,6,スピードアタック,牡3,56,武豊,1:26.0,1/2,**,8-5,37.4,3.4,1,512(+12),,,,[西] 小崎憲,齋藤文男,200.0,200805020802
3,5,10,ハクバドウジ,牡3,56,内田博幸,1:26.0,クビ,**,1-1,37.9,15.8,6,516(0),,,,[東] 佐藤吉勝,ターフ・スポート,130.0,200805020802
4,4,8,タツタイコウ,牡3,55,北村友一,1:26.5,3,**,10-12,37.5,55.0,9,496(+8),,,,[東] 根本康広,鈴木昭作,75.0,200805020802
5,4,7,トムトム,牡3,56,後藤浩輝,1:26.6,クビ,**,15-13,37.2,6.7,4,496(0),,,,[東] 国枝栄,金子真人ホールディングス,50.0,200805020802
6,2,4,セラマットパオ,牝3,54,武士沢友,1:26.7,3/4,**,16-15,37.0,246.7,15,390(+4),,,,[東] 西塚安夫,島田久,,200805020802
7,6,12,マイネルメテオール,牡3,56,柴山雄一,1:26.8,3/4,**,5-5,38.2,16.1,7,522(+4),,,,[東] 栗田博憲,サラブレッドクラブ・ラフィアン,,200805020802
8,3,5,エーシンリードモア,牝3,54,吉田豊,1:26.9,クビ,**,5-5,38.4,11.8,5,502(+4),,,,[東] 畠山吉宏,平井宏承,,200805020802
9,6,11,ヤマノテイオー,牡3,56,安藤勝己,1:26.9,クビ,**,2-2,38.7,4.7,3,552(+4),,,,[東] 相沢郁,澤村敏雄,,200805020802
10,7,13,デザートジョオー,牝3,54,吉田隼人,1:27.1,1.1/4,**,12-10,38.2,110.4,11,428(+4),,,,[東] 高木登,松平正樹,,200805020802
11,5,9,スズバベル,牡3,56,勝浦正樹,1:27.3,1.1/4,**,8-8,38.6,147.0,13,494(0),,,,[東] 小西一男,小紫芳夫,,200805020802
12,8,15,アメリカンヒロイン,牝3,54,小林淳一,1:27.5,1.1/2,**,10-10,38.6,357.6,16,434(+2),,,,[東] 石栗龍彦,小野博郷,,200805020802
13,7,14,エンディアメント,牝3,54,藤田伸二,1:27.6,1/2,**,3-3,39.3,26.5,8,446(-6),,,,[東] 尾形充弘,サンデーレーシング,,200805020802
14,8,16,モリガキラリ,牝3,54,江田照男,1:28.8,7,**,14-15,39.1,120.5,12,446(0),,,,[東] 藤原辰雄,副島義久,,200805020802
15,1,2,アカテブクロ,牡3,56,蛯名正義,1:29.4,3.1/2,**,7-8,40.7,76.9,10,486(+6),,,,[東] 武市康男,栗山良子,,200805020802
16,2,3,クニノイチロー,牡3,56,大庭和弥,1:30.9,9,**,12-13,41.4,152.3,14,476(0),,,,[東] 清水美波,國立治,,200805020802
