着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601020204
1,2,4,コスモラナップ,牡3,54,武幸四郎,1:09.6,,**,3-3,35.2,16.4,6,478(+10),,,,[東] 池上昌弘,ビッグレッドファーム,500.0,200601020204
2,6,11,シゲルダイノウカイ,牡3,56,五十嵐冬,1:09.7,3/4,**,1-1,35.6,1.8,1,470(+4),,,,[西] 小原伊佐,森中蕃,200.0,200601020204
3,3,5,ライフブリーズ,牝3,54,藤岡佑介,1:10.0,1.3/4,**,12-11,34.7,11.5,5,432(+4),,,,[東] 稗田研二,岡田牧雄,130.0,200601020204
4,5,10,バーンファイター,牡3,56,川島信二,1:10.0,クビ,**,9-7,35.1,59.1,11,450(-14),,,,[西] 中竹和也,ノースヒルズマネジメント,75.0,200601020204
5,4,8,タケデンサンバ,牝3,54,小林徹弥,1:10.0,ハナ,**,10-7,35.0,11.4,4,464(+10),,,,[東] 高橋義博,武市弘,50.0,200601020204
6,2,3,プラナグリーン,牝3,54,柴山雄一,1:10.1,クビ,**,6-5,35.4,9.4,3,428(-4),,,,[東] 根本康広,斎藤光政,,200601020204
7,7,14,ラキシス,牝3,54,荻野要,1:10.4,2,**,2-2,36.3,326.6,15,432(0),,,,[西] 福島信晴,佐藤明弘,,200601020204
8,1,2,ウインウラカワ,牝3,52,塚田祥雄,1:10.4,クビ,**,14-13,34.9,116.1,13,424(+4),,,,[西] 田中章博,小林牧場,,200601020204
9,4,7,トドロキカポネツー,牡3,56,田辺裕信,1:10.5,クビ,**,14-15,35.1,48.3,9,462(-10),,,,[東] 高橋義博,原田昭太郎,,200601020204
10,3,6,ロードノアール,牡3,56,柴原央明,1:10.5,ハナ,**,5-5,35.9,107.7,12,464(+6),,,,[西] 池添兼雄,ロードホースクラブ,,200601020204
11,8,15,マザーリーフ,牝3,54,藤田伸二,1:10.5,クビ,**,3-3,36.2,4.8,2,436(0),,,,[西] 伊藤雄二,太田美實,,200601020204
12,7,13,ニーニャロカ,牝3,51,黛弘人,1:10.9,2.1/2,**,12-13,35.7,51.6,10,478(+14),,,,[東] 小桧山悟,山口博司,,200601020204
13,8,16,マイネルマルス,牡3,55,津村明秀,1:10.9,クビ,**,10-11,35.9,29.8,7,448(+2),,,,[東] 畠山重則,サラブレッドクラブ・ラフィアン,,200601020204
14,6,12,ウエスタンプリート,牝3,54,芹沢純一,1:11.1,1.1/4,**,6-7,36.4,37.8,8,484(+12),,,,[西] 西浦勝一,西川賢,,200601020204
15,5,9,フィールザミリオン,牝3,54,松田大作,1:11.4,1.3/4,**,6-7,36.7,230.6,14,460(+12),,,,[東] 岩戸孝樹,櫻井正,,200601020204
16,1,1,ウィナーズステージ,牝3,54,菊沢隆徳,1:11.8,2.1/2,**,16-16,36.1,399.6,16,386(+4),,,,[東] 鈴木勝美,瀬口信正,,200601020204
