着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806050502
1,7,13,ピースエンブレム,牝2,54,松岡正海,1:55.2,,**,6-6-7-6,38.7,2.3,1,482(+2),,,,[東] 小島茂之,キャロットファーム,500.0,200806050502
2,2,4,リュシオル,牝2,54,横山典弘,1:55.8,3.1/2,**,9-10-9-6,38.9,2.8,2,452(+2),,,,[東] 小島太,吉田勝己,200.0,200806050502
3,3,6,テクニカルラン,牝2,54,内田博幸,1:56.0,1.1/2,**,9-9-8-10,39.3,15.0,4,426(-6),,,,[東] 堀宣行,吉田照哉,130.0,200806050502
4,7,14,マチカネセキガハラ,牝2,54,後藤浩輝,1:56.4,2.1/2,**,2-2-2-2,40.4,25.3,6,472(+2),,,,[東] 伊藤正徳,細川益男,75.0,200806050502
5,6,12,ヴィトンクイーン,牝2,54,江田照男,1:56.4,クビ,**,2-5-5-4,40.1,43.3,7,492(-4),,,,[東] 矢野照正,三嶋牧場,50.0,200806050502
6,8,15,マイネフェニーチェ,牝2,51,伊藤工真,1:57.4,6,**,12-12-13-10,40.2,110.3,9,408(-4),,,,[東] 畠山重則,サラブレッドクラブ・ラフィアン,,200806050502
7,3,5,スーパーグランデラ,牝2,54,吉田豊,1:57.5,1/2,**,15-15-14-13,40.1,293.2,13,484(-4),,,,[東] 谷原義明,村山義一,,200806050502
8,1,2,ミラクルリベロ,牝2,54,丹内祐次,1:57.6,3/4,**,14-14-9-9,40.8,154.6,11,450(-4),,,,[東] 清水美波,岡田牧雄,,200806050502
9,4,7,ジョイチャイルド,牝2,54,北村宏司,1:57.9,1.3/4,**,5-4-4-4,41.7,19.2,5,448(-6),,,,[東] 相沢郁,星野壽市,,200806050502
10,2,3,ファンタジーゲート,牝2,54,吉田隼人,1:58.0,3/4,**,1-1-1-1,42.1,4.5,3,454(-6),,,,[東] 池上昌弘,矢野秀春,,200806050502
11,5,10,アサクサアドリア,牝2,54,中谷雄太,1:58.6,3.1/2,**,6-6-5-6,42.3,376.2,14,444(-8),,,,[東] 佐々木亜,田原慶子,,200806050502
12,4,8,ショウナンアデーヤ,牝2,54,柴田善臣,1:59.2,3.1/2,**,11-10-9-12,42.3,432.1,15,408(-4),,,,[東] 本間忍,国本哲秀,,200806050502
13,5,9,ヤワタトゥエンティ,牝2,54,柴山雄一,1:59.4,1.1/4,**,2-2-2-2,43.4,137.1,10,466(-12),,,,[東] 菊川正達,平岩健一,,200806050502
14,1,1,シャンパンキッス,牝2,54,村田一誠,2:01.9,大,**,12-13-14-14,44.5,89.8,8,428(+4),,,,[東] 小笠倫弘,グリーンファーム,,200806050502
15,8,16,スペシャルジュエル,牝2,54,木幡初広,2:05.6,大,**,6-8-12-15,48.6,175.2,12,462(+2),,,,[東] 平井雄二,鈴木芳夫,,200806050502
除,6,11,アッフェルグランデ,牝2,54,蛯名正義,,,**,,,---,,484(-6),,,,[東] 国枝栄,山科統,,200806050502
