着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601020404
1,6,9,ランキング,牡3,56,藤田伸二,1:46.8,,**,1-1-1-1,37.1,2.1,1,490(+2),,,,[東] 加賀武見,塩入通之,500.0,200601020404
2,6,8,マイネルマルス,牡3,56,山口竜一,1:47.5,4,**,9-9-9-7,37.2,68.2,9,458(+10),,,,[東] 畠山重則,サラブレッドクラブ・ラフィアン,200.0,200601020404
3,1,1,ミヤマリンドウ,牝3,54,横山典弘,1:47.6,1/2,**,3-3-5-3,37.7,3.5,2,470(+4),,,,[東] 加藤和宏,居城要,130.0,200601020404
4,4,5,リックチョモランマ,牡3,56,後藤浩輝,1:47.7,1/2,**,13-13-2-2,37.9,10.7,4,490(+2),,,,[東] 清水英克,斎木隆男,75.0,200601020404
5,3,3,メイルリヒト,牝3,54,藤岡佑介,1:47.8,1/2,**,3-3-5-5,37.8,41.7,7,438(+10),,,,[東] 斎藤宏,伊達秀和,50.0,200601020404
6,5,6,ミヤコノアドミラル,牡3,56,武豊,1:48.0,1.1/2,**,10-10-12-7,37.4,4.6,3,494(+4),,,,[東] 佐藤吉勝,吉田喜代司,,200601020404
7,2,2,トウカイラジカル,牡3,56,北村宏司,1:48.6,3.1/2,**,7-6-9-7,38.4,25.6,6,490(-10),,,,[東] 後藤由之,内村正則,,200601020404
8,8,12,ラインウィット,牝3,54,田辺裕信,1:48.6,クビ,**,3-3-2-6,38.8,90.4,11,454(-4),,,,[東] 根本康広,大澤繁昌,,200601020404
9,4,4,ピエナテンイヤーズ,牡3,56,小林徹弥,1:48.7,1/2,**,7-8-8-7,38.6,88.2,10,404(0),,,,[西] 谷潔,本谷兼三,,200601020404
10,5,7,シンセイヘイロ,牝3,54,勝浦正樹,1:48.8,クビ,**,12-12-13-13,38.1,238.6,12,430(-16),,,,[東] 嶋田功,伏木田達男,,200601020404
11,7,11,グランドミューズ,牝3,54,岩田康誠,1:49.1,1.3/4,**,2-2-2-3,39.3,24.6,5,434(-4),,,,[東] 伊藤伸一,グランド牧場,,200601020404
12,7,10,メイショウナタリー,牝3,51,黛弘人,1:49.8,4,**,10-11-11-11,39.3,249.1,13,454(-2),,,,[西] 中竹和也,松本好雄,,200601020404
13,8,13,キャッチアシーフ,牝3,54,柴山雄一,1:50.4,3.1/2,**,6-6-5-11,40.4,51.4,8,500(+2),,,,[西] 作田誠二,グリーンファーム,,200601020404
