着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805030603
1,8,15,コンヴィヴィオ,牡3,56,後藤浩輝,1:38.2,,**,8-6,37.0,12.9,3,490(0),,,,[西] 安田隆行,キャロットファーム,500.0,200805030603
2,4,7,ホウライブライアン,牡3,56,安藤勝己,1:38.3,1/2,**,6-6,37.0,1.5,1,460(-4),,,,[西] 南井克巳,橋元幸平,200.0,200805030603
3,1,2,ミンナデワンダー,セ3,56,吉田豊,1:38.3,クビ,**,1-1,37.7,13.1,4,458(-4),,,,[東] 和田正道,櫻井正,130.0,200805030603
4,6,12,シルクアルバス,牡3,56,石橋脩,1:38.8,3,**,11-9,37.2,125.2,12,482(-22),,,,[東] 伊藤伸一,シルク,75.0,200805030603
5,3,6,メイスンファースト,牡3,56,田中勝春,1:38.9,1/2,**,4-4,37.8,5.2,2,478(-6),,,,[東] 小島茂之,梅村浩,50.0,200805030603
6,2,4,トキメキボストン,牡3,56,吉田隼人,1:39.1,1.1/4,**,2-2,38.4,29.6,7,470(0),,,,[東] 佐藤吉勝,片岡正雄,,200805030603
7,5,9,シルクメルヴェイユ,牡3,56,田中剛,1:39.5,2.1/2,**,11-12,37.7,69.5,9,506(+6),,,,[東] 星野忍,シルク,,200805030603
8,7,14,コスモレッドホーク,牡3,56,大野拓弥,1:39.8,1.3/4,**,6-6,38.6,190.1,14,464(+8),,,,[東] 保田一隆,ビッグレッドファーム,,200805030603
9,6,11,コスモミラージュ,牡3,56,藤田伸二,1:40.2,2.1/2,**,10-9,38.5,70.4,10,458(+4),,,,[東] 稗田研二,ビッグレッドファーム,,200805030603
10,5,10,セイウンタナビク,牡3,53,三浦皇成,1:40.2,ハナ,**,11-12,38.4,32.5,8,456(+2),,,,[東] 手塚貴久,西山茂行,,200805030603
11,8,16,カラーチャージ,牡3,56,横山典弘,1:40.5,1.3/4,**,4-4,39.4,26.1,6,472(0),,,,[東] 萩原清,池谷誠一,,200805030603
12,4,8,ラヴファントム,牡3,56,岩田康誠,1:40.7,1.1/4,**,3-3,39.8,14.5,5,460(0),,,,[東] 奥平雅士,サンデーレーシング,,200805030603
13,7,13,クリーンドンダケ,牡3,56,田面木博,1:41.4,4,**,14-14,39.4,80.6,11,460(-10),,,,[東] 蛯名信広,石橋和夫,,200805030603
14,2,3,ダブルナイト,牡3,53,丸田恭介,1:41.4,クビ,**,8-9,39.8,338.7,15,474(+2),,,,[東] 天間昭一,小川弘,,200805030603
15,3,5,クリノトップロード,牡3,56,江田照男,1:43.8,大,**,15-15,40.9,360.1,16,486(+4),,,,[東] 内藤一雄,栗本博晴,,200805030603
16,1,1,タイキイットウセイ,牡3,55,田中博康,1:45.4,10,**,16-16,39.3,180.2,13,524(0),,,,[東] 高橋祥泰,大樹ファーム,,200805030603
