着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805010402
1,6,12,マルチメトリック,牝3,54,吉田豊,1:25.2,,**,2-2,37.4,5.6,4,468(0),,,,[東] 奥平雅士,キャロットファーム,700.0,200805010402
2,5,9,ウインペガサス,牝3,54,小林淳一,1:25.7,3,**,1-1,38.1,19.9,8,460(0),,,,[東] 天間昭一,小林牧場,280.0,200805010402
3,4,7,スカーレットダイヤ,牝3,54,蛯名正義,1:26.1,2.1/2,**,2-2,38.3,3.2,1,424(0),,,,[東] 勢司和浩,芹澤精一,180.0,200805010402
4,4,8,アペレジーナ,牝3,54,後藤浩輝,1:26.6,3,**,8-7,36.9,5.0,2,438(0),,,,[東] 萩原清,サンデーレーシング,110.0,200805010402
5,1,2,ショウナンバロール,牝3,54,横山典弘,1:26.7,3/4,**,4-4,37.5,5.5,3,430(0),,,,[東] 鈴木伸尋,国本哲秀,70.0,200805010402
6,5,10,エビアンビューティ,牝3,54,丹内祐次,1:27.2,3,**,5-5,37.7,161.5,14,490(0),,,,[東] 石栗龍彦,岡田隆寛,,200805010402
7,3,5,グランドグラッパ,牝3,54,田中勝春,1:27.7,3,**,8-7,38.0,13.3,6,442(0),,,,[東] 手塚貴久,グランド牧場,,200805010402
8,2,4,フジスイート,牝3,54,柴山雄一,1:28.0,1.3/4,**,10-10,37.7,100.9,13,440(0),,,,[東] 中野栄治,藤田達男,,200805010402
9,8,16,リュートフルシティ,牝3,54,安藤勝己,1:28.0,クビ,**,10-11,37.5,11.1,5,446(0),,,,[東] 堀宣行,齊藤四方司,,200805010402
10,2,3,バレリーナシチー,牝3,54,戸崎圭太,1:28.2,1.1/4,**,6-7,38.5,37.8,10,390(0),,,,[東] 田村康仁,友駿ホースクラブ,,200805010402
11,8,15,ダイメイクロフネ,牝3,54,村田一誠,1:28.2,クビ,**,13-13,37.1,31.1,9,462(0),,,,[東] 本間忍,宮本孝一,,200805010402
12,6,11,キョウエイドルチェ,牝3,54,岩部純二,1:28.2,アタマ,**,14-13,37.0,97.9,12,448(0),,,,[東] 萱野浩二,田中晴夫,,200805010402
13,7,14,メイクサーチ,牝3,54,南田雅昭,1:29.1,5,**,12-12,38.4,238.8,15,422(0),,,,[東] 南田美知,玉置辰次,,200805010402
14,3,6,タイキトライアンフ,牝3,54,柴田善臣,1:29.6,3,**,6-5,40.1,14.5,7,430(0),,,,[東] 戸田博文,大樹ファーム,,200805010402
15,7,13,ケイツーシーガル,牝3,54,田面木博,1:30.1,3,**,14-15,38.8,69.5,11,474(0),,,,[東] 保田一隆,楠本勝美,,200805010402
取,1,1,ジュエリータイム,牝3,54,郷原洋司,,,**,,,---,,計不,,,,[東] 内藤一雄,佐藤守宏,,200805010402
