着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706010412
1,4,8,マイネルエクセラン,牡5,56,吉田隼人,2:15.5,,**,14-14-15-13,35.3,5.9,3,470(+6),,,,[西] 中村均,サラブレッドクラブ・ラフィアン,740.0,200706010412
2,6,12,ユメロマン,牡5,57,田中勝春,2:15.7,1.1/2,**,7-7-4-3,36.3,3.5,1,464(-4),,,,[東] 宗像義忠,田中春美,300.0,200706010412
3,8,15,スーパーキャノン,牡4,56,柴田善臣,2:15.9,1,**,1-1-1-1,37.2,6.7,4,462(0),,,,[東] 高松邦男,星野壽市,190.0,200706010412
4,7,14,ダイワグラム,牡4,56,後藤浩輝,2:15.9,ハナ,**,11-13-12-11,36.0,15.0,7,470(-2),,,,[東] 松山康久,大城敬三,110.0,200706010412
5,4,7,ローレルナイト,牡4,56,小野次郎,2:16.0,1/2,**,9-9-9-8,36.3,8.9,5,430(+4),,,,[東] 池上昌弘,ローレルレーシング,74.0,200706010412
6,8,16,タキオンバッハ,牡4,56,蛯名正義,2:16.1,1/2,**,9-9-9-8,36.4,4.6,2,462(+4),,,,[東] 伊藤圭三,小川直司,,200706010412
7,5,10,アルゴノート,牡7,57,柴山雄一,2:16.1,ハナ,**,11-11-12-13,36.1,12.1,6,488(+4),,,,[東] 岩戸孝樹,内藤好江,,200706010412
8,2,3,ウインアルディート,セ5,57,松岡正海,2:16.1,ハナ,**,8-7-9-11,36.3,54.5,12,504(-2),,,,[東] 国枝栄,ウイン,,200706010412
9,1,1,セタガヤフラッグ,牡4,56,北村宏司,2:16.2,クビ,**,5-5-7-7,36.6,35.7,10,436(0),,,,[東] 阿部新生,千田幸信,,200706010412
10,5,9,サムライジョーイ,セ5,57,横山典弘,2:16.4,1.1/2,**,3-3-3-3,37.1,47.9,11,476(+18),,,,[東] 武市康男,加藤信之,,200706010412
11,1,2,ハバネロキャット,牝4,51,佐藤聖也,2:16.5,1/2,**,11-11-12-15,36.5,112.2,14,404(0),,,,[東] 嶋田潤,ヒダカ・ブリーダーズ・ユニオン,,200706010412
12,7,13,トーセンクルーズ,牡4,56,中舘英二,2:16.7,1,**,2-2-2-2,37.9,25.0,8,474(+8),,,,[東] 佐々木亜,島川隆哉,,200706010412
13,3,6,テツタイソン,牡4,56,郷原洋司,2:16.7,アタマ,**,14-14-7-3,37.2,203.0,15,476(+6),,,,[東] 武藤善則,高村伸一,,200706010412
14,3,5,オーベルステージュ,牡4,56,小林淳一,2:16.9,1.1/2,**,5-5-4-3,37.5,30.0,9,488(0),,,,[東] 土田稔,松本俊廣,,200706010412
15,6,11,マイネルブーバリス,牡4,53,高野和馬,2:17.0,1/2,**,4-4-4-8,37.6,99.5,13,472(-2),,,,[東] 畠山重則,サラブレッドクラブ・ラフィアン,,200706010412
16,2,4,ミツアキカッター,牡4,53,千葉直人,2:18.0,6,**,14-16-16-16,37.6,276.1,16,446(+2),,,,[東] 二本柳俊,山本光明,,200706010412
