着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806050310
1,6,8,ダイワディライト,牡4,57,北村宏司,1:09.6,,**,4-4,36.0,1.7,1,500(-2),,,,[東] 二ノ宮敬,大城敬三,1516.4,200806050310
2,7,10,アポロラムセス,牡3,56,柴田善臣,1:10.3,4,**,6-6,36.5,5.0,2,498(+4),,,,[東] 柴崎勇,アポロサラブレッドクラブ,600.4,200806050310
3,8,12,オオヒメ,牝4,55,柄崎将寿,1:10.3,クビ,**,4-5,36.6,16.3,5,530(+10),,,,[東] 柄崎孝,武田康,375.2,200806050310
4,5,6,ウエスタンビーバー,牡4,57,田中勝春,1:10.3,ハナ,**,8-8,35.8,8.0,4,486(-2),,,,[東] 境征勝,西川賢,220.0,200806050310
5,1,1,ホワイトヴェール,牝4,55,三浦皇成,1:10.6,1.3/4,**,7-7,36.4,42.6,7,452(0),,,,[東] 小西一男,下河辺隆行,148.0,200806050310
6,7,9,エイワナギ,牡5,57,柴山雄一,1:11.0,2.1/2,**,11-11,35.9,48.5,8,532(+4),,,,[東] 松山康久,永井公太郎,,200806050310
7,5,5,ファインセンテンス,牡5,57,吉田隼人,1:11.1,クビ,**,2-2,38.0,115.6,10,544(+8),,,,[東] 和田正道,前田幸治,,200806050310
8,6,7,クリアエンデバー,牡8,57,吉田豊,1:11.2,3/4,**,9-8,36.6,217.2,12,524(0),,,,[東] 大久保洋,大原詔宏,,200806050310
9,2,2,レッドスポーツカー,牡5,57,勝浦正樹,1:11.4,1.1/4,**,1-1,38.4,16.7,6,474(+4),,,,[東] 天間昭一,藤田在子,,200806050310
10,4,4,グラインダー,牡5,57,小林久晃,1:11.4,アタマ,**,11-11,36.3,121.0,11,474(0),,,,[東] 高市圭二,ヒダカ・ブリーダーズ・ユニオン,,200806050310
11,8,11,エイワムサシ,牡4,57,木幡初広,1:11.7,1.3/4,**,9-10,37.1,75.1,9,474(+2),,,,[東] 松山康久,永井公太郎,,200806050310
12,3,3,リバータウン,牡3,56,横山典弘,1:12.9,7,**,2-2,39.9,6.9,3,484(-14),,,,[西] 坂口正則,後藤繁樹,,200806050310
