着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200401020807
1,1,1,メーンエベンター,牡4,57,松永幹夫,1:46.0,,,2-2-2-1,37.9,1.4,1,454(0),,,,[西] 安田隆行,ノースヒルズマネジメント,750.0,200401020807
2,4,4,マリットチャージ,セ4,57,菊沢隆徳,1:46.7,4,,3-4-4-4,38.4,6.2,2,450(+4),,,,[東] 中野隆良,社台レースホース,300.0,200401020807
3,5,7,マイネルガーランド,牡4,57,川島信二,1:46.7,クビ,,11-11-9-7,37.8,39.7,7,494(-2),,,,[西] 安藤正敏,サラブレッドクラブ・ラフィアン,190.0,200401020807
4,2,2,エーケーロイヤル,牡3,55,松田大作,1:47.0,2,,6-4-4-2,38.7,22.8,5,498(-2),,,,[西] 五十嵐忠,桂土地,110.0,200401020807
5,4,5,スリーリターン,牡4,57,本田優,1:47.1,1/2,,8-8-7-6,38.4,7.2,3,456(+6),,,,[西] 西浦勝一,永井商事,75.0,200401020807
6,8,13,アドマイヤシェイク,セ3,55,勝浦正樹,1:47.6,3,,1-1-1-2,39.5,32.8,6,452(0),,,,[西] 友道康夫,近藤利一,,200401020807
7,7,11,ホッカイゲントク,牡5,54,加藤士津,1:47.7,1/2,,3-2-2-4,39.5,57.8,10,516(-8),,,,[東] 国枝栄,北海牧場,,200401020807
8,5,6,クラウドシチー,牡3,55,佐々木国,1:47.7,ハナ,,6-7-7-7,39.0,44.8,9,470(-2),,,,[西] 宮本博,友駿ホースクラブ,,200401020807
9,8,12,グローバルボンバー,牡3,52,藤岡佑介,1:48.0,1.3/4,,3-4-6-7,39.5,41.8,8,472(-6),,,,[西] 浅見秀一,杉山美惠,,200401020807
10,6,9,サクラスペリオール,牡3,55,武士沢友,1:48.1,1/2,,12-12-12-11,38.9,10.0,4,528(+12),,,,[東] 河野通文,さくらコマース,,200401020807
11,3,3,アルファサクセス,牡6,55,松岡正海,1:48.5,2.1/2,,8-8-9-10,39.6,239.7,13,480(-2),,,,[東] 小西一男,貴悦,,200401020807
12,6,8,ケイティビート,牝3,50,高野和馬,1:49.1,3.1/2,,13-12-12-13,39.8,200.6,12,418(+2),,,,[東] 畠山重則,瀧本和義,,200401020807
13,7,10,エイヤンナカヤマ,牡4,57,五十嵐冬,1:49.1,ハナ,,8-8-9-12,40.2,164.1,11,490(+6),,,,[東] 相沢郁,和泉信一,,200401020807
