着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200706020111
1,4,7,ジョリーダンス,牝6,55,柴田善臣,1:08.8,,**,6-6,35.4,9.2,5,476(0),,,,[東] 堀宣行,小林薫,1867.1,200706020111
2,3,5,リザーブカード,牡4,57,蛯名正義,1:08.9,3/4,**,10-12,35.2,5.8,4,492(-6),,,,[東] 栗田博憲,サンデーレーシング,740.6,200706020111
3,8,15,クリノワールド,牡6,57,上村洋行,1:09.0,クビ,**,6-7,35.7,53.9,10,496(+8),,,,[西] 橋口弘次,栗本博晴,465.3,200706020111
4,5,9,フィレンツェ,牡6,57,津村明秀,1:09.1,3/4,**,10-9,35.5,22.6,8,470(-14),,,,[西] 松元省一,サンデーレーシング,270.0,200706020111
5,2,4,アンティークコイン,牡6,57,池田鉄平,1:09.1,クビ,**,9-9,35.6,78.5,11,516(-16),,,,[西] 瀬戸口勉,社台レースホース,183.0,200706020111
6,3,6,ダイワティグリス,牡4,57,左海誠二,1:09.5,2.1/2,**,2-2,36.7,17.7,7,528(-2),,,,[東] 二ノ宮敬,大城敬三,,200706020111
7,1,2,トーヨーエーピー,牡4,57,小林淳一,1:09.6,クビ,**,10-11,36.0,162.2,14,496(+2),,,,[東] 成島英春,トーヨークラブ,,200706020111
8,4,8,アドマイヤカリブ,牡4,57,田中勝春,1:09.6,ハナ,**,4-4,36.6,3.0,1,502(+2),,,,[東] 小島太,近藤利一,,200706020111
9,7,14,エアニックス,牡5,57,内田博幸,1:09.6,クビ,**,4-4,36.5,5.4,3,480(+2),,,,[西] 伊藤雄二,ラッキーフィールド,,200706020111
10,2,3,ストーンブリッジ,牡5,57,黛弘人,1:09.6,ハナ,**,6-7,36.3,34.5,9,496(0),,,,[西] 坂口正則,後藤繁樹,,200706020111
11,6,12,ピサノアルハンブラ,牡4,57,後藤浩輝,1:09.7,クビ,**,2-3,36.9,4.8,2,498(0),,,,[西] 白井寿昭,市川義美,,200706020111
12,6,11,ダンスオブサロメ,牝5,55,石橋脩,1:09.7,クビ,**,14-14,35.8,16.1,6,430(-4),,,,[西] 岡田稲男,門野重雄,,200706020111
13,1,1,オルガス,牡4,56,吉田豊,1:10.1,2.1/2,**,1-1,37.4,86.7,12,478(0),,,,[西] 森秀行,アカデミー,,200706020111
14,8,16,ニシノアンサー,牡4,57,菊沢隆徳,1:10.1,アタマ,**,10-12,36.5,145.9,13,484(-4),,,,[東] 奥平真治,西山茂行,,200706020111
取,5,10,スパイン,牡5,57,吉田隼人,,,**,,,---,,計不,,,,[東] 堀井雅広,西森鶴,,200706020111
取,7,13,トーセンオリオン,牡7,57,加藤士津,,,**,,,---,,計不,,,,[東] 加藤和宏,島川隆哉,,200706020111
