着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200401010710
1,5,6,サクラギャラクシー,牡4,57,藤田伸二,1:46.4,,,6-5-4-3,37.5,2.5,2,466(0),,,,[西] 清水出美,さくらコマース,750.0,200401010710
2,8,12,イシヤクガルチ,牡4,57,本田優,1:47.1,4,,9-8-9-5,37.6,10.9,4,484(+2),,,,[西] 田所秀孝,瀬渡良三,300.0,200401010710
3,6,8,エリモアスリート,牡4,57,横山典弘,1:47.3,1.1/2,,4-2-1-1,38.7,2.4,1,502(-4),,,,[西] 田島良保,山本菊一,190.0,200401010710
4,8,13,ニシノゴードン,牡4,55,北村浩平,1:47.8,3,,11-10-11-7,38.1,154.8,12,452(+8),,,,[西] 宮本博,西山茂行,110.0,200401010710
5,1,1,ミラクルザヘッド,牡4,57,四位洋文,1:47.9,1/2,,1-1-2-2,39.2,5.8,3,448(+2),,,,[西] 田中章博,西浦和男,75.0,200401010710
6,7,11,サンエムテイオー,牡3,54,竹之下智,1:47.9,クビ,,7-7-7-5,38.6,19.9,5,482(+6),,,,[西] 松田正弘,松本ヒデ子,,200401010710
7,3,3,サクラプリンシパル,牡3,54,岡部幸雄,1:48.0,1/2,,11-12-13-10,38.0,28.5,7,474(-4),,,,[東] 小島太,さくらコマース,,200401010710
8,6,9,アリーテ,牝4,53,岩崎祐己,1:48.0,ハナ,,9-10-9-10,38.5,124.9,10,454(+2),,,,[西] 加藤敬二,ターフ・スポート,,200401010710
9,5,7,キラウエアシチー,牡4,57,斉藤正弘,1:48.2,1,,2-2-2-3,39.5,165.0,13,434(0),,,,[東] 内藤一雄,友駿ホースクラブ,,200401010710
10,2,2,ロトスプレンダー,牡4,57,勝浦正樹,1:48.2,クビ,,2-2-5-10,39.1,23.7,6,460(-14),,,,[東] 成島英春,國武佳博,,200401010710
11,4,4,ヴィルテュオーズ,牡3,51,松岡正海,1:48.3,クビ,,7-8-7-10,38.9,60.0,8,458(+10),,,,[東] 相沢郁,福島徳佑,,200401010710
12,4,5,ニューシティ,牡3,54,和田竜二,1:48.7,2.1/2,,4-5-5-8,39.6,127.0,11,448(-6),,,,[西] 境直行,大原詔宏,,200401010710
13,7,10,タイガーハヤテ,牡4,56,石橋脩,1:48.8,1/2,,11-12-11-8,39.1,100.4,9,494(-4),,,,[東] 吉永正人,グリーンテック,,200401010710
