着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803020402
1,8,16,ヒロノグレガ,牡3,56,柴田善臣,1:09.2,,**,1-1,37.5,8.6,4,472(+10),,,,[東] 清水美波,山内広,500.0,200803020402
2,4,8,トムアウトランダー,牡3,56,吉田隼人,1:09.6,2.1/2,**,2-2,37.9,3.3,1,474(-6),,,,[東] 佐藤吉勝,松崎勉,200.0,200803020402
3,5,10,マコトガンベロ,牡3,56,小野次郎,1:09.7,1/2,**,4-4,37.7,3.9,3,498(-6),,,,[東] 根本康広,松本俊廣,130.0,200803020402
4,5,9,タツジャガー,牡3,56,田中勝春,1:10.0,2,**,9-8,37.4,3.4,2,454(+6),,,,[東] 高市圭二,鈴木昭作,75.0,200803020402
5,2,4,パッサージュ,牡3,56,村田一誠,1:10.2,1.1/4,**,5-5,37.9,73.6,11,430(+8),,,,[東] 中川公成,染谷幸雄,50.0,200803020402
6,4,7,ボーダー,牡3,56,鷹野宏史,1:10.2,クビ,**,5-6,37.9,112.1,13,466(-8),,,,[東] 高木登,西森鶴,,200803020402
7,3,6,ナスノアタック,牡3,55,田中博康,1:10.5,1.3/4,**,2-3,38.8,31.4,8,452(-12),,,,[東] 矢野照正,那須野牧場,,200803020402
8,7,13,デルマアンタレス,牡3,56,石神深一,1:10.8,1.3/4,**,11-10,37.9,61.3,10,482(+2),,,,[東] 堀井雅広,浅沼廣幸,,200803020402
9,6,11,サクセスフルロール,牝3,51,宮崎北斗,1:11.1,2,**,13-13,37.9,138.5,15,498(-8),,,,[東] 後藤由之,吉田照哉,,200803020402
10,6,12,メイクミースマイル,牝3,54,石橋脩,1:11.2,3/4,**,15-13,37.6,217.0,16,460(+10),,,,[東] 柴田政人,泉俊二,,200803020402
11,1,1,マイネルパラスト,牡3,53,伊藤工真,1:11.2,ハナ,**,12-12,38.1,45.9,9,484(-2),,,,[東] 鈴木康弘,サラブレッドクラブ・ラフィアン,,200803020402
12,3,5,イニシュモア,牡3,56,柴山雄一,1:11.3,クビ,**,15-15,37.7,122.0,14,522(0),,,,[東] 勢司和浩,グレイドレーシング組合,,200803020402
13,2,3,テンジンコチフカバ,牡3,56,江田照男,1:11.8,3,**,9-9,39.1,14.3,5,438(-16),,,,[東] 大江原哲,テンジン,,200803020402
14,1,2,テイエムセレス,牝3,54,中舘英二,1:11.9,1/2,**,5-6,39.5,16.9,6,390(-2),,,,[西] 木原一良,竹園正繼,,200803020402
15,8,15,プライスレスブルー,牡3,56,松岡正海,1:12.5,3.1/2,**,5-10,40.2,27.6,7,518(0),,,,[東] 武市康男,ブルーマネジメント,,200803020402
16,7,14,ニシノカリスマ,牡3,56,田辺裕信,1:13.7,7,**,13-15,40.4,98.5,12,512(0),,,,[東] 上原博之,西山茂行,,200803020402
