着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601010706
1,5,7,メイショウダンディ,牡3,56,武幸四郎,1:47.4,,**,4-4-3-2,38.1,1.8,1,450(0),,,,[西] 坂口正大,松本好雄,500.0,200601010706
2,7,11,ランキング,牡3,56,秋山真一,1:47.5,3/4,**,1-1-1-1,38.5,3.7,2,488(-6),,,,[東] 加賀武見,塩入通之,200.0,200601010706
3,4,5,ミヤコノアドミラル,牡3,56,五十嵐冬,1:47.8,2,**,2-2-2-2,38.7,13.6,5,490(-12),,,,[東] 佐藤吉勝,吉田喜代司,130.0,200601010706
4,3,3,ディーエスザホープ,牡3,56,北村宏司,1:48.7,5,**,4-3-3-4,39.4,24.4,6,430(+4),,,,[東] 藤原辰雄,秋谷壽之,75.0,200601010706
5,7,10,ピエナテンイヤーズ,牡3,56,小林徹弥,1:49.7,6,**,8-7-5-5,40.1,39.6,8,404(+4),,,,[西] 谷潔,本谷兼三,50.0,200601010706
6,8,12,ラストトレジャー,牡3,56,藤田伸二,1:49.8,クビ,**,8-7-5-5,40.1,12.3,4,450(-6),,,,[東] 二ノ宮敬,社台レースホース,,200601010706
7,6,8,コンスタントレイン,牡3,53,千葉直人,1:49.9,3/4,**,8-10-12-9,38.9,170.7,10,434(-4),,,,[西] 作田誠二,福岡正城,,200601010706
8,1,1,ピュアウインド,牝3,54,武英智,1:49.9,アタマ,**,11-10-11-11,39.0,312.8,12,450(+8),,,,[東] 柄崎孝,ディアレスト,,200601010706
9,5,6,マイボーイ,牡3,55,津村明秀,1:50.0,1/2,**,13-12-8-7,39.8,118.5,9,474(0),,,,[東] 小西一男,神林幸一,,200601010706
10,2,2,センシュアリティ,牝3,54,松田大作,1:50.0,ハナ,**,6-9-9-9,39.4,32.9,7,506(-2),,,,[東] 高市圭二,キャロットファーム,,200601010706
11,6,9,マチカネカシワギ,牡3,56,川島信二,1:51.5,9,**,3-4-5-8,41.8,227.1,11,494(0),,,,[西] 池江泰郎,細川益男,,200601010706
12,4,4,エプソムバクシン,牝3,51,黛弘人,1:51.5,ハナ,**,11-12-13-12,40.3,402.7,13,450(+2),,,,[東] 笹倉武久,ジャパン・ホースマン・クラブ,,200601010706
13,8,13,ヘリテージローズ,牝3,54,岩田康誠,1:55.2,大,**,6-6-9-13,44.6,6.9,3,466(-12),,,,[東] 久保田貴,吉田勝己,,200601010706
