着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803030603
1,2,2,エヴァシャイン,牡4,57,津村明秀,1:46.9,,**,4-4-5-3,37.3,2.3,1,488(+4),,,,[東] 武市康男,田所英子,730.0,200803030603
2,1,1,ポートムテキ,牝4,55,古川吉洋,1:47.2,1.3/4,**,6-7-9-5,37.2,7.4,4,480(-4),,,,[西] 南井克巳,水戸眞知子,290.0,200803030603
3,5,9,アップカントリー,牡3,55,中舘英二,1:47.4,1.1/4,**,1-1-2-1,38.2,6.4,3,496(+4),,,,[西] 池江泰寿,金子真人ホールディングス,180.0,200803030603
4,2,3,コウメイグリーン,牡4,54,丸田恭介,1:47.5,1/2,**,10-10-14-9,37.2,56.2,10,480(-2),,,,[東] 相沢郁,斎藤光政,110.0,200803030603
5,6,11,グラスフォーユー,牡7,57,大野拓弥,1:47.5,クビ,**,6-5-5-5,37.9,32.7,9,486(+8),,,,[東] 星野忍,半沢,73.0,200803030603
6,3,4,スズカトップ,牡4,57,赤木高太,1:47.8,1.3/4,**,2-2-1-2,38.6,4.3,2,514(+10),,,,[西] 橋田満,永井啓弍,,200803030603
7,7,12,ハーベストターフ,セ5,57,中村将之,1:47.8,クビ,**,15-14-15-12,37.1,246.4,15,468(0),,,,[西] 田島良保,浅野多喜男,,200803030603
8,6,10,キングスグリーム,牡3,55,北村友一,1:48.0,1,**,5-5-8-9,38.2,71.8,12,508(+6),,,,[東] 本郷一彦,嶋田賢,,200803030603
9,3,5,スタールーセント,牡3,54,的場勇人,1:48.2,1,**,10-10-12-12,38.0,28.7,7,478(+2),,,,[東] 中野栄治,浅川皓司,,200803030603
10,4,7,ヨイチイースト,牝6,55,梶晃啓,1:48.4,1.1/2,**,6-7-9-7,38.4,15.8,5,512(+8),,,,[東] 保田一隆,加藤興一,,200803030603
11,8,15,シルクグラビティー,牡7,57,安藤光彰,1:48.6,1.1/2,**,6-7-5-9,39.0,158.0,14,444(+4),,,,[東] 石毛善彦,シルク,,200803030603
12,4,6,シルキーワイルド,牡3,52,黛弘人,1:48.6,クビ,**,3-3-2-3,39.3,17.6,6,468(+3),,,,[東] 矢野照正,シルク,,200803030603
13,8,14,ソリッドシチー,牡6,57,武英智,1:49.2,3.1/2,**,14-14-4-7,39.8,96.6,13,514(+18),,,,[西] 田所清広,友駿ホースクラブ,,200803030603
14,5,8,カシノカスケード,牡4,57,西田雄一,1:50.0,5,**,13-13-12-14,39.9,65.0,11,486(-2),,,,[西] 福永甲,柏木務,,200803030603
15,7,13,トウショウノーティ,牡5,57,菊沢隆徳,1:50.2,1.1/4,**,10-10-9-15,40.2,31.5,8,522(-6),,,,[東] 戸田博文,トウショウ産業,,200803030603
