着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601010602
1,1,1,ノボキッス,牝3,54,藤田伸二,0:59.7,,**,1-1,36.1,36.1,9,486(0),,,,[東] 阿部新生,池ばた,500.0,200601010602
2,4,4,ディープスマート,牝3,54,川島信二,1:00.1,2.1/2,**,2-2,36.4,4.1,2,448(+4),,,,[西] 田所秀孝,深見富朗,200.0,200601010602
3,8,12,シュピルマン,牡3,56,北村宏司,1:00.3,1.1/4,**,5-3,36.4,6.2,3,436(-16),,,,[東] 坂本勝美,田口廣,130.0,200601010602
4,8,11,ペプチドジャスミン,牝3,54,岩田康誠,1:00.5,1.1/4,**,3-3,36.7,2.1,1,452(+4),,,,[西] 境直行,沼川一彦,75.0,200601010602
5,7,10,ミュージカルボイス,牝3,54,横山典弘,1:00.7,1.1/2,**,7-6,36.4,17.3,6,432(+4),,,,[東] 伊藤伸一,グランド牧場,50.0,200601010602
6,5,5,アドマイヤテンシ,牝3,54,柴山雄一,1:01.1,2.1/2,**,9-8,36.5,31.9,8,448(-2),,,,[西] 藤沢則雄,近藤利一,,200601010602
7,7,9,ルスナイピンク,牡3,56,小林徹弥,1:01.2,3/4,**,9-8,36.5,15.3,5,542(+2),,,,[西] 藤岡範士,高昭牧場,,200601010602
8,6,8,ユアダイアモンド,牝3,51,黛弘人,1:01.9,4,**,3-5,38.1,8.7,4,500(+14),,,,[西] 佐藤正雄,野坂牧場,,200601010602
9,3,3,パインクール,セ3,56,本田優,1:02.0,1/2,**,11-11,37.1,23.9,7,432(0),,,,[西] 田所秀孝,松原郁次,,200601010602
10,2,2,ナムラカエデジョウ,牝3,54,荻野要,1:02.1,クビ,**,6-6,37.9,255.4,11,444(-4),,,,[西] 福島信晴,奈村信重,,200601010602
11,6,7,メイショウアピール,牡3,56,松田大作,1:02.3,1.1/2,**,12-12,37.2,372.3,12,506(+22),,,,[西] 高橋成忠,松本好雄,,200601010602
12,5,6,ベルネージュ,牝3,54,藤岡佑介,1:02.4,3/4,**,8-8,37.9,44.9,10,482(0),,,,[西] 武宏平,社台レースホース,,200601010602
