着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050106
1,8,11,メイビリーヴ,牝2,54,柴田善臣,1:36.6,,**,3-3,34.0,1.9,1,504(0),,,,[東] 松山康久,千明牧場,700.0,200705050106
2,8,10,アイルビーバウンド,牝2,54,蛯名正義,1:36.6,クビ,**,5-4,33.8,6.1,3,414(0),,,,[東] 勢司和浩,サンデーレーシング,280.0,200705050106
3,7,9,ステラーホープ,牝2,54,横山典弘,1:37.1,3,**,6-6,34.0,4.1,2,440(0),,,,[東] 本間忍,アドバンス・サッポロ,180.0,200705050106
4,3,3,サマーアクトレス,牝2,54,田中勝春,1:37.9,5,**,3-4,35.2,13.5,5,478(0),,,,[東] 宗像義忠,セゾンレースホース,110.0,200705050106
5,5,5,キラリン,牝2,54,藤田伸二,1:38.5,3.1/2,**,6-6,35.4,19.9,6,418(0),,,,[東] 小笠倫弘,岡田牧雄,70.0,200705050106
6,2,2,エクセルピクシイ,牝2,54,増沢由貴,1:38.8,1.3/4,**,1-1,36.7,12.3,4,482(0),,,,[東] 鈴木康弘,前川泰三,,200705050106
7,6,7,クリンゲルラング,牝2,54,吉田豊,1:38.9,1/2,**,8-8,35.2,113.6,10,420(0),,,,[東] 加賀武見,ヒダカファーム,,200705050106
8,4,4,パーソナルテンエイ,牝2,54,吉田隼人,1:39.4,3,**,9-10,35.3,38.4,8,466(0),,,,[東] 坂本勝美,熊坂富寿雄,,200705050106
9,6,6,ワンポイント,牝2,54,北村宏司,1:39.7,1.3/4,**,9-9,35.8,32.4,7,408(0),,,,[東] 相沢郁,木浪巖,,200705050106
10,1,1,ダイメイガール,牝2,54,後藤浩輝,1:39.8,1/2,**,2-2,37.5,39.6,9,458(0),,,,[東] 星野忍,宮本孝一,,200705050106
11,7,8,エイトフォエバー,牝2,54,村田一誠,1:40.6,5,**,11-10,36.4,181.5,11,408(0),,,,[東] 南田美知,玉置辰次,,200705050106
