着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703020808
1,2,3,セタガヤフラッグ,牡4,57,中舘英二,2:02.0,,**,3-1-1-1,37.8,8.1,4,438(+12),,,,[東] 阿部新生,千田幸信,740.0,200703020808
2,3,5,マイネルグラシュー,牡3,54,北村宏司,2:02.0,クビ,**,6-6-4-6,36.9,3.1,1,466(+4),,,,[東] 古賀慎明,サラブレッドクラブ・ラフィアン,300.0,200703020808
3,1,2,ダークフラッシュ,牡5,57,柴田善臣,2:02.1,クビ,**,13-12-15-10,36.2,7.3,3,460(0),,,,[東] 伊藤伸一,吉澤克己,190.0,200703020808
4,4,8,コスモフリーダム,牡3,54,安藤勝己,2:02.2,1/2,**,5-4-4-4,37.2,5.5,2,510(+8),,,,[東] 中野隆良,ビッグレッドファーム,110.0,200703020808
5,5,9,シルクバッカス,牡5,57,吉田隼人,2:02.2,クビ,**,15-14-12-14,36.4,14.6,7,480(-4),,,,[東] 河野通文,シルク,74.0,200703020808
6,6,11,サウスグローリー,牡6,54,宮崎北斗,2:02.3,クビ,**,7-7-6-4,37.0,122.2,14,462(+4),,,,[東] 武藤善則,南波壽,,200703020808
7,7,14,ケイアイハイタイド,牡3,54,小野次郎,2:02.5,1.1/4,**,9-10-6-6,37.2,19.4,9,484(+2),,,,[東] 柴崎勇,亀田守弘,,200703020808
8,8,15,マルタカデトリア,牡7,57,西田雄一,2:02.6,1/2,**,15-14-12-12,36.8,29.5,12,462(0),,,,[東] 沢峰次,高橋義和,,200703020808
9,4,7,エスペランサワン,牡5,57,石橋脩,2:02.7,1/2,**,11-12-9-8,37.2,24.0,10,508(0),,,,[東] 柴田政人,加藤春夫,,200703020808
10,7,13,シャドウキャスター,牝5,55,田中勝春,2:02.7,ハナ,**,8-8-11-12,37.1,11.0,5,504(-12),,,,[東] 勢司和浩,飯塚知一,,200703020808
11,1,1,ドレックセル,牡4,57,安藤光彰,2:02.7,クビ,**,11-10-9-8,37.3,12.1,6,520(-2),,,,[東] 岩城博俊,森島商事,,200703020808
12,3,6,ゴールデンジュビリ,牡3,54,小林淳一,2:03.5,5,**,1-2-2-2,39.2,53.8,13,518(+6),,,,[東] 戸田博文,ユートピア牧場,,200703020808
13,8,16,シベリアンヒート,牡4,57,後藤浩輝,2:03.6,クビ,**,2-3-3-3,38.9,28.0,11,516(+12),,,,[東] 堀井雅広,藤田与志男,,200703020808
14,5,10,セントラルボーイ,牡3,54,横山義行,2:04.7,7,**,9-9-12-14,38.9,264.7,15,480(+4),,,,[東] 岩城博俊,玉井英夫,,200703020808
15,6,12,シュガータイム,牝3,49,草野太郎,2:05.8,7,**,13-14-16-16,39.4,366.5,16,422(-4),,,,[東] 畠山重則,増田陽一,,200703020808
16,2,4,マイネルオアシス,牡3,54,吉田豊,2:06.2,2.1/2,**,3-4-6-10,41.0,18.7,8,514(+4),,,,[東] 岩戸孝樹,サラブレッドクラブ・ラフィアン,,200703020808
