着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050503
1,6,7,ニシノエモーション,牡2,55,田中勝春,2:01.7,,**,1-1-1,35.2,1.8,1,492(0),,,,[東] 手塚貴久,西山茂行,500.0,200705050503
2,7,9,マイネルジュレップ,牡2,55,吉田隼人,2:02.3,3.1/2,**,2-2-2,35.6,6.4,3,466(0),,,,[東] 堀井雅広,サラブレッドクラブ・ラフィアン,200.0,200705050503
3,1,1,マウイジャカランダ,牝2,54,藤田伸二,2:02.7,2.1/2,**,3-3-3,35.9,85.1,9,416(-12),,,,[東] 高市圭二,金子真人ホールディングス,130.0,200705050503
4,3,3,レッズフィールド,牡2,55,北村宏司,2:02.8,1/2,**,5-5-5,35.8,7.1,4,472(+2),,,,[東] 伊藤正徳,中山芳樹,75.0,200705050503
5,6,6,イブキオシリス,牡2,55,吉田豊,2:02.9,1/2,**,11-10-8,35.6,28.4,6,500(+4),,,,[東] 谷原義明,伊吹,50.0,200705050503
6,8,10,クレプスキュール,牝2,54,松岡正海,2:03.0,1/2,**,7-8-8,35.7,36.2,7,434(+4),,,,[東] 小島茂之,サンデーレーシング,,200705050503
7,8,11,ニューヨーカー,牡2,55,蛯名正義,2:03.0,クビ,**,5-5-5,36.0,4.1,2,438(+4),,,,[東] 和田正道,スピードファーム,,200705050503
8,7,8,ドリームトレジャー,牡2,55,後藤浩輝,2:03.2,1.1/2,**,3-3-3,36.4,14.4,5,456(-2),,,,[東] 阿部新生,セゾンレースホース,,200705050503
9,2,2,アイアムジャック,牡2,55,勝浦正樹,2:03.3,クビ,**,7-5-5,36.2,84.9,8,472(-2),,,,[東] 中野栄治,田島榮二郎,,200705050503
10,5,5,マイネルナチューラ,牡2,52,丸田恭介,2:03.9,3.1/2,**,7-8-8,36.6,145.8,10,458(0),,,,[東] 畠山重則,サラブレッドクラブ・ラフィアン,,200705050503
11,4,4,ヨシクリスエス,牡2,55,柴田善臣,2:04.4,3,**,7-11-11,36.7,159.2,11,488(0),,,,[東] 嶋田潤,田辺喜彦,,200705050503
