着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705020601
1,8,15,ホワイトヴェール,牝3,54,勝浦正樹,1:27.0,,**,6-5,38.0,2.1,1,446(+2),,,,[東] 小西一男,下河辺隆行,500.0,200705020601
2,1,2,ケイアイシアター,牝3,54,内田博幸,1:27.3,1.3/4,**,2-2,39.0,6.9,3,486(0),,,,[東] 秋山雅一,亀田守弘,200.0,200705020601
3,8,16,テルミヌス,牝3,54,横山典弘,1:27.7,2.1/2,**,1-1,39.4,4.0,2,520(-6),,,,[東] 栗田博憲,キャロットファーム,130.0,200705020601
4,7,14,イエローファイト,牝3,54,岩田康誠,1:27.9,1.1/2,**,6-5,39.0,11.0,4,470(-8),,,,[東] 和田正道,古賀和夫,75.0,200705020601
5,2,3,サンバリズム,牝3,54,田中勝春,1:28.0,クビ,**,4-3,39.4,28.7,8,438(0),,,,[東] 平井雄二,グランド牧場,50.0,200705020601
6,1,1,シルクシャングリラ,牝3,54,幸英明,1:28.4,2.1/2,**,15-14,38.3,114.0,10,420(0),,,,[東] 大和田稔,シルク,,200705020601
7,3,6,ギフトカード,牝3,51,千葉直人,1:28.5,3/4,**,8-8,39.2,132.0,11,460(+4),,,,[東] 中島敏文,マツケン農場,,200705020601
8,7,13,カヤドーアズーロ,牝3,54,柴山雄一,1:28.6,クビ,**,4-5,39.7,17.0,7,438(+4),,,,[東] 岩戸孝樹,黒澤尚,,200705020601
9,5,10,フルセイルヌーン,牝3,54,川田将雅,1:28.9,2,**,13-15,38.7,12.4,5,506(0),,,,[東] 小島茂之,社台レースホース,,200705020601
10,2,4,ストロングキャロル,牝3,54,鈴来直人,1:29.3,2.1/2,**,10-10,39.9,205.5,13,470(+2),,,,[東] 増沢末夫,村木篤,,200705020601
11,5,9,セラフィナイト,牝3,54,北村宏司,1:29.7,2.1/2,**,10-10,40.3,13.3,6,466(0),,,,[東] 坂本勝美,飯田正,,200705020601
12,3,5,フジマサレインボー,牝3,54,長谷川浩,1:30.1,2.1/2,**,8-8,40.9,341.0,14,422(-2),,,,[東] 斎藤誠,藤原正一,,200705020601
13,6,12,オンワードドーター,牝3,54,郷原洋司,1:30.4,2,**,13-13,40.5,446.7,16,414(0),,,,[東] 郷原洋行,オンワード牧場,,200705020601
14,6,11,ベリークレヴァー,牝3,54,石神深一,1:30.5,クビ,**,3-4,41.7,367.9,15,416(-6),,,,[東] 佐々木亜,賀張中川牧場,,200705020601
15,4,7,ジーントウショウ,牝3,54,武士沢友,1:30.7,1.1/4,**,12-10,41.3,158.9,12,438(+2),,,,[東] 中島敏文,トウショウ産業,,200705020601
16,4,8,セレブレイトコール,牝3,54,四位洋文,1:30.7,クビ,**,16-16,40.1,86.8,9,456(+8),,,,[東] 柴崎勇,社台レースホース,,200705020601
