着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805030604
1,3,6,ユノパラボリカ,牡3,56,横山典弘,1:49.1,,**,5-1-2,35.8,2.4,1,522(-6),,,,[東] 奥平雅士,細川祐季子,500.0,200805030604
2,1,2,チャイコフスキー,牡3,56,ホワイト,1:49.8,4,**,3-3-3,36.3,3.2,2,544(0),,,,[東] 藤沢和雄,山本英俊,200.0,200805030604
3,4,7,マイネルバイタル,牡3,56,武豊,1:49.9,1/2,**,11-14-13,35.8,24.0,7,448(+2),,,,[東] 稲葉隆一,サラブレッドクラブ・ラフィアン,130.0,200805030604
4,2,3,エイシンフレンチ,牡3,56,吉田豊,1:50.0,1/2,**,14-17-16,35.6,67.6,10,506(0),,,,[東] 大久保洋,平井豊光,75.0,200805030604
5,5,9,アドマイヤジョイ,牝3,53,的場勇人,1:50.1,1/2,**,8-8-8,36.3,5.4,3,474(-8),,,,[東] 的場均,近藤利一,50.0,200805030604
6,5,10,タイセイボナンザ,牡3,53,三浦皇成,1:50.1,クビ,**,13-12-12,36.2,13.4,4,472(-10),,,,[東] 菊川正達,田中成奉,,200805030604
7,7,13,バーチャルウォーズ,牡3,56,田中勝春,1:50.2,クビ,**,8-3-3,36.7,16.5,5,474(0),,,,[東] 宗像義忠,薗部博之,,200805030604
8,4,8,ダイワポーラスター,牡3,56,内田博幸,1:50.5,2,**,14-14-13,36.5,20.4,6,452(0),,,,[東] 二ノ宮敬,大城敬三,,200805030604
9,1,1,スズカニール,牡3,53,千葉直人,1:50.5,クビ,**,8-10-8,36.7,286.9,14,448(-2),,,,[東] 小島茂之,永井啓弍,,200805030604
10,8,17,パーソナルテンエイ,牝3,51,草野太郎,1:50.7,1.1/4,**,2-2-1,37.4,288.6,15,440(0),,,,[東] 坂本勝美,熊坂富寿雄,,200805030604
11,8,18,オーシャンブリーズ,牝3,54,福永祐一,1:50.8,1/2,**,3-3-3,37.3,30.4,8,470(0),,,,[東] 小笠倫弘,臼田浩義,,200805030604
12,6,11,アサヒバイブル,牝3,54,柄崎将寿,1:50.8,クビ,**,17-14-16,36.4,330.8,16,440(+6),,,,[東] 内藤一雄,久野正弘,,200805030604
13,6,12,ダイワコルベット,牡3,56,武士沢友,1:51.0,1.1/4,**,5-3-6,37.3,33.8,9,482(-2),,,,[東] 鹿戸雄一,大城敬三,,200805030604
14,7,15,ヒビキジュリアー,牝3,54,石橋脩,1:51.2,1.1/4,**,11-10-8,37.4,442.1,18,452(+2),,,,[東] 斎藤宏,竹本弘,,200805030604
15,3,5,マイネルパラスト,牡3,56,松岡正海,1:51.2,ハナ,**,1-3-6,37.6,99.2,11,486(+6),,,,[東] 鈴木康弘,サラブレッドクラブ・ラフィアン,,200805030604
16,7,14,モリガキラリ,牝3,54,江田照男,1:51.6,2.1/2,**,14-12-13,37.5,179.7,13,446(0),,,,[東] 藤原辰雄,副島義久,,200805030604
17,8,16,オーミシンフォニー,牡3,56,石神深一,1:52.1,3,**,18-18-16,37.7,360.4,17,420(0),,,,[東] 佐々木亜,岩崎僖澄,,200805030604
18,2,4,トミケンジェネール,牝3,54,大野拓弥,1:55.4,大,**,5-8-8,41.6,99.6,12,450(+6),,,,[東] 柴崎勇,冨樫賢二,,200805030604
