着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200601020703
1,2,2,ディンティーベス,牝3,54,四位洋文,1:47.8,,**,13-13-11-6,37.7,15.6,5,398(-2),,,,[西] 浜田光正,ノースヒルズマネジメント,500.0,200601020703
2,7,10,パブリッシャー,牡3,56,五十嵐冬,1:47.8,クビ,**,6-6-1-1,38.9,13.7,4,436(+2),,,,[東] 加藤征弘,平井卓志,200.0,200601020703
3,4,5,アドマイヤグローリ,牡3,56,岩田康誠,1:47.8,ハナ,**,2-2-2-2,38.9,2.2,1,488(-2),,,,[西] 友道康夫,近藤利一,130.0,200601020703
4,5,7,マイボーイ,牡3,56,田辺裕信,1:48.0,3/4,**,6-6-8-6,38.3,116.7,11,468(-6),,,,[東] 小西一男,神林幸一,75.0,200601020703
5,7,11,スズノテンカ,牡3,56,須貝尚介,1:48.0,ハナ,**,2-2-3-2,39.0,3.3,2,516(0),,,,[西] 須貝彦三,阿部雅子,50.0,200601020703
6,4,4,クールカリッジ,牡3,56,藤田伸二,1:49.3,8,**,10-10-6-4,39.7,5.7,3,448(+4),,,,[東] 伊藤圭三,社台レースホース,,200601020703
7,5,6,メジログレイブス,牡3,54,大野拓弥,1:49.5,1.1/4,**,8-8-4-4,40.0,25.1,7,420(+6),,,,[東] 尾形充弘,メジロ牧場,,200601020703
8,1,1,エーグルドゥース,牝3,54,菊沢隆徳,1:49.8,2,**,4-4-11-11,39.7,35.7,8,464(+6),,,,[東] 手塚貴久,伊達秀和,,200601020703
9,8,13,ヤマカツジェット,牡3,56,藤岡佑介,1:50.4,3.1/2,**,12-11-9-8,40.5,69.9,10,524(+38),,,,[西] 福島信晴,山田博康,,200601020703
10,3,3,タイキトラップ,牡3,53,黛弘人,1:50.4,クビ,**,10-11-13-13,39.9,54.2,9,516(+12),,,,[東] 高橋祥泰,大樹ファーム,,200601020703
11,8,12,クリノダグラス,牡3,56,鈴来直人,1:50.4,ハナ,**,8-8-6-10,40.8,234.5,13,440(-6),,,,[東] 斎藤誠,栗本博晴,,200601020703
12,6,9,グリフィンアイズ,牡3,56,柴山雄一,1:50.8,2.1/2,**,4-4-9-11,40.9,20.6,6,470(0),,,,[西] 飯田雄三,岩崎僖澄,,200601020703
13,6,8,アンセスター,牡3,53,的場勇人,1:51.2,2.1/2,**,1-1-4-8,41.8,138.4,12,510(0),,,,[東] 水野貴広,中田和宏,,200601020703
