着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200803030505
1,8,15,オーミチェリッシュ,牝4,54,藤岡康太,1:46.9,,**,2-2-2-2,38.8,4.9,3,430(+2),,,,[西] 宮徹,岩崎僖澄,730.0,200803030505
2,5,8,フレンチノワール,牝3,53,田辺裕信,1:47.0,1/2,**,7-7-4-3,38.7,4.1,2,468(+4),,,,[東] 久保田貴,東京ホースレーシング,290.0,200803030505
3,6,10,グリッターエルフ,牝4,55,中舘英二,1:47.1,クビ,**,1-1-1-1,39.0,3.3,1,468(-14),,,,[西] 柴田光陽,ヒダカ・ブリーダーズ・ユニオン,180.0,200803030505
4,8,14,ハイパーラッシュ,牝3,50,荻野琢真,1:47.5,2.1/2,**,4-6-7-6,39.1,10.3,5,464(-6),,,,[西] 大久保龍,山本慎一,110.0,200803030505
5,6,11,ナッシュビル,牝3,50,黛弘人,1:47.5,クビ,**,4-4-4-5,39.2,7.1,4,472(-4),,,,[東] 戸田博文,吉橋計,73.0,200803030505
6,7,13,ローズシティ,牝3,52,三浦皇成,1:47.8,1.3/4,**,10-9-8-8,39.2,13.7,6,444(-2),,,,[西] 村山明,吉田勝己,,200803030505
7,3,4,ウィンドチャイム,牝3,53,西田雄一,1:47.8,ハナ,**,9-9-10-8,39.0,85.8,12,450(+6),,,,[東] 堀井雅広,ターフ・スポート,,200803030505
8,7,12,アースファイヤー,牝3,53,芹沢純一,1:47.8,クビ,**,3-3-3-3,39.6,84.5,11,450(-4),,,,[西] 野元昭,松山増男,,200803030505
9,1,1,マキハタセンシブル,牝4,55,高山太郎,1:48.0,1,**,13-13-15-14,38.5,20.0,8,418(+2),,,,[東] 佐藤全弘,槇本牧場,,200803030505
10,2,2,エルブランコ,牝5,52,千葉直人,1:48.1,3/4,**,15-14-12-11,39.0,33.6,9,454(+2),,,,[東] 松永康利,サンデーレーシング,,200803030505
11,2,3,エアルーア,牝4,55,北村友一,1:48.1,ハナ,**,10-11-13-13,38.9,49.8,10,426(-2),,,,[東] 加藤和宏,ラッキーフィールド,,200803030505
12,3,5,ティンバールーカン,牝4,55,赤木高太,1:48.1,ハナ,**,4-4-4-6,39.8,18.8,7,528(-2),,,,[西] 境直行,円城和男,,200803030505
13,5,9,ニシノマニッシュ,牝4,52,丸田恭介,1:48.4,2,**,7-7-8-8,39.8,91.8,13,486(+2),,,,[東] 内藤一雄,西山茂行,,200803030505
14,4,6,リカオーナイン,牝4,54,的場勇人,1:48.6,1,**,12-12-11-11,39.7,198.1,14,454(+8),,,,[東] 清水利章,馬場瑛八郎,,200803030505
15,4,7,オレンジスーツ,牝3,50,草野太郎,1:50.9,大,**,14-14-13-15,41.7,327.3,15,476(-12),,,,[東] 天間昭一,ヒダカ・ブリーダーズ・ユニオン,,200803030505
