着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200805010106
1,5,7,マゼラン,牡3,56,武豊,2:25.7,,**,7-7-7-5,34.5,2.6,1,528(-2),,,,[西] 角居勝彦,キャロットファーム,700.0,200805010106
2,4,4,ダイワワイルドボア,牡3,56,ルメール,2:25.8,3/4,**,7-8-8-8,34.4,28.5,8,530(-10),,,,[東] 上原博之,大城敬三,280.0,200805010106
3,4,5,ドットコム,牡3,56,ペリエ,2:26.3,3,**,6-6-5-7,35.0,5.9,4,474(-4),,,,[東] 戸田博文,青山洋一,180.0,200805010106
4,3,3,レッドアゲート,牝3,54,柴山雄一,2:26.4,1/2,**,11-11-11-11,34.7,32.4,9,424(0),,,,[東] 田村康仁,ディアレスト,110.0,200805010106
5,5,6,エバーブライト,牡3,56,左海誠二,2:26.6,1.1/2,**,10-9-8-8,35.2,38.2,11,496(-2),,,,[地] 岡林光浩,ユートピア牧場,70.0,200805010106
6,2,2,マイネルジュレップ,牡3,56,吉田隼人,2:26.8,1.1/2,**,3-3-3-3,35.9,16.8,6,464(-10),,,,[東] 堀井雅広,サラブレッドクラブ・ラフィアン,,200805010106
7,6,9,ドリームノクターン,牡3,55,田中博康,2:26.9,クビ,**,2-2-2-2,36.3,5.7,3,482(0),,,,[東] 斎藤誠,セゾンレースホース,,200805010106
8,7,11,コスモポッケ,牡3,56,後藤浩輝,2:27.0,1/2,**,13-13-13-13,35.1,24.0,7,446(+4),,,,[東] 田村康仁,ビッグレッドファーム,,200805010106
9,1,1,マイネルファルケ,牡3,56,田中勝春,2:27.3,2,**,1-1-1-1,36.9,4.8,2,512(0),,,,[東] 萱野浩二,サラブレッドクラブ・ラフィアン,,200805010106
10,8,13,クールドリオン,牡3,56,柴田善臣,2:27.3,アタマ,**,9-9-10-8,35.9,16.3,5,462(0),,,,[東] 二ノ宮敬,広尾レース,,200805010106
11,7,10,アリゾナアベニュー,牡3,56,北村宏司,2:27.5,3/4,**,5-5-5-5,36.3,139.4,13,474(-12),,,,[東] 小笠倫弘,諸江幸祐,,200805010106
12,6,8,コスモザガリア,牝3,54,藤田伸二,2:27.5,ハナ,**,3-4-4-4,36.4,43.4,12,486(0),,,,[東] 水野貴広,ビッグレッドファーム,,200805010106
13,8,12,バイタリティー,牡3,56,石橋脩,2:29.1,10,**,11-11-12-11,37.4,33.9,10,494(0),,,,[東] 平井雄二,水上行雄,,200805010106
