着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705030812
1,5,9,ニシノフリーダム,牡4,57,柴田善臣,1:36.3,,**,15-14,35.0,8.8,5,530(0),,,,[東] 鈴木伸尋,西山茂行,1050.0,200705030812
2,7,13,パートゥーアワーズ,牡5,57,北村宏司,1:36.3,アタマ,**,11-12,35.4,5.5,2,444(-4),,,,[東] 古賀慎明,吉田和美,420.0,200705030812
3,2,3,クラウニングワーク,牡5,57,福永祐一,1:36.3,ハナ,**,12-10,35.5,16.5,6,438(0),,,,[東] 和田正道,ヒダカ・ブリーダーズ・ユニオン,260.0,200705030812
4,4,7,エレアシチー,牝6,55,左海誠二,1:36.4,3/4,**,12-12,35.4,78.0,16,464(+8),,,,[東] 萱野浩二,友駿ホースクラブ,160.0,200705030812
5,3,6,スーパーワシントン,牡4,57,蛯名正義,1:36.6,1,**,8-8,36.0,5.7,3,466(+6),,,,[西] 中尾秀正,アサヒクラブ,105.0,200705030812
6,3,5,ダイイチミラクル,セ7,54,田中博康,1:36.6,ハナ,**,6-5,36.1,7.5,4,496(+14),,,,[東] 菊川正達,ミルファーム,,200705030812
7,2,4,クリノビスケット,牝4,55,勝浦正樹,1:36.6,ハナ,**,2-2,36.3,21.6,9,434(+6),,,,[東] 内藤一雄,栗本博晴,,200705030812
8,6,11,スピードタッチ,牡4,57,松岡正海,1:36.6,クビ,**,6-5,36.1,3.7,1,496(+4),,,,[西] 崎山博樹,冨沢敦子,,200705030812
9,6,12,カツヨカムトゥルー,牡4,57,武士沢友,1:36.7,3/4,**,3-3,36.3,19.4,8,444(0),,,,[東] 中野渡清,丹羽茂文,,200705030812
10,7,14,ローリーポーリー,牝6,55,横山典弘,1:36.8,1/2,**,9-8,36.1,38.2,12,468(+6),,,,[東] 菊川正達,加藤信之,,200705030812
11,5,10,キングオザー,牡5,57,土谷智紀,1:36.9,クビ,**,3-5,36.4,30.6,11,442(+4),,,,[東] 鈴木勝美,斉藤等,,200705030812
12,4,8,ストラスアイラ,牡5,57,田中勝春,1:37.0,3/4,**,9-10,36.2,18.8,7,482(+2),,,,[東] 小島茂之,田原邦男,,200705030812
13,8,16,カームブレイカー,牡7,57,吉田豊,1:37.0,アタマ,**,12-14,35.8,28.7,10,538(-4),,,,[東] 大久保洋,サンデーレーシング,,200705030812
14,1,2,シャドウムーン,牝5,55,吉田隼人,1:37.4,2.1/2,**,3-3,37.0,38.6,13,460(+2),,,,[東] 斎藤誠,飯塚知一,,200705030812
15,8,15,パレスエベレスト,牡5,57,江田照男,1:37.6,1,**,16-16,36.0,72.5,15,438(+2),,,,[東] 武藤善則,西村豊,,200705030812
16,8,17,ロケットパンチ,牡7,54,的場勇人,1:37.9,1.3/4,**,17-17,35.0,54.3,14,464(+2),,,,[東] 的場均,フジワラ・ファーム,,200705030812
17,1,1,ダンシングホーク,牡8,57,御神本訓,1:41.0,大,**,1-1,40.7,89.4,17,500(-8),,,,[東] 清水英克,サンコウ牧場,,200705030812
