着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806030109
1,7,9,ユキチャン,牝3,54,吉田隼人,2:02.2,,**,4-3-4-3,35.8,14.1,8,502(-2),,,,[東] 後藤由之,金子真人ホールディングス,1028.7,200806030109
2,5,6,ハイカックウ,牝3,54,吉田豊,2:02.2,クビ,**,10-9-8-10,35.4,9.8,5,432(0),,,,[東] 鈴木康弘,桜井牧場,408.2,200806030109
3,6,8,コスモザガリア,牝3,54,柴田善臣,2:02.3,3/4,**,4-3-3-3,36.1,27.2,9,484(-4),,,,[東] 水野貴広,ビッグレッドファーム,254.1,200806030109
4,2,2,シェリルピンク,牝3,54,木幡初広,2:02.4,クビ,**,1-1-1-1,36.8,5.5,3,514(-8),,,,[東] 宗像義忠,社台レースホース,150.0,200806030109
5,4,4,ヒロアンジェロ,牝3,54,蛯名正義,2:02.4,ハナ,**,9-9-10-6,35.5,10.0,6,486(-4),,,,[東] 高木登,北所直人,100.0,200806030109
6,5,5,ダークエンジェル,牝3,54,北村宏司,2:02.5,3/4,**,10-9-10-6,35.5,3.2,1,414(-2),,,,[東] 古賀慎明,吉田勝己,,200806030109
7,6,7,スプリングジーン,牝3,54,松岡正海,2:02.6,1/2,**,7-8-6-6,36.0,11.1,7,488(-12),,,,[東] 相沢郁,加藤春夫,,200806030109
8,1,1,ミサトフリート,牝3,54,勝浦正樹,2:02.7,3/4,**,7-6-6-6,36.0,134.3,10,480(-6),,,,[東] 鈴木勝美,戸部洋,,200806030109
9,8,11,エールドクラージュ,牝3,54,田中勝春,2:02.8,クビ,**,2-2-2-2,37.0,4.9,2,484(-14),,,,[東] 藤沢和雄,東京ホースレーシング,,200806030109
10,7,10,オールフォーミー,牝3,54,坂井英光,2:03.2,2.1/2,**,6-6-4-5,36.8,163.5,11,462(-8),,,,[東] 勢司和浩,シルク,,200806030109
11,3,3,ラドクリフヤード,牝3,54,後藤浩輝,2:03.3,1/2,**,12-12-12-11,36.1,6.9,4,428(-4),,,,[東] 二ノ宮敬,渡邊隆,,200806030109
12,8,12,ボーデンゼー,牝3,54,伊藤直人,2:05.8,大,**,3-3-8-12,39.0,193.5,12,430(-2),,,,[東] 斎藤誠,坂田行夫,,200806030109
