着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200806010603
1,2,4,デルマベガ,牝3,54,吉田隼人,1:13.8,,**,3-4,38.7,3.0,1,450(-6),,,,[東] 堀井雅広,浅沼廣幸,500.0,200806010603
2,7,14,アクセプトアゲン,牡3,56,津村明秀,1:14.0,1.1/4,**,2-2,39.1,8.0,4,490(+10),,,,[東] 岩戸孝樹,浅川皓司,200.0,200806010603
3,6,11,ケイエムチャンス,牡3,56,江田照男,1:14.7,4,**,1-1,39.8,11.5,5,472(0),,,,[東] 矢野照正,小平学,130.0,200806010603
4,3,5,ホウリイキッド,牡3,56,田中剛,1:14.8,3/4,**,10-11,38.7,4.6,2,480(+8),,,,[東] 嶋田潤,植田忠司,75.0,200806010603
5,5,10,エミネムシチー,牡3,55,大野拓弥,1:14.9,3/4,**,12-11,38.7,93.2,14,452(+2),,,,[東] 平井雄二,友駿ホースクラブ,50.0,200806010603
6,4,7,シトラスサン,牡3,56,柴田善臣,1:15.0,クビ,**,6-6,39.4,35.4,11,490(+16),,,,[東] 武藤善則,井上一郎,,200806010603
7,5,9,ラブエッセンス,牝3,53,田中博康,1:15.1,3/4,**,6-6,39.6,15.4,6,464(0),,,,[東] 秋山雅一,ディアレスト,,200806010603
8,4,8,クリーンドンダケ,牡3,56,田面木博,1:15.2,クビ,**,12-11,39.0,30.6,8,474(0),,,,[東] 蛯名信広,石橋和夫,,200806010603
9,7,13,ケイアイサンダー,牡3,56,石橋脩,1:15.2,ハナ,**,3-2,40.2,31.6,10,480(+4),,,,[東] 伊藤圭三,啓愛義肢材料販売所,,200806010603
10,6,12,ハイブリッドスター,牡3,56,村田一誠,1:15.4,1,**,10-8,39.4,46.6,12,458(+4),,,,[東] 尾形充弘,杉山忠国,,200806010603
11,3,6,ベストカップル,牝3,51,草野太郎,1:15.6,1.1/4,**,3-5,40.5,31.2,9,506(+4),,,,[東] 坂本勝美,大山商事,,200806010603
12,1,2,ダンツシーキング,牡3,56,勝浦正樹,1:15.6,ハナ,**,8-8,39.9,4.7,3,440(+2),,,,[東] 鈴木勝美,山元哲二,,200806010603
13,1,1,ノースオブグリーン,牝3,54,蛯名正義,1:16.1,3,**,15-14,39.7,85.1,13,452(+4),,,,[東] 嶋田功,石瀬浩三,,200806010603
14,2,3,バトルウィン,牡3,56,穂苅寿彦,1:16.2,1/2,**,12-14,40.0,203.6,15,540(+10),,,,[東] 和田正道,キャピタルクラブ,,200806010603
15,8,16,メイプルマリチャン,牝3,54,田中勝春,1:17.3,7,**,8-10,41.6,25.3,7,522(0),,,,[東] 星野忍,節英司,,200806010603
中,8,15,コアレスミラクル,牡3,56,武士沢友,,,**,,,432.8,16,426(+2),,,,[東] 稗田研二,小林昌志,,200806010603
