着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200703030902
1,8,11,サクセスブロッケン,牡2,55,中舘英二,1:47.9,,**,1-1-1-1,37.3,3.5,2,506(0),,,,[西] 藤原英昭,高嶋哲,700.0,200703030902
2,7,8,クリノコブオー,牡2,55,古川吉洋,1:51.0,大,**,10-10-7-4,39.7,17.1,4,422(0),,,,[西] 武田博,栗本博晴,280.0,200703030902
3,6,6,マルサンチーフ,牡2,55,芹沢純一,1:51.6,3.1/2,**,2-3-2-2,40.9,7.9,3,504(0),,,,[西] 南井克巳,松井三千年,180.0,200703030902
4,1,1,ダンツファイナル,牡2,55,上村洋行,1:52.0,2.1/2,**,4-3-4-6,41.0,1.6,1,504(0),,,,[西] 山内研二,山元哲二,110.0,200703030902
5,8,10,ダンシングゴールド,牡2,55,津村明秀,1:52.2,1.1/2,**,7-6-4-3,41.2,30.7,6,514(0),,,,[東] 稗田研二,グランド牧場,70.0,200703030902
6,5,5,スーパープライド,牡2,54,大野拓弥,1:52.8,3.1/2,**,11-11-9-6,41.2,67.3,10,488(0),,,,[東] 谷原義明,村山義一,,200703030902
7,6,7,エプソムスティーヴ,牡2,55,吉永護,1:53.2,2.1/2,**,4-5-4-6,42.2,56.3,8,478(0),,,,[東] 中野栄治,ジャパン・ホースマン・クラブ,,200703030902
8,4,4,ザサンデーアミフジ,牡2,55,田辺裕信,1:53.3,クビ,**,7-9-7-9,41.9,66.6,9,458(0),,,,[東] 浅野洋一,内藤好江,,200703030902
9,2,2,タイムウイズゴー,牡2,53,的場勇人,1:53.4,1/2,**,2-2-2-4,42.6,25.2,5,446(0),,,,[東] 秋山雅一,コオロ,,200703030902
10,3,3,クレイヴワン,牡2,52,宮崎北斗,1:53.7,1.3/4,**,6-6-9-9,42.2,185.7,11,458(0),,,,[東] 萱野浩二,吉村敏治,,200703030902
11,7,9,アンジェラ,牝2,51,田中克典,1:56.3,大,**,7-6-11-11,44.6,35.5,7,448(0),,,,[東] 笹倉武久,田口廣,,200703030902
